Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
,Treasury Services Operations Lockbox,New York | WIB Name: NEW YORK CITY| Region: New York City,124,124,9/30/2011,Layoffs will occur in stages beginning on 7/1/2011 and continuing through 5/31/2012.,2/28/2012,Economic,Plant Unit Closing,Plant Unit Closing,-----,"Gloria Kingston, Human Resources Consultant",(212) 815-3632,3349
,Industrial Maintenance,Saratoga | WIB Name: SAR/WAR/WASH| Region: Capital Region,165,165,9/30/2011,-----,12/30/2011,Loss of contract for KAPL Industrial Maintenance Subcontract to Huntington Ingalls Industries (HII),Plant Closing,Plant Closing,"Bldg Trades, Local #40-Loggers, Local #291-Carpenters, Local #07-Pipefitters, Local #1163-Millwrights, Local #197-Boilermakers, Local #236-Electricians, Local #201-Painters, Local #157-Laborers, Local #294-Teamsters, Local #106-Operating Engineers",James K. Robertson,(818) 884-1037,3348
,Paper Mfg,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,25,25,9/30/2011,-----,12/28/2011,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Kyle Brock, Vice President of Human Resources",(518) 793-2541,3346
,Pet Supplies,Suffolk | WIB Name: SUFFOLK| Region: Long Island,72,34,9/29/2011,1/31/2012,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Debra Goodman, Director Human Resources, Pet Segment",(925) 948-2715,3345
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,"35- 22 Permanent Layoffs, 13 Temporary Layoffs",35,9/30/2011,------,12/31/2011 Restaurant expects to re-open in mid-May 2012.,Renovation and Restructuring,Temporary Plant Closing,Temporary Plant Closing,Hotel and Motel Trades Council,"Patrician G. Cousins, Vice-President and Assistant General Counsel",(301) 380-4274,3344
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,1,9/30/2011,Will occur between 12/23/2011 through 1/5/2012.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3343
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,16,9/30/2011,"10 layoffs that were scheduled to occur on 9/12/2011, are now postponed to occur between 12/5/2011 and 12/18/2011",11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3342
,Financial,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,33,9/29/2011,First separation will occur on 11/30//2011,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist. Associates are not represented by a union.,"John Collingwood, Senior Vice President",(202) 661-7130,3341
,Bus Transportation,Suffolk | WIB Name: SUFFOLK| Region: Long Island,55,55,9/29/2011,1/1/2012,-----,Contract renewal uncertain,Potential Plant Layoff,Plant Layoff,Bumping rights do not exist.,Phil DiDomenico,(631) 665-3245 Ext 4151,3340
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,103,103,9/28/2011,"Layoffs that were scheduled to occur between 9/25 through 9/30/2011, have now been postponed to occur between 10/27/2011 and 10/31/2011.",10/31/2011,Lease agreement will expire and premises will be vacated,Plant Closing,Plant Closing,-----,"Richard Cohn, LLC Manager, Vice President",(212) 871-4000 Ext. 2200,3339
,Food and beverage concessionaire,Queens | WIB Name: NEW YORK CITY| Region: New York City,156,156,9/26/2011,-----,11/1/2011,Contract loss,Plant Closing,Plant Closing,"New York Hotel and Motel Trades Council, AFL-CIO (Local 6 UNITE HERE)","Drew Revella, General Manager NYRA Tracks",(516)328-0060,3338
,Bus Transportation,Suffolk | WIB Name: SUFFOLK| Region: Long Island,108,54,9/26/2011,1/1/2012,-----,Contract renewal uncertain,Potential Plant Layoff,Plant Layoff,Bumping rights do not exist.,Phil DiDomenico,(631) 665-3245 Ext 4151,3337
,Airline,Queens | WIB Name: NEW YORK CITY| Region: New York City,112,112,9/26/2011,-----,12/23/2011,Decision made to cease flying operations out of LaGuardia Airport,Plant Closing,Plant Closing,"Air Line Pilots Association, Aircraft Mechanics Fraternal Association, Association of Flight Attendants, International","Peggy Groebe, Vice President, Human Resources",(651) 367-5265,3336
,Home care services,Queens | WIB Name: NEW YORK CITY| Region: New York City,1952,1952,9/26/2011,-----,12/31/2011,Reorganization of services to managed care provider contracts,Plant Closing,Plant Closing,1191 SEIU There are no bumping rights.,"Callie Tserpelis, Program Director",(718) 726-4444,3335
,Telemarketing Bureaus and Other Contract Centers,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,186,186,9/25/2011,-----,9/8/2011,Natural Disaster,Plant Closing,Plant Closing,Employees are not represented by a union and do not have bumping rights.,"Lisa Gibbons, SPHR, Human Resources Director",(602) 296-1642,3334
,Communication,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,-----,1,9/20/2011,Mid-January 2012,-----,Economic,Plant Layof,Plant Layoff,There are no unions representing the affected employee. No bumping rights exist.,"Melissa Lightbody, Human Resources Manager",(303) 927-4553,3333
,Food Services,Richmond | WIB Name: NEW YORK CITY| Region: New York City,43,43,9/22/2011,-----,"Previously schedule to occur on or about 9/15/2011, is now postponed to occur in early 2012",Possible Contract Loss based on sale of facility,Possible Plant Closing,Possible Plant Closing,1199 SEIU,"Georgia Calquhoun-Pryce, Human Resources Director",(516) 240-2205,3331
,Restaurant,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,74,74,9/20/2011,-----,12/23/2011,Economic,Plant Closing,Plant Closing,Employees are not represented.,"Vernessa Gates, Chief People Officer",(614) 340-9206,3330
,Department Store,Richmond | WIB Name: NEW YORK CITY| Region: New York City,141,141,9/20/2011,Terminations are expected to occur within a 14-day period beginning on 1/1/2012,1/8/2012,Economic,Plant Closing,Plant Closing,No bumping rights.,"Margie Lynch, Divisional Vice President",(847) 286-1427,3329
,Eyecare,Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island,86,86,9/20/2011,First phase will occur between 12/16/2011 and 12/29/2011 (62 layoffs); Second phase will occur between 3/23/2012 and 4/5/2012 (24 layoffs).,4/5/2012,Economic,Plant Closing,Plant Closing,IUE/CWA Local 81408,"Judy Carson, Vice President of Human Resources",(210) 524-6889,3327
,Frozen Food Distributor,Oswego | WIB Name: OSWEGO | Region: Central Region,-----,94,9/20/2011,These layoffs will occur on 12/21/2011 additional layoffs to occur through the closing of this facility.,Unsure of the closing date at this time.,Economic,Plant Closing,Plant Closing,Employees have no bumping rights.,"Earnie Pietrykowski, Human Resources Manager",(315) 598-7000 Extension 3226,3325
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,273,273,9/19/2011,-----,Some layoffs scheduled to occur on 8/9/2011; have been postponed to occur through 12/1/2011 or later,Anticipated sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 SEIU United Healthcare Workers,"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3324
,Health plan facilitator for Medicaid,New York | WIB Name: NEW YORK CITY| Region: New York City,307,95 – 307 Unsure at this time. Update received from company - 62 affected,9/14/2011,9/30/2011,9/30/2011,Potential bid/contract loss with NYS Department of Health,Plant Layoff,Plant Layoff,-----,"Al Miranda, Director - Human Capital",(917) 228-5605,3322
,Rehabilitation Center,New York | WIB Name: NEW YORK CITY| Region: New York City,553,553,9/13/2011,-----,"Layoffs originally scheduled to take place on 9/15/2011, will now be postponed to occur on 12/1/2011",Sale of facility,Plant Closing,Plant Closing,No bumping rights exist.,"Francesca Tinti, Vice President of Human Resources",(212) 356-4857,3320
,Hospital,Richmond | WIB Name: NEW YORK CITY| Region: New York City,63,63,9/13/2011,-----,Layoffs originally scheduled to take place on 9/15/2011 will now be postponed to occur on 12/1/2011.,Sale of facility,Plant Closing,Plant Closing,No bumping rights.,"Francesca Tinti, Vice President of Human Resources",(212) 356-4857,3319
,Insurance,Onondaga | WIB Name: ONONDAGA | Region: Central Region,35,35,9/9/2011,-----,Undetermined at this time--based on regulatory approval of sale,"Sale of business to Interboro Holdings, Inc",Plant Closing,Plant Closing,No bumping rights.,"Kelly M. Villanueva, SPHR, Human Resources Director",(508) 341-9646,3318
,Insurance,Onondaga | WIB Name: ONONDAGA | Region: Central Region,35,35,9/9/2011,-----,Undetermined at this time--based on regulatory approval of sale,"Sale of business to Interboro Holdings, Inc",Plant Closing,Plant Closing,No bumping rights.,"Kelly M. Villanueva, SPHR, Human Resources Director",(508) 341-9646,3317
,Insurance,Suffolk | WIB Name: SUFFOLK/ Region: Long Island,103,103,9/9/2011,------,Undetermined at this time-based on regulatory approval of sale,"Sale of business to Interboro Holdings, Inc",Plant Closing,Plant Closing,There are no bumping rights.,"Kelly M. Villanueva, SPHR, Human Resources Director",(508) 341-9646,3316
,Medical Center,Bronx | WIB Name: NEW YORK CITY| Region: New York City,374,374,9/8/2011,-----,11/5/2011,Contracted services transferred to Physician Affliate Group of New York,Plant Closing,Plant Closing,1199 SEIU,"Evelyes Rodriguez, Human Resource Generalist",(718) 579-6025,3315
,Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,31,31,9/9/2011,-----,12/9/2011,Expired Contract,Plant Closing,Plant Closing,UNITE HERE local 100,"Susan Eisma, Human Resources Director",(860) 454-0614,3314
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,498,9/9/2011,Will occur between 12/5/2011 through 12/18/2011.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3313
,Hotel,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,128,9/8/2011,12/7/2011,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist for these job classifications. No labor unions represent any of the affected employees.,"Debbie Kaplan, Human Resources Director",(631) 232-4638,3312
,Bank,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,136,9/8/2011,Will occur in phases between: First group of layoffs will occur on 12/4/2011 and the last projected to occur on 7/1/2012,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union and they will not have bumping rights.,"Julie Davis, Human Resources Director",(212) 834-1721,3311
,Call Center,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,326,"139 – number affected reduced by 9 employees whose layoffs have been rescinded, currect total number of affected workers - 130.",9/8/2011,"5/20/2011-4 employee layoffs will be postponed to occur on the 14 day period beginning on 7/23/2011, 44 employee layoffs will be postponed to occur on the 14 day period beginning on 8/27/2011.",-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights and employees are not represented by any union.,"Kathy Kippley, Director of Human Resources",(952) 948-5353,3310
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,-----,2,9/7/2011,9/19/2011,-----,Sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 Service Employees International Union (SEIU),"Steven R. Korf, CFO",(212) 356-4415,3309
,Glass Company,Steuben | WIB Name: CSS| Region: Southern Region,73,73,9/2/2011,-----,11/29/2011,Economic,Plant Closing,Plant Closing,United Steelworkers Local 1000,"Mark Samitt, President",(607) 937-8066,3305
,Information Search and Retrieval Service,New York | WIB Name: NEW YORK CITY| Region: New York City,5,5,9/1/2011,-----,8/26/2011,Chapter 7 Bankruptcy,Plant Closing,Plant Closing,Employees are not entitled to exercise any bumping rights.,No contact information given,No phone number given,3302
,Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,36 (2 employees will remain employed in other Aramark locations),34,9/1/2011,"12 employee layoffs to occur on 11/22/2011, 22 layoffs will occur on 12/16/2011",12/16/2011,Economic,Plant Closing,Plant Closing,UNITE HERE Local 100,"Susan Eisma, Human Resources Director",(860) 454-0614,3301
,"Paper, packaging and janitorial supplies distributor",Kings | WIB Name: NEW YORK CITY| Region: New York City,156,156,9/1/2011,-----,11/30/2011,Economic,Plant Closing,Plant Closing,International Brotherhood of Teamsters Local No 813,"Paul M. Cervino, Chief Financial Officer",(201) 437-7440 Extension 2302,3300
,Rehabilitation Center,Richmond | WIB Name: NEW YORK CITY | Region: New York City,-----,1,9/1/2011,Layoff will occur during 14-day period starting 9/15/2011.,9/15/2011,Sale of facility,Plant Closing,Plant Closing,1199,"Steven R. Korf, CFO",(212) 356-4415,3299
,Provide Employment Opportunities for the Disabled,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,137,137,7/18/2011  Amended: 8/29/2011,Layoffs postponed from 14-day period beginning 9/15/2011 to 14-day period beginning 10/17/2011.,10/30/2011,Federal funding cuts,Plant Closing,Plant Closing,There are no bumping rights for affected employees.,"Tammy Worden, Director of Human Resources",(607) 722-2364,3295
,Pharmaceuticals,Erie | WIB Name: ERIE | Region: Western Region,161,128,8/29/2011,47 separations will occur on or about 11/30/2011; 81 separations will occur on or about 12/30/2011.,12/30/2011,Economic,Plant Unit Closing,Plant Unit Closing,The affected employees at this facility are not represented by any union. There are no bumping rights at this location.,"Mary Hughes, Human Resources Council Leader",(716) 887-3752,3294
,Automotive Stamping Plant,Erie | WIB Name: ERIE | Region: Western Region,-----,150,6/9/2011  Amended: 8/29/2011,From 9/5/2011 to 9/12/2011,-----,"Ford Motor Company's St. Thomas Assembly Plant (St. Thomas, Ontario, Canada) is planned for closing September 2011. Buffalo Stamping Plant is the primary provider of automotive sheet metal stampings for the vehicles assembled at the St. Thomas Plant. The reduced volume will result in these layoffs.",Plant Layoff,Plant Layoff,"United Automobile, Aerospace, and Agricultural Implement Workers (UAW) Local #897","David Kamienecki, Supervisor, Labor Relations",(716) 821-4255,3293
,Corrugated Cardboard,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,71,71,8/24/2011,-----,11/21/2011,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"Thomas Systsma, Asset Optimization Team Project Manager",(215) 787-8964,3291
,Dry cleaners,Bronx | WIB Name: NEW YORK CITY| Region: New York City,75,75,8/24/2011,Begins on or about 9/30/2011,11/30/2011,Transferring business to a NJ facility,Plant Closing,Plant Closing,Local 164 AFL-CIO,"Sang Cho, CEO",(866) 492-2244,3290
,Pharmaceutical Products,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,-----,"119 - 82 non-bargaining unit colleagues & 37 bargaining unit colleagues – 3 employee layoffs will be postponed until November 18, 2011",8/24/2011,,-----,Company Restucturing,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham, Human Resources Director",(845) 602-2173,3289
,Pharmaceutical Products,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,-----,22 - 15 non-bargaining unit colleagues & 7 bargaining unit colleagues,8/24/2011,,-----,Company Restucturing,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham, Human Resources Director",(845) 602-2173,3288
,Equities Division,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,76,8/23/2011,-----,8/23/2011,Economic,Plant Unit Closing,Plant Unit Closing,Employees have no bumping rights.,"Patricia A. Arciero-Craig, Executive Managing Director and General Counsel",(212) 273-7305,3287
,Frozen Food Distributor,Oswego | WIB Name: OSWEGO | Region: Central Region,136,136,8/22/2011,Layoffs will begin on 11/23/2011 and run through closing of the facility.,Unsure of the closing date at this time.,Economic,Plant Closing,Plant Closing,Employees have no bumping rights.,"Earnie Pietrykowski, Human Resources Manager",(315) 598-7000 Extension 3226,3286
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,-----,2,8/19/2011,9/19/2011,8/9/2011,Sale of facility,Potential Plant Closing,Potential Plant Closing,1199 SEIU United Healthcare Workers,"Steven R. Korf, CFO",(212) 356-4415,3285
,Maintenance of advertising displays,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,15,15,8/18/2011,11/13/2011,11/13/2011,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,"Mary Phelan-Cox, Human Resource Manager",(516) 881-3535,3284
,Cleaning & Maintenance,Queens | WIB Name: NEW YORK CITY | Region: New York City,59,59,8/18/2011,11/13/2011,11/13/2011,Economic,Plant Closing,Plant Closing,"Local Union No. 3, IBEW","Mary Phelan-Cox, Human Resource Manager",(516) 881-3535,3283
,Licensed Electrical Contractor,Queens | WIB Name: NEW YORK CITY | Region: New York City,42,42,8/18/2011,11/13/2011,11/13/2011,Economic,Plant Closing,Plant Closing,"Local Union No. 3, IBEW","Mary Phelan-Cox, Human Resource Manager",(516) 881-3535,3282
,Rehabilitation Center,Richmond | WIB Name: NEW YORK CITY | Region: New York City,-----,1,8/18/2011,Layoff will occur during 14-day period starting 9/15/2011.,9/15/2011,Sale of facility,Plant Closing,Plant Closing,1199,"Steven R. Korf, CFO",(212) 356-4415,3281
,Meals on Wheels Program,Queens | WIB Name: NEW YORK CITY | Region: New York City,77,77,8/16/2011,Employees’ last day of employment with FCS will be between 11/12/2011 and 12/31/2011 based on the timing of the transfer of clients to other providers.,12/31/2011,FCS non-renewal of contract with Citymeals-on-Wheels for its Meals on Wheels program.,Plant Closing,Plant Closing,Local 660 United Workers of America,"Salvatore Bastardi, Director of Operations",(718) 834-4315,3277
,Home Center,Essex | WIB Name: C-E-F-H | Region: North Country Region,87,87,8/15/2011,11/13/2011,8/14/2011,Economic,Plant Closing,Plant Closing,The Lowe’s facility is a non-union facility and bumping rights do not exist.,"Karen Cobb, Manager of Public Relations",(704) 758-3504,3276
,Call Center,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,326,144 – number affected reduced by 5 employees whose layoffs have been rescinded.,8/11/2011,"5/20/2011-4 employee layoffs will be postponed to occur on the 14 day period beginning on 7/23/2011, 44 employee layoffs will be postponed to occur on the 14 day period beginning on 8/27/2011.",-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights and employees are not represented by any union.,"Kathy Kippley, Director of Human Resources",(952) 948-5353,3275
,Telecommunications provider – Inbound Sales Department,Broome,6,6,8/10/2011,12/15/2011,-----,Economic,Plant Layoff,Plant Layoff,No union representation and no provisions for bumping.,"Mary Ellen Olenyk, Sr. Director, Human Resources",(518) 242-8826,3273
,Sports club,New York | WIB Name: NEW YORK CITY| Region: New York City,119,119,8/10/2011,To occur between 10/31/2011 and 11/14/2011,To occur between 9/30/2011 and 10/14/2011,"Transfer of Ownership to Equinox Holdings, Inc.",Plant Closing,Plant Closing,None of the employees will have any “bumping rights”.,"Timothy O'Brien, Chief Financial Officer",(310) 444-4224,3272
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,2,8/9/2011,Will occur between 11/1/2011 through 11/14/2011.,11/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3271
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,273,273,8/9/2011,-----,Some layoffs postponed to occur on or after 9/19/2011,Anticipated sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 SEIU United Healthcare Workers,"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3270
,Engine Sales and Service,Suffolk | WIB Name: SUFFOLK| Region: Long Island,24,24,8/5/2011,-----,11/4/2011,Economic,Plant Closing,Plant Closing,"International Union of Operating Engineers, Local 15C","Megan Hollbert, SPHR, Vice President, Human Resources",(201) 678-2582,3266
,Community Health Center,Erie | WIB Name: ERIE| Region: Western Region,51,51,8/5/2011,-----,11/1/2011,Economic,Plant Closing,Plant Closing,"AFL-CIO, 1199SEIU, IOUE Local 17","Toni L. Booker, Executive Vice President & Chief Human Resources Officer",(716) 859-8801,3265
,Environmental clean up,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,322 at both sites,257-project site and 65 at administrative office site: 322,8/3/2011,Layoffs postponed to 8/28/2011,-----,Expiration of contract – new contractor has been awarded the contract and some WVES employees will be hired by the new firm.,Plant Layoff,Plant Layoff,"International Associations of Machinists and Aerospace Workers, Lodge 2401","Toni M. Sawyer, Manager Human Resources",(716) 942-4949,3263
,Geriatric Care,Kings | WIB Name: NEW YORK CITY | Region: New York City,348,348,8/1/2011,-----,Layoff date has been extended to 10/15/2011 for one of the affected workers.,Sale of facility. Company expects that employees may receive offers of employment from the purchaser and consequently will not experience a loss of employment.,Conditional Plant Closing,Conditional Plant Closing,-----,"Francesca Tinti, Vice President for Human Resources",(212) 356-4857,3262
,Hospital,Queens | WIB Name: NEW YORK CITY| Region: New York City,879,879,8/1/2011,-----,10/25/2011,Economic,Plant Closing,Plant Closing,1199 SEIU,Ronald Musselwhite,(718) 734-2711,3261
,Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,79,79,7/29/2011,------,10/25/2011,Economic,Plant Closing,Plant Closing,1199 SEIU,"Marilyn Da Silva, Administrator",(212) 475-7755 Ext 243,3260
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY| Region: New York City,-----,3,7/29/2011,10/26/2011,-----,Economic,Plant Layoff,Plant Layoff,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3259
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY| Region: New York City,215,85 – 23 employee layoffs will be further postponed to occur on or about 10/23/2011,7/28/2011,-----,5/27/2011,Economic,Plant Layoff,Plant Layoff,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3258
,Cleaning Service for Various Target Stores (refer to additional sites below),Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,6,6,7/25/2011,-----,Transition to new contract operator sometime in October of 2011,Loss of Contract,Plant Closing,Plant Closing,Workers are not represented under any collective bargaining agreements.,"Christi Farrow, Executive Director of Administrati",(972) 578-9801,3256
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,98,98,7/25/2011,-----,10/13/2011,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"Donna D. D Angelo, Regional Director of Employee Relations, NYC",(212) 554-6040,3255
,Florist,Nassau | WIB Name: OYSTER BAY | Region: Long Island,47,47,7/21/2011,-----,44 affected during 14-day period commencing on 10/31/2011; and 3 affected during 14-day period commencing on 11/30/2011.,Economic,Plant Closing,Plant Closing,The employees at this facility are not represented by a union.,"Jerry Leonard, Vice President, Human Resources",(516) 237-4609,3250
,Pharmaceuticals (production),Clinton | WIB Name: C-E-F-H | Region: North Country Region,-----,5,7/21/2011,10/14/2011 (4 affected); 10/21/2011 (1 affected),12/31/2013,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources",(518) 297-1697,3249
,Pharmaceutical Products,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,-----,56 non-bargaining unit colleagues,7/19/2011,Through October of 2011,-----,Company Restructuring,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham, Human Resources Director",(845) 602-2173,3246
,Day Care,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,Undetermined at this time.,7/7/2011,9/22/2011,-----,Budget cutbacks,Potential Plant Layoff,Potential Plant Layoff,"District Council1707, Local 205",Jose D. Alfaro,(212) 949-4942,3243
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,250 at both sites,7/18/2011,"Layoff dates postponed, employees will be released on various dates through 12/31/2011.",No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3242
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,7,7/18/2011,10/31/2011,No exact closing date given at this time for this site and the corporate office locations.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3241
,Provide Employment Opportunities for Persons with Severe Disabilities,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,32,32,7/18/2011,Will commence during a 14-day period beginning on 9/15/2011 and ending on 9/28/2011.,9/28/2011,Federal funding cuts,Plant Closing,Plant Closing,There are no bumping rights for affected employees.,Tammy Worden,(607) 722-2364,3240
,Provide Employment Opportunities for the Disabled,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,137,137,7/18/2011,Will commence during a 14-day period beginning on 9/15/2011 and ending on 9/28/2011.,9/28/2011,Federal funding cuts,Plant Closing,Plant Closing,There are no bumping rights for affected employees.,Tammy Worden,(607) 722-2364,3239
,Day Care,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,Undetermined at this time.,7/7/2011,9/22/2011,-----,Budget cutbacks,Potential Plant Layoff,Potential Plant Layoff,"District Council1707, Local 205",Jose D. Alfaro,(212) 949-4942,3238
,Health plan facilitator for Medicaid,New York | WIB Name: NEW YORK CITY| Region: New York City,307,95 – 307 Unsure at this time.,7/18/2011,9/30/2011,9/30/2011,Potential bid/contract loss with NYS Department of Health,Potential Plant Layoff or Closing,Potential Plant Layoff or Closing,-----,"Al Miranda, Director - Human Capital",(917) 228-5605,3237
,Medical equipment supplier,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,-----,56,7/15/2011,Layoffs will run from 10/14/2011through 12/31/2011.,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Carmen Cintron, Senior Consultant, Human Resources Business Partner",(845) 457-2114,3235
,Graphics,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,100 plus - all employees affected in this layoff will be offered relocation packages to the NJ site. Number ultimately affected will depend on who accepts relocation offer.,7/12/2011,Relocation will begin on 10/15/2011 and continue through 1/15/2012,-----,Relocation of employee’s positions to the New Jersey facility,Plant Layoff,Plant Layoff,No bumping rights exist.,"Paul Rosenblit Senior Vice President or Krishna Basdeo, Human Resources Manager",(212) 594-4800,3234
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,417,7/14/2011,"Commencing on 5/2/11 and ending on 5/15/11; for 21 employees, the date of layoff has been further postponed to occur between 7/29/2011 and 8/11/2011.",Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3232
,Textile Reinforcement Manufacturing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,85,2,7/13/2011,1 layoff scheduled to occur on 6/30/2011 will be postponed to occur during the 14-day period beginning on 7/29/2011.,12/31/2011,Economic,Plant Closing,Plant Closing,"United Steel Workers International Union, Local 1160L",Patricia Axtell,(315) 733-4626 Ext 223,3231
,Pharmaceuticals,Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,56 at both facilities,7/11/2011,10/7/2011,12/31/2013,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Elaine Reynolds, Director, Human Resources",(518) 297-1697,3230
,Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,4,7/11/2011,On 9/26/2011,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,3229
,TV Show,New York | WIB Name: NEW YORK CITY| Region: New York City,29,29,7/8/2011,8/5/2011,10/10/2011,Economic,Plant Closing,Plant Closing,-----,"Mary Hutchinson, Director of Human Resources",(212) 275-7715,3225
,Day Care,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,Undetermined at this time.,7/7/2011,9/22/2011,-----,Budget cutbacks,Potential Plant Layoff,Potential Plant Layoff,"District Council1707, Local 205",Jose D. Alfaro,(212) 949-4942,3224
