Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Transit Facility Management Corp.
  626 Wortman    Avenue
  Brooklyn, NY 11208",Transit workers,Kings | WIB: NEW YORK CITY | Region: NEW YORK CITY,248,248,8/12/2008,-----,9/30/2008,Economic,Plant closing,Plant  closing,ATU Local 1181 represents the drivers and  mechanics. The administrative employees  are non-union.,Thomas Eagar,(718) 272-0202,1883
"Sherwood Valve, LLC
  2111 Liberty    Drive
  Niagara Falls, NY 14304",Valve manufacturer,Niagara | WIB: NIAGARA | Region: WESTERN REGION,147,147,8/12/2008,Will  begin on 10/10/08 and will continue for 14 days or more.,10/24/2008,Economic,Plant Closing,Plant  closing,"United Automobile, Aerospace  & Agricultural Implement Workers of America - 
  UAW Local 686","Cynthia Pisani, Director",(716)  505-4821,1882
"Olympus Surgical & Industrial America, Inc. (OSIA)
One Corporate Drive
Orangeburg, NY 10962",Surgical Products,Rockland |  WIB: ROCKLAND  | Region: HUDSON VALLEY,150,150,8/1/2008,"Separations will begin between October 3, 2008  and November 13, 2008 and continue through 6/09 when the plant will close.",6/30/2009,Improve Efficiency &  centralize operations,Plant Closing,Plant Closing,No union represention.,"Meaghan Ryan, HR Manager",(484) 896-5494,1881
"Sterling Mets L.P. (Sterling) Shea Stadium
123-01    Roosevelt Avenue
Flushing, NY 11368",Baseball Stadium,Queens | WIB: NEW YORK CITY | Region: NEW YORK CITY,1050,1050,7/29/2008,------,9/28/2008,Economic,Plant closing,Plant Closing,-----,"Joyce L. Fu, Legal Counsel",(718) 559-3153,1877
Paramount Pictures,Motion Picture Industry,"New York | WIB: NEW YORK CITY | Region:
NEW
  YORK CITY",18,2,7/24/2008,9/22/2008,-----,Economic,Plant Layoff,Plant Layoff,"No union representation for
affected employees.","Heidi Gonggryp, Executive Vice President",(323) 956-3888,1876
"Volume Services, Inc. d/b/a Centerplate's",Provide food and beverage services at Yankee Stadium,Bronx | WIB: NEW YORK CITY | Region: NEW YORK CITY,"1,861","1,861",7/23/2008,9/21/2008,9/21/2008,"Contract with the New York Yankees is set
to expire the end of the 2008 baseball season.",Plant Closing,"Plant
Closing","OPEIU Local
153; UNITE HERE Local 100; SEIU Local 32BJ","Joyce Papa, General Manager",(718) 579-7204,1875
Indymac Bank,Financial Institution,"New York | WIB: NEW YORK CITY | Region:
NEW
  YORK CITY",-----,50,7/18/2008,"Approximately
60 days from Monday, July 7, 2008.",-----,Plant restructuring,Plant layoff,"Plant
Layoff","Employees are not
represented by a union and there are no bumping rights.","Annissa Deshpande, Senior Vice President",-----,1874
"Republic Airways Buffalo Base Chautauqua Airlines
Buffalo Niagara Intn'l Airport 4200 Genesee St
Buffalo, NY  14225",Airline,Erie | WIB: ERIE | Region: WESTERN REGION,unknown,unknown,7/16/2008,9/10/2008,-----,Economic,Plant Layoff,Plant Layoff,"International Brotherhood of Teamsters Local 135/Transport Workers Union of America, AFL-CIO","Kathy Wooldridge, HR Director",(317) 484-6003,1870
"Carrier Industries, Inc.",Logistics,"Dutchess | WIB: DUTCHESS
| Region: HUDSON VALLEY",89,89,7/16/2008,-----,9/14/2008,Economic,Plant Closing,Plant Closing,"There is no collective
bargaining representative for any of the affected employees.","Louis
H. Natale, HR Director",(732) 940-7216,1869
Steve & Barry's (Corporate Offices),Retail clothing store,Nassau | WIB: HEMPSTEAD | Region: LONG ISLAND,370,172,7/10/2008,7/9/2008,-----,Economic,Plant Layoff,"Plant
Layoff","None of the employees are represented by a
labor organization.","Brian Kalmaer, Director of Human Resources",(516) 267-7360,1863
"Suns Microsystems, Inc.",Computer Systems,Monroe | WIB: MONROE | Region: FINGER LAKES,-----,4,7/10/2008,9/8/2008,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Kim Booker, HR",(415) 226-3396,1862
"XL Financial Administrative  Services, Inc.
1221 Avenue of the Americas
New York, NY 10020",Financial Administrative  Services,New York |  WIB: NEW YORK CITY  | Region: NEW YORK CITY,-----,52,5/2/2008,3/31/2008,-----,Economic and  operational needs,Layoff,Layoff,No bumping rights exist for affected employees  and no employees are represented by a labor union.,Orlando Rivera,(212) 478-3400,1861
"Worldwide Flight Services, Inc.  NY Offices
Bldg 151, 3rd Fl Suite 304/JFK Intn'l Airport
Jamaica, NY  11430",Cargo Handling,Queens | WIB: NEW YORK CITY | Region: NEW YORK CITY,696,310 (total number affected  including both airlines),7/9/2008,9/6/2008,9/6/2008,Cancelling contracts  - with Nippon Cargo Airlines and Korean Airlines,Plant layoff,Plant layoff,AFL-CIO Local 504,"Anne Telesford, HR Mngr",(718) 244-8222,1860
"The Newark Group dba Bennington Paperboard
11 Cottrell    Road Route  67
North Hoosick, NY 12133",Packaging Service,Rensselaer | WIB: CAPITAL DISTRICT | Region: CAPITAL DISTRICT,64,64,7/3/2008,-----,8/30/2008,Economic,Plant Closing,Plant Closing,Affected employees do not  have bumping rights.,"Carl R. Crook, Vice President, Human Resources",(908) 276-4000  ext 251,1854
"American Airlines
  John F. Kennedy International   Airport
  Jamaica,  NY  11430",Airline,Queens | WIB: NEW YORK CITY | Region: NEW YORK CITY,486  (total at both sites),10,7/2/2008,8/31/2008,-----,Economic,Plant Layoff,Plant Layoff,-----,Tiffany Schildge,(817) 963-7684,1853
"Filene's Basement
7 Mamaroneck    Avenue/13 City Place
White Plains, NY 10601",Retail Sales,Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,75,75,7/1/2008,8/30/2008,8/30/2008,Lease violation committed by the landlord,Plant Closing,Plant  Closing,No union representation at this store and no  bumping rights.,"Ann Keefe, Senior Vice President",(617) 348-7177,1851
"Radian Asset Assurance Inc.
335 Madison    Avenue
New York, NY 10017",Financial guaranty insurance company,New York | WIB: NEW YORK CITY |  Region: NEW YORK CITY,117,50,7/1/2008,7/2/2008,-----,Economic,Plant layoff,Plant Layoff,none,"Beth Portolese, Director of Human Resources",(212) 984-9176,1850
"Atria on the Hudson
321 North    Highland Avenue
Ossining, NY 10562",Senior Living Center,Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,51,51,7/1/2008,"8/25/2008-company anticipates that layoffs will begin  sometime between 
  8/25/08 and  9/25/08",9/25/2008,Renovation of facility,Plant Closing,Plant  Closing-temporary,-----,"Sherry Rhodes, Senior VP of Operations",(901) 233-2959,1849
"MedUS Services, LLC (HealthNow New York Inc.)
33 Lewis Road,    P.O. Box 5200
Binghamton, NY 13902",Health Benefits & Information Company,Broome | WIB: BROOME/TIOGA  | Region: SOUTHERN TIER,-----,45,6/30/2008,8/29/2008,-----,New government contract & reengineering of  medicare claims,Plant Layoff,Plant  Layoff,None of the employees at this facility are  represented by a union.,"Joli A. Juodaitis, Managing Director",(607) 766-6325,1848
"IWCO Direct
70 Marcus Drive
Melville, NY 11747",Direct Marketing,Suffolk | WIB: SUFFOLK | Region: LONG ISLAND,-----,214,6/30/2008,6/24/2008,-----,Consolidating Offices,Mass  Layoff,Mass layoff,The affected employees are not represented  by a union.,"Beverly A. Lohs, VP HR",(952) 470-6424,1847
"WellPoint, aka National Government Services
2651 Strang    Boulevard
Yorktown Heights, NY 10598","Medical claims processing

  Number Affected: 188",Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,188,,6/30/2008,8/29/2008,1/13/2009,Economic,Plant Closing,Plant Closing,"There are no bargaining representatives  representing affected employees. There  are no bumping 
  rights  in existence.",Evelyn Ramos-Havens HR Mgr,(718) 312-4211,1846
"Angiotech Pharmaceuticals, Inc. (B.G. Sulzle Inc.)
1 Needle Lane
North Syracuse, NY 13212",Manufactures surgical needles,Onondaga | WIB: ONONDAGA  | Region: CENTRAL REGION,175,175,6/17/2008,8/15/2008,"Layoffs  begin on 8/15/08 and plant intends to permanently close over the course of  4 
  months - 12/15/2008.",Outsourcing Production to Puerto   Rico.,Plant Closing,Plant Closing,There is no  union representation at the plant.,"Kathleen A. Ferrara, General Manager",(315) 703-6158,1841
"American Axle & Manufacturing, Inc.
2390 Kenmore    Avenue
Tonawanda, NY 14150",Automotive Parts Manufacturing,Erie | WIB: ERIE  | Region: WESTERN REGION,580,260,6/9/2008,8/11/2008,By  May 2009,Economic,Plant Closing,Plant  Closing,"International  Association of Machinists and Aerospace Workers (IAM) & United Automobile, Aerospace & Agricultural Implement  Workers of America  (UAW)","Gary Witter, Personnel Director",(716) 447-5040,1836
"UBS Investment Bank (MSG)
1285 Avenue of the Americas 19th Floor
New York, NY 10019

  County: New York | WIB: NEW YORK CITY |  Region: NEW YORK CITY",Banking,,195,195,6/6/2008,6/19/2008,6/19/2008,Closing MSG division at above address,Plant Closing,Plant Closing,No bumping rights exist. Each of the affected employees is a non-union  employee.,"Barbara Cona Amone, Managing Director",(203) 719-4683,1835
"IPRO
1979 Marcus    Avenue
Lake Success, NY 11042",Evaluate  and Improve Health Care Services,Nassau | WIB: OYSTER  BAY | Region: LONG ISLAND,139,139,6/9/2008,8/1/2008,-----,Potention contract loss,Potential Mass Layoff,Potential Mass Layoff,"No union employees: no transfer, bumping or  reassignment rights to affected employees.","Fern Director, Assistant Director of HR",(516) 326-7767,1834
"The Home Depot
5949 Rome Taberg Road
Rome, NY  13440",Home improvement specialty retailer,Oneida | WIB: HMO |  Region: CENTRAL REGION,88,88,6/4/2008,8/5/2008,8/5/2008,Economic,Plant Closing,Plant Closing,-----,"Tom Spahr, HR Vice President",(770) 433-8211,1831
"JP Morgan Chase (merger with Bear Stearns)
383 Madison    Avenue
New York, NY",Wall street firm,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,Several hundred,6/2/2008,"Bear  Stearns employees will begin to receive formal 60-day notice of their  terminations beginning immediately and continuing through December 31, 2008.",-----,Economic (merger with Bear Stearns),Mass Layoff,Mass  Layoff,"The employees affected are not represented  by a union, and bumping rights do not exist.","Kathryn Wikman, Employee Relations Director",(212) 270-6080,1828
"Callaway Golf Ball Operations, Inc.
133 Corporate Drive
Johnstown, NY 12095",Golf ball production facility,Fulton | WIB: FMS |  Region: Mohawk Valley Region,118,118,5/29/2008,7/31/2008,7/31/2008,"Moving production to their Chicopee,  MA and China plants",Plant Closing,Plant  Closing,-----,"Mario Godbout, Vice President Golf Ball Operations",(413) 322-2433,1824
"Portola Packaging, Inc.
602 Northway 10 Industrial Park
Clifton Park, NY 12065",Packaging,Saratoga  | WIB: SAR/WAR/WAS | Region: CAPITAL DISTRICT,78,78,5/22/2008,7/20/2008,11/1/2008,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"James Amanatides, Human Resources Manager",(518) 877-8734 extension 243,1821
"UniCredit Banca di Roma
34 East 51st    Street
New York, NY 10022",Financial Institution,New York | WIB: NEW YORK CITY |  Region: NEW YORK CITY,57,57,5/21/2008,7/15/2008,10/31/2008,Merger,Plant Closing,Plant  Closing,none,Rosemarie Celeste or Alexander Voller (EVP) Branch  Manager,(212) 407-1600,1820
"EmblemHealth Services Company LLC (Medicare Part B  Operation)
25 Broadway
New York, NY 10004",Health Care (Medicare Part B Operation),New York | WIB: NEW YORK CITY |  Region: NEW YORK CITY,-----,93 (104 total  for both sites),5/21/2008,7/18/2008,7/18/2008,Ineligible  to bid on contract - Medicare Part B,Plant  Unit Closure,Plant  Unit Closure,AFL-CIO Local  153 - 73 employees affected union employees have bumping rights,"Mariann Drohan, Vice President of Human Resources",(212) 615-0109,1819
"Rochester Gas & Electric Corporation (RG&E)  Russell Station
1101 Beach    Avenue
Rochester, NY 14612",Utilities,Monroe | WIB: MONROE | Region: FINGER LAKES,108,108,5/20/2008,7/31/2008,7/31/2008,Settlement  of lawsuit by Attorney Generals Office,Plant Closing,Plant  Closing,Employees are not  represented by a union.,"David Irish, Vice President Fossil Hydro Operations",(585) 724-8302,1817
"L.B. Furniture Industries LLC.
99 S. 3rd    Street
Hudson, NY 12534",Industrial furniture manufacturing,Columbia  | WIB: COLUMBIA/GREENE | Region: CAPITAL DISTRICT,Fewer than  100,Fewer than 100,5/20/2008,5/30/2008,5/30/2008,Economic,Plant Closing,Plant Closing,IUE-CWA Local 81327,"Leslie H. Lak, President",(518) 828-1501,1816
"TeleTech Niagara Falls SDC
333 1st Street
Niagara Falls, NY  14303",Service delivery center,Niagara | WIB: NIAGARA |  Region: WESTERN REGION,-----,154,5/15/2008,7/25/2008,-----,Loss of Contract,Mass Layoff,Mass Layoff,There are no bumping rights that exist with  regard to these positions.,"William H. Brierly, VP,  Compliance",(303) 397-8100,1814
"Capital Group Partners, Inc.  dba Rapid Solutions Group
525 Broadhollow Road
Melville, NY 11747",Provider of business  communications,Suffolk |  WIB: SUFFOLK | Region: LONG ISLAND,-----,85,5/8/2008,7/9/2008,-----,Economic,Mass Layoff,Mass Layoff,The affected employees are not represented by a  union.,"Paul Hilber, Director, Human  Resources",(516) 620-6601,1812
"First Student, Inc.
5 Main Street
Pine Bush, NY",Bus drivers and monitors,Orange | WIB: ORANGE | Region: MID-HUDSON VALLEY,-----,55  (As many as 110 employees may be  subjected to a layoff).,5/6/2008,6/30/2008,-----,"The Orange County (NY) Department of  Health has decided not to award First Student, Inc. any routes for the  2008-2009 school year.",Mass Layoff,Mass  Layoff,"Affected employees do not have bumping  rights. However, it is probable that  First Student, Inc. will have transfer opportunities available for many  employees at its Pine Bush, Walkill and Valley Central operations.","Thomas A. Secrest, National Director of Labor  Relations",(513) 419-3248,1811
"Manpower Inc.  (IBM  facility)
22 IBM Rd., Suite 208 2070 Route 52
Poughkeepsie,  NY 12601 Hopewell Junction, NY",Temporary workforce at IBM,Dutchess | WIB: DUTCHESS | Region: MID-HUDSON VALLEY,-----,100,5/6/2008,4/29/2008,-----,Sudden and unforeseen request by IBM to  end the Manpower assignments at this facility.,Layoff,Layoff,-----,"Robin Rabideau, Branch Manager",(845) 462-6031,1810
"Merrill Lynch
4 World Financial Center, 31st  Fl
New York, NY 10080",Financial Services,New York | WIB:  NEW YORK CITY  | Region: NEW YORK CITY,-----,500 plus (total affected at 4  sites),5/6/2008,"Affected employees employment terminations will begin to occur on or about
June 27, 2008",-----,Economic,Mass Layoff,Mass Layoff,-----,"Gregory G. Philips,  Managing Director of HR",(212) 449-8255,1809
"XL Financial Administrative  Services, Inc.
1221 Avenue of the Americas
New York, NY 10020",Financial Administrative  Services,New York |  WIB: NEW YORK CITY  | Region: NEW YORK CITY,-----,52,5/2/2008,3/31/2008,-----,Economic and  operational needs,Layoff,Layoff,No bumping rights exist for affected employees  and no employees are represented by a labor union.,Orlando Rivera,(212) 478-3400,1807
"Virgin Atlantic Airways, Ltd (Call Center  Operations)
75 N. Water Street 
(North American Headquarters)Norwalk, CT  06854",Airline Call   Center Operations,"New York |  WIB: New York City  | Region: New York City
 Westchester / WIB: Westchester  / Region: Mid Hudson   Valley",11,11 affected NYS employees who  work from their homes,5/2/2008,7/31/2008,7/31/2008,Moving call center operations to headquarters in  the United Kingdom,Other,Plant Unit Closing,Affected employees have no bumping rights and  are not represented by a union.,"Linda Heisler, AVP Human  Resources",(203) 750-2516,1806
"All Saints Catholic Academy-Diocese of Rochester
170 Spencerport Road
Rochester, NY 14606",Schools (13 sites in all),Monroe |  WIB: MONROE  | Region: FINGER LAKES,396,27,5/1/2008,6/30/2008,6/30/2008,Low Enrollment,Other,Plant  Closing,-----,"Mary Bauer, Director of HR",(585) 328-3210,1804
"Penguin Supermarkets, Inc. (Key  Food)
9408 Third Avenue
Brooklyn, NY 11209",Supermarket,Kings | WIB: NEW YORK CITY | Region: NEW YORK CITY,80,80,5/1/2008,6/24/2008,6/24/2008,Chain drugstore to replace supermarket,Plant Closing,Plant  Closing,UFCW Local 1500 & Local 342,Debra Dobosh,(516) 374-4300,1803
"Sodexho, Inc.
SUNY Plattsburgh,  101 Broad Street
Plattsburgh, NY 12901",Food related services,Clinton | WIB: ACCESS | Region: North Country,122,122,4/30/2008,6/30/2008,6/30/2008,Contract expired,Plant Closing,Plant  Closing,Service  Workers United Labor Union,"Mark Marvel, District Manager",(603) 398-3193,1801
"Aramark Management Services Ltd. 
(Bayley   Seton Hospital)
75 Vanderbilt    Avenue
Staten Island, NY 10303",Food & Environmental Services,Richmond | WIB: NEW YORK CITY |  Region: NEW YORK CITY,60  (total at both sites),25,4/30/2008,6/27/2008,6/27/2008,Contract Loss,other,Plant  Closing,"Local 1199 SEIU, United Healthcare Workers East","Thomas Lodge, Regional HR Director",(215) 409-4317,1800
"New Line Cinema Corporation
888 Seventh Avenue #20
New York, NY 10106","Develop, Produce  and Market Movies",New York | WIB:  NEW YORK CITY  | Region: NEW YORK CITY,207 (total at both sites),175,4/28/2008,6/27/2008,-----,Business Restructure,Plant Layoff,Plant Layoff,"No bumping rights exist, and none of the  employees affected by the layoffs are represented by a union.","Lita Cunningham, SVP Human  Resources",(212) 649-4960,1799
"Watson Laboratories, Inc.
1033 Stoneleigh Avenue
Carmel, NY 10512",Pharmaceuticals - Generics,Putnam | WIB: WESTCH/PTNM  | Region: HUDSON VALLEY,675,"64 (includes 3 facilities: Carmel, NY; Brewster, NY and Danbury, CT)",4/24/2008,6/27/2008,remainder of the employee separations will take  place through 12/31/2010,Shifting operations; including  overseas,"Plant Closing on  December 31, 2010.",Plant  Closing,There are no bumping rights at this  facility. Each of the affected employees  is a non-union employee.,"Awilda Gonzalez, Human  Resources Manager",(914) 767-2051,1798
"Credit Suisse Securities (USA) LLC
11 Madison Avenue
New York, NY 10010",Financial Institution,New York  | WIB: NEW YORK CITY  | Region: NEW YORK CITY,------,210,4/24/2008,During the period 4/1/08 and 4/30/2008,------,Reorganizing and refocusing its  business,Layoff,Layoff,None of the affected employees is represented by  a union or has bumping rights.,"Jennifer Frost, Director of  Human Resources",(212) 538-3117,1797
"Visiting Nurse Service of New York
355 East 149th    St
Bronx, NY 10455-3903",Visiting  Nurse Home Care,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,136,136,4/18/2008,126  Housekeepers will be laid off on 6/30/2008.,Remaining  employees will be laid off by 7/31/2008.,Non renewal of NYC contract,Plant Closing,Plant  Closing,"Local 389 of  DC 1707, AFSCME, AFL-CIO",Richard Dinsmore,(718) 742-5163,1792
"Victory Memorial   Hospital
699 92nd Street
Brooklyn, NY 11228",Hospital,Kings | WIB: NEW YORK CITY |  Region: NEW YORK CITY,801,801,4/17/2008,The emergency department of Victory Memorial   Hospital will be closing  on 6/15/2008.,The entire facility will close on 6/30/2008.,Berger Commission impacted  closure,Plant Closing,Plant  Closing,SEIU Local 1199 employees may have bumping rights pursuant to their  agreement.,"Vincent Calamia, MD, President  and CEO",(718) 567-1847,1791
"New York City Off Track Betting Corporation
1501 Broadway
New York, NY 10036",Wagering operation,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,"1,111","1,111",4/15/2008,6/16/2008,8/6/2008,"Due to current statutory scheme of distribution of  revenues will have insufficient 
  funds to operate.",Plant Closing,All  New York City operations are closing.,"District Council 37, Local 858, Local 3, IBEW, Organization of Staff Analysts","Adrien Ellenberg, Executive Director, Human Resources",(212) 221-5200 ext 5253,1788
"Swiss American Securities Inc.
12 East 49th    Street
New York, NY 10017",Brokerage,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,124,124,4/15/2008,6/10/2008,12/31/2008,Economic,Plant Closing,Plant  Closing,None of the  affected employees is represented by a labor union or has bumping rights.,"Bernadette Chamberlain, Human Resources",(212) 612-8814,1787
"Stewart EFI
630 Central    Park Avenue
Yonkers, NY 10704",Manufacture metal stampings,Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,146,146,4/15/2008,6/8/2008,12/31/2008,Economic,Plant Closing,Plant Closing,"Local 210, International  Brotherhood of Teamsters","Daniel D. Stokes, Chairman & CEO",(860) 283-8213 Ext. 234,1786
"Continental Automotive Systems Division (owned by  Temic Automotive of North America,  Inc.)
611 Jamison    Road
Elma, NY 14059",Automotive Electronic Manufacturing Facility,Erie | WIB: ERIE | Region: WESTERN  REGION,350 (85  exempt employees & 265 non-exempt),"21  effective June 13, 2008; 160 layoffs will take place during 2008 & layoffs  will
  continue through plant closing date.",4/9/2008,6/13/2008,Closing  date by the end of 2009.,Adverse business conditions,Plant Closing,Plant Closing,There are no  bumping rights available to exempt & non-exempt employees.,"Donna Lilly, Human Resources Manager",(716) 687-6138,1779
"Gelmart Industries, Inc.
Warehouse Distribution   Center
20-07 127th Street
College Point, NY 11356",Intimate Apparel,New York  | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,50,4/8/2008,6/3/2008,6/3/2008,Outsourcing distribution of  products,Other,Plant  Closing,"United Service Employees Local  377 - RWDSU, UFCW","Ron Karger, Director of Human  Resources",(718) 961-9400,1778
"ATA Airlines, Inc
JFK International Airport/JFK  Expy & S Cargo Rd
Jamaica, NY 11430",Airline,New York |  WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,220 (both locations),4/8/2008,4/3/2008,4/3/2008,Economic,Plant Closing,Plant  Closing,"Air Line Pilots Association, Association of  Flight Attendants, Aircraft Mechanics Fraternal Association, International  Association of Machinists",Rusty Akers,(317) 243-4137,1777
"Halmode Apparel, a division of  Kellwood
1400 Broadway 11th Floor
New York, NY 10018",Apparel,New York  | WIB: NEW YORK CITY | Region: NEW YORK CITY,----,46,4/2/2008,6/1/2008,----,Economic,Layoff,Layoff,UNITE H.E.R.E. Local 89-22-1,"Timothy Seifert, Director of  Associate Relations & HR",(314) 576-3243,1770
"The Surrey Hotel
20 East 76th Street
New York, NY 10021",Hotel,New York  | WIB: NEW YORK CITY | Region: NEW YORK CITY,62,62,4/1/2008,6/1/2008,6/1/2008,Building  renovations. It is expected that the  hotel will reopen after renovation at a later date with new staff.,Plant Closing,Plant  Closing,"Some of the employees at this facility are  represented by the New York Hotel & Motel Trades Council, AFL-CIO. There  are no bumping rights at this location.","Stephen Alfieri, Manager of  Associate Relations",(212) 465-3539,1767
"Selfhelp Community Services, Inc.
520 Eighth Avenue, 5th Floor
New York, NY 10018",Home Attendent Services,New York |  WIB: NEW YORK CITY | Region: NEW YORK CITY,482,482,4/1/2008,6/17/2008,6/30/2008,Loss of HRA Contract,Plant Closing,Plant  Closing,No bumping rights exist for affected employees at this time.,"Kenneth Korsu, Director of  Human Resources",(212) 971-7677,1766
"Sodexho, Inc.
90 Merrick Avenue, Suite 210
East Meadow, NY 11554",Food and Nutrition Services,Nassau |  WIB: HEMPSTEAD | Region: LONG ISLAND,103,103,4/1/2008,5/31/2008,5/31/2008,Potential Loss of Contract,Plant Closing,Plant  Closing,1199 SEIU-United Healthcare  Workers East,"Art Mesiti, District Manager",(516) 240-2206,1765
"ARAMARK Management Services Limited Partnership
St. Vincent's Catholic Medical   Center, 275 North Street
Harrison, NY 10528","Food, Environmental, and Transport services at St.  Vincent's Catholic   Medical Center",Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,6,6,3/20/2008,5/16/2008,5/16/2008,Contract expiration,Other,Plant  Closing,The affected employees by this facility  closing are not represented by a union.,"Thomas Lodge, Regional Human Resources Director",(212) 409-4317,1762
"Jarden Plastic Solutions
  100 Demars Boulevard
  Tupper Lake, NY 12986",Plastic cutlery products,Franklin | WIB: CEFH | Region: North Country,68,68,3/17/2008,5/18/2008,5/18/2008,Economic - offshore competition,Plant Closing,Plant  Closing,"Affected employees are not represented by a  union, and, as all positions will be eliminated, there will be no bumping  rights during the workforce reduction.","Charles Villa, Jr., President",(864) 879-8100,1761
"Lehman Brothers Inc.
1271 Avenue of the Americas
New York, NY",Underwriter of mortgage-backed bonds,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,600 (total for all New York City offices),3/12/2008,5/10/2008,-----,Economic,Layoff,Layoff,No bumping rights exist and each of the  affected employees is a non-union employee.,"Jack Johnson, Managing Director, Global Head of  Employment Law",(212) 526-0480,1760
"TLC Health Care Services, Inc. (being purchased by  Amedisys)
1983 Marcus    Avenue
Lake Success, NY 11042",Health Care Services,Nassau | WIB: OYSTER BAY | Region: LONG ISLAND,107,107,3/12/2008,4/30/2008,12/31/2008,Being purchased by Amedisys,Plant Closing,Plant  Closing,"There is no union representation at this  facility and affected employees have no transfer, bumping, or reassignment  rights.","Cindy Phillips, SVP HR, Amedisys",(225) 292-2031,1759
"Henkel Corporation
211 Franklin    Street
Olean, NY 14760","Henkel is the name behind some of America's  best-known brands of Laundry and Home Care products, Cosmetics/Toiletries and  Adhesives.",Cattaraugus | WIB: ALL/CAT | Region: WESTERN REGION,-----,51,3/12/2008,5/12/2008,-----,Economic,Layoff,Layoff,Bumping rights do not exist at this facility  and the employees are not represented by a union.,"Jon Kirk, VP of Operations",(716) 372-6300,1758
"Transervice Logistics Inc. (Motormen Haulage Division)
  Hemlock Street and Boulevard Avenue
  Central Islip, NY 11722",Transportation company that provides transportation  and other services from its Central Islip  facility to certain of their customers stores.,Suffolk | WIB: SUFFOLK | Region: LONG ISLAND,110,110,2/4/2008,3/29/2008,3/29/2008,"Transervice Logistics Inc. was advised on  January 29, 2008 that their customer, Ocean Logistics, may be closing their Central Islip facility on or about March 29, 2008,  whereby Transervice Logistics Inc. contract with Ocean Logistics would be  terminated.",Plant Closing,Plant  Closing,"IBT, Local  202","Edward J. Flannigan, President",(516) 488-3574 extension 228,1755
"Westech Building Products, Inc.
2287 Route 292
Holmes, NY 12531",Building products,Dutchess | WIB: DUTCHESS | Region: HUDSON VALLEY,56,56,3/3/2008,5/5/2008,5/5/2008,Economic,Plant Closing,Plant  Closing,"Local 522  International Brotherhood of Teamsters, Chauffers, Warehousemen and Helpers of America","Steven L. Edwards, Director, Corporate Human Resources",(713) 585-2646,1754
"Harry M. Stevens, LLC dba ARAMARK Sports and  Entertainment
  Nassau Coliseum, 1255 Hempstead  Turnpike
  Uniondale, NY 11553",Provide food and beverage services at Nassau Coliseum,Nassau | WIB: HEMPSTEAD  | Region: LONG ISLAND,303,303,3/4/2008,4/3/2008 (conclusion  of the 2007-2008 hockey season),4/3/2008,Contract expiration,Plant Closing,Plant  Closing,UNITE HERE  Local 100,K. Fanning,(718) 672-4032,1753
"Westech Building Products, Inc.
  2287 Route 292
  Holmes, NY 12531",Building products,Dutchess | WIB: DUTCHESS | Region: HUDSON VALLEY,56,56,3/3/2008,5/5/2007,5/5/2007,Economic,Plant Closing,Plant  Closing,"Local 522  International Brotherhood of Teamsters, Chauffers, Warehousemen and Helpers of America","Steven L. Edwards, Director, Corporate Human Resources",(713) 585-2646,1752
"Cardinal Health 200, Inc., a wholly owned subsidiary  of Cardinal Health, Inc.
  (together  Cardinal Health)
  Northeast Distribution   Center
  500 Neelytown    Road
  Montgomery, NY 12549",Medical supply private fleet,Orange | WIB: ORANGE | Region: HUDSON VALLEY,-----,60,3/3/2008,4/30/2008,-----,Outsourcing to Penske Logistics,Layoff,Layoff,Teamsters  Local 707,"Gary Bosco, VP of Human Resources",(614) 757-7610,1751
"Robeco Investment Management, Inc.
909 Third    Avenue
New York, NY 10022",Investment Management,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,115,2/28/2008,2/28/2008,-----,Economic,Mass Layoff,Mass  Layoff,"None of Robecos employees are unionized,  and there are no provisions regarding transfer, bumping, or reassignment rights  to affected employees.","William Torrey, Legal",(212) 908-9547,1750
"Boscov's Department Store, LLC
75 West Route 59
Nanuet, NY 

  County: Rockland | WIB: ROCKLAND | Region: HUDSON VALLEY",Department Store,,122,122,2/26/2008,5/16/2008,5/30/2008,Redevelopment of Nanuet Mall,Plant Closing,Plant  Closing,There are no bumping rights.,"Kim Lent, Human Resources Manager",(845) 627-0001ext. 1206,1748
