Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"EMPIRE STATE NEWS CORP.
		2800 WALDEN AVENUE
CHEEKTOWAGA, NY  
County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		LAWRENCE SCHEUR, PRES.	Phone: 716 681-1100

Business Type: 	MAGAZINE AND NEWSPAPER DISTRIBUTION

Number Affected:	81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","MAGAZINE AND NEWSPAPER DISTRIBUTION

Number Affected:	81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		LAWRENCE SCHEUR, PRES.	Phone: 716 681-1100

Business Type: 	MAGAZINE AND NEWSPAPER DISTRIBUTION

Number Affected:	81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED",,"9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","SALE OF ASSETS

Company:	EMPIRE STATE NEWS CORP.
		2800 WALDEN AVENUE
CHEEKTOWAGA, NY  
County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		LAWRENCE SCHEUR, PRES.	Phone: 716 681-1100

Business Type: 	MAGAZINE AND NEWSPAPER DISTRIBUTION

Number Affected:	81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED","LAWRENCE SCHEUR, PRES.	Phone: 716 681-1100

Business Type: 	MAGAZINE AND NEWSPAPER DISTRIBUTION

Number Affected:	81

Total Employees:		81

Layoff Date:	9/26/2004	

Closing Date:	9/26/2004	

Reason for Dislocation:	CLOSING/SALE - The assets of the company are being purchased by Primary Source, Inc.   Many of the employees are expected to be picked up by the new entity.

ERNUM: 5050042			

Union:	TEAMSTERS, LO. 375

Classification: 	PLANT CLOSING

-----------------------------------------------------------------------------------------------------------
Additional location:

2004-034;   1653 WARREN JAMESTOWN BLVD., JAMESTOWN, NY ;  28 AFFECTED",,955
"TUCKAHOE METAL & ROOFING, INC.
		70 ST. CASIMIR AVE.
YONKERS, NY  10701

County:		WESTCHESTER | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN, 914 423-6171

Business Type: 	ROOFING

Number Affected:	26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","ROOFING

Number Affected:	26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","WESTCHESTER | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN, 914 423-6171

Business Type: 	ROOFING

Number Affected:	26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER",,"10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER",OTHER,"CLOSING

Company:	TUCKAHOE METAL & ROOFING, INC.
		70 ST. CASIMIR AVE.
YONKERS, NY  10701

County:		WESTCHESTER | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN, 914 423-6171

Business Type: 	ROOFING

Number Affected:	26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER","UUORWAAW, LO 8

Classification: 	OTHER","CLAUDE CARNAHAN, 914 423-6171

Business Type: 	ROOFING

Number Affected:	26

Total Employees:		26

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	BANKRUPTCY

ERNUM: 0567342			

Union:	UUORWAAW, LO 8

Classification: 	OTHER",,953
"ROOFCARE, INC.
		157 WALSH RD.
YONKERS, NY  10701
County:		YONKERS | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN	Phone: 914 423-6171

Business Type: 	ROOFING

Number Affected:	60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","ROOFING

Number Affected:	60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","YONKERS | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN	Phone: 914 423-6171

Business Type: 	ROOFING

Number Affected:	60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING",,"10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING","ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING",PLANT CLOSING,"CLOSING

Company:	ROOFCARE, INC.
		157 WALSH RD.
YONKERS, NY  10701
County:		YONKERS | SSA Name: YONKERS  | Region: HUDSON VALLEY

Contact:		CLAUDE CARNAHAN	Phone: 914 423-6171

Business Type: 	ROOFING

Number Affected:	60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING",,"CLAUDE CARNAHAN	Phone: 914 423-6171

Business Type: 	ROOFING

Number Affected:	60

Total Employees:		60

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM:  0567342			

Classification: 	PLANT CLOSING",,952
"ALTRIA CORPORATE SERVICES, INC.
		760 WESTCHESTER AVE.
RYEBROOK, NY  
County:		WESTCHESTER | SSA Name: WESTCH/PTNM  | Region: HUDSON VALLEY

Contact:		MICHAEL A. WRIGHT			Phone: 917 663-4140

Business Type: 	BUSINESS SERVICES

Number Affected:	168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","BUSINESS SERVICES

Number Affected:	168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","WESTCHESTER | SSA Name: WESTCH/PTNM  | Region: HUDSON VALLEY

Contact:		MICHAEL A. WRIGHT			Phone: 917 663-4140

Business Type: 	BUSINESS SERVICES

Number Affected:	168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING",,"11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING","ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING",PLANT CLOSING,"CLOSING

Company:	ALTRIA CORPORATE SERVICES, INC.
		760 WESTCHESTER AVE.
RYEBROOK, NY  
County:		WESTCHESTER | SSA Name: WESTCH/PTNM  | Region: HUDSON VALLEY

Contact:		MICHAEL A. WRIGHT			Phone: 917 663-4140

Business Type: 	BUSINESS SERVICES

Number Affected:	168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING",,"MICHAEL A. WRIGHT			Phone: 917 663-4140

Business Type: 	BUSINESS SERVICES

Number Affected:	168

Total Employees:		250

Layoff Date:	11/1/2004	

Closing Date:	1/4/2005	

Reason for Dislocation:	ECONOMIC- OF THE 250 EMPLOYEES, APPROX. 82 WILL RELOCATE TO THE COMPANYS PARK AVE. OPERATIONS.

ERNUM: 7361652			

Classification: 	PLANT CLOSING",,950
,,,,,,,,,,,,,,949
"NOP WORLD - RoperASW - CALL CTR
		115 EAST 23RD ST., 11TH FL.
NEW YORK, NY  10010

County:		NEW YORK | SSA Name: NEW YORK CITY  | Region: NEW YORK CITY

Contact:		SUZANNE YATES, SPHR	Phone: 609 683-6253

Business Type: 	BUSINESS MEDIA

Number Affected:	24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","BUSINESS MEDIA

Number Affected:	24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","NEW YORK | SSA Name: NEW YORK CITY  | Region: NEW YORK CITY

Contact:		SUZANNE YATES, SPHR	Phone: 609 683-6253

Business Type: 	BUSINESS MEDIA

Number Affected:	24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER",,"10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER",OTHER,"CLOSING OF THE CALL CENTER

Company:	NOP WORLD - RoperASW - CALL CTR
		115 EAST 23RD ST., 11TH FL.
NEW YORK, NY  10010

County:		NEW YORK | SSA Name: NEW YORK CITY  | Region: NEW YORK CITY

Contact:		SUZANNE YATES, SPHR	Phone: 609 683-6253

Business Type: 	BUSINESS MEDIA

Number Affected:	24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER","NONE

Classification: 	OTHER","SUZANNE YATES, SPHR	Phone: 609 683-6253

Business Type: 	BUSINESS MEDIA

Number Affected:	24

Total Employees:		24

Layoff Date:	10/31/2004	

Closing Date:	10/31/2004	

Reason for Dislocation:	ECONOMIC

ERNUM: 4602794			

Union:	NONE

Classification: 	OTHER",,948
"A.B. DICK COMPANY
		811 JEFFERSON ROAD
ROCHESTER, NY  14623

County:		MONROE | SSA Name: MONROE  | Region: FINGER LAKES

Contact:		JOYCE HUSTON, VPHR		Phone: 847 779-2513

Business Type: 	BUSINESS SVS. & EQUIP.

Number Affected:	91

Total Employees:		91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING","BUSINESS SVS. & EQUIP.

Number Affected:	91

Total Employees:		91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING",,"91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING","91

Total Employees:		91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING",,"11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING","11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING","POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING",PLANT CLOSING,"POSSIBLE SALE OF THE COMPANY

Company:	A.B. DICK COMPANY
		811 JEFFERSON ROAD
ROCHESTER, NY  14623

County:		MONROE | SSA Name: MONROE  | Region: FINGER LAKES

Contact:		JOYCE HUSTON, VPHR		Phone: 847 779-2513

Business Type: 	BUSINESS SVS. & EQUIP.

Number Affected:	91

Total Employees:		91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING",,"JOYCE HUSTON, VPHR		Phone: 847 779-2513

Business Type: 	BUSINESS SVS. & EQUIP.

Number Affected:	91

Total Employees:		91

Layoff Date:	11/15/2004	

Closing Date:	11/15/2004	

Reason for Dislocation:	POSSIBLE SALE- there are potential purchasers and some or all of the employees may be retained in the event of a sale, although that is not guaranteed.

ERNUM: ---


Classification: 	PLANT CLOSING",,946
"CERAMTEC
		1033 STATE ROUTE 20
NEW LEBANON, NY  
County:		COLUMBIA | SSA Name: COLUMBIA/GREENE  | Region: CAPITAL DISTRICT

Contact:		WALT DOLLMAN	Phone: 864 682-3215

Business Type: 	MFG. OF HIGH PERFORMANCE TECHNICAL CERAMICS

Number Affected:	65    (FROM MEDIA REPORTS)

Total Employees:		65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING","MFG. OF HIGH PERFORMANCE TECHNICAL CERAMICS

Number Affected:	65    (FROM MEDIA REPORTS)

Total Employees:		65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING",,"65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING","65    (FROM MEDIA REPORTS)

Total Employees:		65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING",,"Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING","Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING","ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING",PLANT CLOSING,"PLANT CLOSING  

Company:	CERAMTEC
		1033 STATE ROUTE 20
NEW LEBANON, NY  
County:		COLUMBIA | SSA Name: COLUMBIA/GREENE  | Region: CAPITAL DISTRICT

Contact:		WALT DOLLMAN	Phone: 864 682-3215

Business Type: 	MFG. OF HIGH PERFORMANCE TECHNICAL CERAMICS

Number Affected:	65    (FROM MEDIA REPORTS)

Total Employees:		65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING",Classification: 	PLANT CLOSING,"WALT DOLLMAN	Phone: 864 682-3215

Business Type: 	MFG. OF HIGH PERFORMANCE TECHNICAL CERAMICS

Number Affected:	65    (FROM MEDIA REPORTS)

Total Employees:		65    (FROM MEDIA REPORTS

Layoff Date:	Approx. 3/1/2005	

Closing Date:	Approx. 3/1/2005	

Reason for Dislocation:	ECONOMIC - Company is consolidating and moving this operation to their plant in Laurens, SC.   They will file a notice later with exact number affected.  They are offering employees relocation to SC.

ERNUM: 3610156			

Union:	

Classification: 	PLANT CLOSING",,945
"INTERSTATE BRANDS CORP. -WONDER/HOSTESS
		313 FOUGERON ST.
BUFFALO, NY  14211

County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		RICK FINCH	Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION

Number Affected:	188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","FOOD DISTRIBUTION

Number Affected:	188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		RICK FINCH	Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION

Number Affected:	188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)",,"10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)","ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)",PLANT CLOSING  (UNIT),"UNIT CLOSING

Company:	INTERSTATE BRANDS CORP. -WONDER/HOSTESS
		313 FOUGERON ST.
BUFFALO, NY  14211

County:		ERIE | SSA Name: ERIE  | Region: WESTERN REGION

Contact:		RICK FINCH	Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION

Number Affected:	188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)",,"RICK FINCH	Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION

Number Affected:	188

Total Employees:		188

Layoff Date:	10/23/2004	

Closing Date:	10/23/2004	

Reason for Dislocation:	ECONOMIC- The route sales and retail sales operations will not be affected.

ERNUM: 4751712			Union:	BCTWAGMIU

Classification: 	PLANT CLOSING  (UNIT)",,943
"E-Z-EM, INC.",MFG. OF MEDICAL EQUIPMENT,NASSAU | SSA Name: HEMPSTEAD | Region: LONG ISLAND,71,71,8/18/2004 Control Number: 2004-025,BEGINNING 10/15/2004,APPROX. 5/30/2005,ECONOMIC,,CLOSING,"NOITU, LO. 72, HELEN LASKY","SANDRA BARON, VP Phone: 516 333-8230",,940
