Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"ORAFOL Display Optics Inc. 500 Lee Road Bldg. 500 Rochester, NY14606",Microstructured Optic components,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,27,27,9/30/2015,12/31/2015,12/31/2015,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Bonnie Shuknecht, Human Resource Manager",(585) 285-4617,5312
"Brasserie Restaurant, LLC owned by Patina Restaurant Group 100 East 53rd Street New York, NY10022",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,68,68,10/1/2015,1/3/2016,1/3/2016,Economic,PlantClosing,Plant Closing,There are no bumping rights.,"Julie Van, HR Director",(213) 814-3032,5311
"Catholic Health Services Home Support Services (CHS) 15 Power Drive Hauppauge, NY11788",Home Support Services,Suffolk | WIB Name: SUFFOLK | Region: Long Island,39,39,2/6/2015Amended 9/30/2015,to occur between 10/26/2015 and 11/9/2015,11/9/2015,Sale of CHS Home Support Services to Continued Care of L.I. Inc.,Plant Closing,Plant Closing,None of the affected employees are represented by a union or will have bumping rights to other positions.,"Mary Ellen Polit, Chief Administrative Officer",(631) 465-6457,5310
"New York Skyline, Inc. 350 Fifth Avenue, 2nd Floor and Suite 5320 (Corporate Office) New York, NY10018",Tourist attraction and Virtual Tour simulator,New York | WIB Name: NEW YORK CITY | Region: New York City,90,90,10/2/2015,1/2/2016,1/2/2016,Possible Termination of Lease,Plant Closing,Plant Closing,Bumping rights do not exist.,Joseph Waslin,(212) 299-4915,5309
"Barclays - BBPLC NY Branch 1301 Avenue of the Americas New York, NY",Financial,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,38,10/2/2015,The first separation is scheduled to occur on 2/29/2016,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights.,Tarik Lacene,(212) 412-3314,5308
"Angel 10th Ave. Food Corporation dba McDonald's 427 10th Avenue New York, NY10001",Retail Food Establishment,New York | WIB Name: NEW YORK CITY | Region: New York City,65,65,9/30/2015,12/31/2015,12/31/2015,Real Estate Sold,Plant Closing,Plant Closing,There are no bumping rights.,"Frida Machado, Office Operations Manager",(212) 564-7115 x101,5307
"Milberg LLP One Pennsylvania Plaza New York, NY10119",Law Practice,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,32,9/29/2015,To occur between 12/27/2015 and 12/29/2015,-----,Economic,Plant Layoff,Plant Layoff,"Employees do not have any transfer, reassignment, or bumping rights.","Claudia Hach, Director of Human Resources",(646) 733-5701,5306
"Amplify Education, Inc. 55 Washington Street, Suite 900 Brooklyn, NY11201",Education enrichment services,Kings | WIB Name: NEW YORK CITY | Region: New York City,-----,184,9/29/2015,9/29/2015,-----,Economic,Plant Layoff,Plant Layoff,There are no employee representatives and  bumping rights do not exist.,"Chastity  Davis-Garcia, Vice President, Human Resources",(212) 796-2214,5305
"Wade's Market, Inc., dba Wade's Market Center 6179 Rt. 96 Canandaigua, NY14425",Grocery Store,Ontario | WIB Name: FINGER LAKES | Region: Finger Lakes Region,132,132,7/1/2015Amended 9/25/2015,To occur between 10/5/2015 and 10/30/2015,10/4/2015,Economic,Plant Closing,Plant Closing,-----,Denise Schlossnagle,(585) 924-3667 Ext 210,5304
"Eastman Kodak Eastman Business Park 343 State Street Rochester, NY",Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,1,9/23/2015,12/30/2015,-----,Economic,Plant Layoff,Plant Layoff,Bumping rights do not exist.,"Kim M. Chesher-Nguyen, Supervisor, US Employee Services",(585) 781-1758,5303
"New York Life Insurance Company – Information Technology Operations One Rockwood Road Sleepy Hollow, NY",Life Insurance,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,-----,5,9/21/2015,12/31/2015,-----,Relocation of some functions of the Information Technology operations,Plant Layoff,Plant Layoff,Bumping arrangements are not available for affected employees.,"Donald P. Vandegrift, Jr.",(212) 576-6598,5301
"New York Life Insurance Company – Information Technology Operations 51 Madison Avenue New York, NY10010",Life Insurance,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,3,9/21/2015,12/31/2015,-----,Relocate some of the company’s Information Technology Operations,Plant Layoff,Plant Layoff,There is no union representation at this location. Bumping arrangements are not available for affected employees.,Donald P. Vandegrift Jr.,(212) 576-6598,5300
"Festo Corporation - Regional Service Center 395 Moreland Road Hauppauge, NY11788",Engineering and manufacturing of pneumatic parts,Suffolk | WIB Name: SUFFOLK | Region: Long Island,33,33,9/24/2015,to occur between 12/31/2015 and 4/29/2016,4/29/2016,Relocation of business to Ohio,Plant Closing,Plant Closing,Employees have no bumping rights.,"Mindy Kirsch, Head of Human Resources, Region Americas",(631) 404-3167,5299
"Command Security Corporation with United Airlines  @JFK Airport Jamaica, NY 11430",Guard and Protection Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,54,54,9/18/2015,10/28/2015,10/28/2015,Loss of contract with United Airlines at JFK,Plant Closing,Plant Closing,SEIU Local 32BJ,"Richard Klein, President of Human Resources",(703) 464-4735 Ext 10053,5298
"Command Security Corporation @ United Airlines - LaGuardia Airport Jamaica, NY11371",Guard and Protection Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,108,108,9/18/2015 Amended 9/24/2015,12/1/2015,12/1/2015,Loss of contract with United Airlines at LaGuardia Airport,Plant Closing,Plant Closing,SEIU Local 32BJ,"Richard Klein, Vice President of Human Resources",(703) 464-4735 x10053,5297
"Toys ""R"" Us - Delaware, Inc. 1514 Broadway & 44th Street New York, NY10036",Retail Toy Store,New York | WIB Name: NEW YORK CITY | Region: New York City,373,373,9/21/2015,12/30/2015,12/30/2015,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"Simone McCrawford, Regional HR Business Partner",(646) 366-8841,5296
"The Great Atlantic & Pacific Tea Company, Inc. (A&P) (Various locations on Long Island, New York City and Hudson Valley Region) (See below for affected store locations)",Grocery Store,Yonkers | WIB Name: Yonkers | Region: Hudson Valley Rockland | WIB Name: Rockland | Region: Hudson ValleyWestchester/Putnam | WIB Name: Westchester/Putnam | Region:Hudson ValleyDutchess | WIB Name: Dutchess | Region:Hudson  Valley Suffolk | WIB Name: Suffolk| Region: Long Island Nassau | WIB Name: Oyster Bay  & Hempstead | Region: Long Island New York/Bronx/Kings/Queens/Richmond | WIB Name:New York | Region: New York City,"13,097 (total number affected for all sites in New York State)","13,097 (total number affected for all sites in New York State)",8/12/2015 Revised:9/22/2015,11/12/2015 – 11/26/2015,11/26/2015,The company has filed a voluntary petition in the United States Bankruptcy Court for the Southern District of New York under Chapter 11 of the Bankruptcy Code.,Potential Plant Closing,Potential Plant Closing,"1199 SEIU and UFCW Local 338, 342, 454A, 1262, 1245 and 1500.","Sheryl Schermer, VP, HR & Labor Relations",(201) 571-4018,5295
"Command Security Corporation @ United Airlines - LaGuardia Airport Jamaica, NY11371",Guard and Protection Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,109,109,9/18/2015,12/1/2015,12/1/2015,Loss of contract with United Airlines at LaGuardia Airport,Plant Closing,Plant Closing,SEIU Local 32BJ,"Richard Klein, Vice President of Human Resources",(703) 464-4735 x10053,5294
"Daikin Applied 4900 Technology Park Boulevard Auburn, NY13021",Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORT | Region: Central Region,310,20,9/18/2015,(9th phase) layoff will occur on or around 12/18/2015 and conclude by 12/31/2015.A small group will remain until 04/08/2016 to continue to support the transition.,12/31/2015,Economic-relocation of operations,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Matthew Alexejun, Director, Human Resources",(315) 282-6296,5293
"Pfizer Inc. 64 Maple Street Rouses Point, NY 12979",Pharmaceuticals,Clinton | WIB Name: C-E-F-H | Region: North Country Region,90,10,9/14/2015,12/12/2015,12/2015,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Mariana Arteaga, Human Resources Director",(845) 602-3611,5292
"JPMorgan Chase & Co. Chase's Consumer & Community Banking Operations 900 Stewart Avenue Garden City, NY11530",Banking,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,195,195,9/18/2015,12/16/2015,12/16/2015,Economic,Plant Closing,Plant Closing,The affected employees are not represented by a union. No bumping rights exist.,"Tiffany Harris, Executive Director, HR Business Partner",(516) 745-4015,5291
"AT & T 400 Hamilton Avenue White Plains, NY10601","Cable Television, cellphone, internet, local and long distance phone services",Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson  Region,-----,42,9/14/2015,11/20/2015,-----,Economic,Plant Layoff,Plant Layoff,CWA Local 1153,"Marissa J.  Shorenstein, President",(212) 803-2616,5290
"Novartis Pharmaceuticals Corporation 25 Old Mill Road Suffern, NY 10901",Pharmaceutical Manufacturing,Rockland | WIB  Name: ROCKLAND | Region: Mid-Hudson Region,----,54,9/15/2015,6th phase of layoffs to occur during a 14-day period commencing on 12/31/2015.,To occur in 2016 – no definite date indicated at this time.,Economic,Plant Closing,Plant Closing,No union representation; bumping arrangements are not available for affected employees.,"Luz Rodgers, Head, Human Resources",(845) 368-6086,5289
"Esterline Norwich Aero Products 50 O'Hara Drive Norwich, NY13815",Aircraft Engine & Engine Parts Mfg,Chenango | WIB Name: CDO | Region: Southern Region,78,78,8/25/2015,To occur between 12/31/2015 and 3/31/2015,3/31/2015,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Rene Segovia, Vice President/General Manager",(714) 736-7567,5288
"Pacific Global Advisors, LLC 535 Madison Avenue, Floor 14 New York, NY10022",Investment advisors,New York | WIB Name: NEW YORK CITY | Region: New York City,37,37,3/17/2015Amended 9/11/2015,to occur between 9/16/2015 and 9/30/2015,to occur between 9/16/2015 and 9/30/2015 (the expected sale date),Sale of company,Plant Closing,Plant Closing,There are no bumping rights. The affected employees are not represented by a union.,Joyce Pead,(949) 219-3730,5287
"Pfizer Inc.  401 North Middletown Road Pearl River, NY10965",Pharmaceutical Products,Rockland  | WIB Name: ROCKLAND | Region: Mid-Hudson Region,----,16 non-bargaining unit colleagues,9/10/2015,To be separated from employment from 9/4/2015 through 12/15/2015,-----,Company Restructuring,Plant Layoff,Plant Layoff,Local 95c ICWU/UFCW,"Mariana Arteaga, Human Resources Director, Manager & Operational Support Phone: (845) 602-3611",,5286
"Narco Freedom, Inc. (MMPP) 250 Grand Concourse Bronx, NY10451",Alcohol & Substance Abuse Treatment & CASAC Training Centers,Bronx/Kings/Queens | WIB Name: NEW YORK CITY | Region: New York City,513 for all locations listed,8,7/29/2015Amended:9/9/2015,9/21/2015,9/21/2015,Economic,Plant Closing,Plant Closing,No employee will have bumping rights.,Malynda Jordan,(718) 292-2240,5284
"Liberty Healthcare  Corporation  @ Westchester Behavioral  Health Center 100 Woods Road Valhalla, NY 10595",Healthcare,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson  Region,199,199,8/31/2015,11/30/2015 or within 14 days of that date.,11/30/2015 or within 14 days of that date.,Liberty Healthcare Corporation’s contract with the Westchester County  Health Care Corporation to provide health care professionals is being  terminated.,Plant Closing,Plant Closing,No union  presence at this site.,"Charles  Sproule, Vice President - Operations",(610) 668-8800,5282
"CBC America Corp 55 Mall Drive Commack, NY11725","Global network of manufacturing, import, export, trading and distribution companies: Imagind Techology, Chemicals & Pharmaceuticals, Eco-Energy & Transportation, Flooring, Industrial Optics and Plastics",Suffolk | WIB Name: SUFFOLK | Region: Long Island,46,46,5/28/2015  Amended 8/17/2015,to occur between 8/31/2015 and the 14-day period commencing on 11/16/2015,11/16/2015,Relocation of offices to North Carolina,Plant Closing,Plant Closing,There are no bumping rights and the affected employees are not represented by a union.,"Diane Kalberer, Human Resources Director",(631) 930-3405,5280
"Market Track, LLC 36-36 33rd Street #501 Long Island City, NY11106",Advertising tracking firm,Queens | WIB Name: NEW YORK CITY | Region: New York City,approximately 225 at this time,107,10/2/2014  Amended 8/31/2015,to occur between 1/1/2015 and some layoffs will be postponed to occur after 1/1/2016,after 1/1/2016 – specific dateyet to be determined at this time.,Relocation,Plant Closing,Plant Closing,Bumping rights do not apply.,"Ellen Styler, HR Director",(718) 482-4249,5279
"Misys International Banking Systems, Inc. 1180 Avenue of the Americas New York, NY10036",Bank,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,54,9/1/2015,layoffs to occur between 11/30/2015 and 6/30/2016,-----,Relocation of certain operations out of NY State,Plant Layoff,Plant Layoff,There are no transfer or bumping rights application and no union represents any of the  affected employees.,"Nancy Lanham, Head of Human Resources",(972) 707-4637,5278
"Morrison Management Specialists, Inc. @Nostrand Nursing and Rehabilitation Center 270 Nostrand Avenue Brooklyn, NY11205",Dining and Housekeeping Services,Kings | WIB Name: NEW YORK CITY | Region: New York City,40,40,8/31/2015,9/30/2015,9/30/2015,Loss of Contract for Services,Plant Closing,Plant Closing,SEIU Local 1199,"Eileen Juaire, HR Generalist",(508) 479-3041,5277
"Envoy Air Inc. John F. Kennedy International Airport JFK Access Rd., Terminal 8, Building 56 Gate 31 Jamaica, NY11430",Airline,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,1,8/26/2015,11/30/2015,-----,Economic,Plant Closing,Plant Closing,-----,Andrea Mc Crimmon,(972) 374-4794,5276
"Envoy Air, Inc.:",Crew and Maintenance facilities,Queens | WIB Name: NEW YORK CITY | Region: New York City,693,693,5/22/2015Amended 9/1/2015,All affected personnel will be reassigned between 6/1/2015 and 1/15/2016,-----,Reassignment of personnel to Dallas/Fort Worth & Chicago airports,Plant Closing,Plant Closing,"Association of Flight Attendants, Air Line Pilots Association",Mariluz Duque,(972) 374-5203,5275
"Envoy Air Inc. John F. Kennedy International Airport JFK Access Rd., Terminal 8 Jamaica, NY11430",Aircraft Maintenance,Queens | WIB Name: NEW YORK CITY | Region: New York City,10,10,6/22/2015Amended 9/1/2015,9/25/2015,9/25/2015,Economic,Plant Closing,Plant Closing,Air Transport Division,Stephen Day,(631) 960-1764,5274
"British Airways John F. Kennedy International Airport, Terminal 7, Building 59 Jamaica, NY11430",Passenger Handling,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,198,8/24/2015,11/24/2015,-----,Contract Expiration,Plant Layoff,Plant Layoff,International Association of Machinists and Aerospace Workers,"Denise Cerniglia, Employee Relations Manager",(212) 716-0466,5273
"SUNY Downstate Medical Center at LICH - StaffCo of Brooklyn LLC 339 Hicks Street Brooklyn, NY11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,111,61 (postponed for 20 workers),3/25/2013Amended:8/25/2015,Postponed to occur between 4/30/2015 and 9/10/2015.,TBD,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,5272
"Gameloft, Inc. 275 7th Avenue New York, NY 10001",Game Developer,New York | WIB Name: NEW YORK CITY | Region: New York City,70,70,7/8/2014   Amended 8/28/2015,70 - 68 affected workers on 7/8/2015 and 2 affected workers on 8/28/2015,7/8/2015,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,Sherilyne  Smith,(212) 994-2505,5271
"Coyne International Enterprises Corp. 140 Cortland Avenue Syracuse, NY13202",Commercial Laundry Services,Onondaga | WIB Name: ONONDAGA | Region: Central Region Tioga | WIB  Name: BROOME/TIOGA | Region: Southern Region Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region Erie | WIB Name: ERIE |Region: Western Region,150 - in all 4 locations,150 - in all 4 locations,8/11/2015,10/31/2015,10/31/2015,Chapter 11 - Possible Sale of Facility,Plant Closing,Plant Closing,"Local 2607, Teamsters Local 294, Chauffeurs, Teamster, Warehousemen and Helpers Local Union #529, Teamsters Local 317","Alexander Pobedinsky, Vice President, General Counsel & Corporate Secretary",(315) 475-1626,5270
"Honeywell Scanning and Mobility 700 Visions Drive POB 208 Skaneateles Falls, NY13153",Developing and Manufacturing - Clean Energy Systems,Onondaga | WIB Name: ONONDAGA | Region: Central Region,-----,1,8/26/2015,12/31/2015,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union and do not have bumping rights.,"Jen Richey, Sr. Human Resources Generalist",(319) 369-3552,5269
"Pfizer Inc. 64 Maple Street Rouses Point, NY 12979",Pharmaceuticals,Clinton  | WIB Name: C-E-F-H | Region: North Country Region,-----,17 affected,8/17/2015,To occur on 11/14/2015,12/2015,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Mariana Arteaga, Human Resources Director",(845) 602-3611,5267
"Sterling National Bank 111 Brook Street Scarsdale, NY 10583",Financial Institution,Westchester  | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region New York | WIB Name: NEW YORK CITY | Region: New York City,-----,3,8/25/2015,to occur during a 14-day period commencing on 12/2/2015,-----,Merger,Plant Layoff,Plant Layoff,There are no bumping rights.,"Jean Strella, M.S., CBP, CCP, SPRH, Senior Vice President, Chief Human Capital Officer",(845) 369-8086,5266
"San Mateo Construction 152 Fulton Avenue White Plains, NY10606",Construction Company,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,90,90,8/20/2015,8/31/2015,8/31/2015,Loss of Contract with Consolidated Edison,Plant Closing,Plant Closing,Local 143 IBEW,"Julianne Mojica, Office Manager",(914) 428-7421,5265
"Sears, Roebuck & Co. - Carry In Division 120 Spargnoli Road, Suite 3 Melville, NY11747",Appliance Repair Division,Suffolk | WIB Name: SUFFOLK | Region: Long Island,31,31,8/21/2015,During the 14-day period commencing on 11/22/2015,11/22/2015,Economic,Plant Closing,Plant Closing,There are no bumping or transfer rights at this location.,"Erin Mullin, Senior Human Resources Manager",(317) 370-9103,5264
"First American International Bank - Forest Hills Branch 107-50 Queens Blvd Forest Hills, NY11375",Bank,Queens | WIB Name: NEW YORK CITY | Region: New York City,5(3 people have accepted other positions within the company),2,8/19/2015,11/21/2015,11/21/2015,Economic,Plant Closing,Plant Closing,There is no employee representative.,"Hans H. Johannsen, First Vice President",(631) 881-5197,5263
"Restaurant Associates - Capital One Locations 90 Park Avenue New York, NY10016",Food Service,New York | WIB Name: New York City | Region: New York City Suffolk | WIB Name: Suffolk | Region: Long Island,11,11,8/21/2015,10/12/2015,10/12/2015,Loss of Contract,Plant Closing,Plant Closing,-----,"Eamonn Bagnall, Vice President -  Operations",(212) 613-5500,5262
"TLC Health Network/Lake Shore Health Care Center Long Term Care Unit 845 Routes 5 & 20 (Main  Road) Irving, NY14081",Health Center - Long Term Care Unit,Chautauqua | WIB Name: Chautauqua | Region: Western Region,53,53,1/6/2015    Amended 8/20/2015,to occur between 6/5/2015 and 11/19/2015,11/19/2015,Sale of the facility,Plant Unit Closing,Plant Unit Closing,1199 SEIUUnited Healthcare Workers East,Shannon Bobseine,(716) 951-7037,5261
"The Great Atlantic &  Pacific Tea Company, Inc. (A&P) (Various locations on Long  Island, New York City and Hudson Valley Region) (See below for affected store  locations)",Grocery Store,Yonkers / WIB Name: Yonkers / Region: Hudson Valley Rockland / WIB Name: Rockland /  Region: Hudson Valley Orange  / WIB: Orange / Region: Hudson Valley Ulster  / WIB: Ulster / Region: Hudson Valley Westchester/Putnam  / WIB Name: Westchester/Putnam / Region:  Hudson Valley Sullivan  / WIB Name: Sullivan / Region: Hudson  Valley Dutchess  / WIB Name: Dutchess / Region: Hudson  Valley Suffolk  | WIB Name: SUFFOLK | Region: Long  Island Nassau / WIB Name: Oyster Bay  & Hempstead / Region: Long Island New  York/Bronx/Kings/Queens/Richmond / WIB Name:  New York / Region: New York City,"13,097  (total number affected for all sites in New York State)","13,097  (total number affected for all sites in New York State)",8/12/2015,11/12/2015  – 11/26/2015,11/26/2015,The company has filed a voluntary  petition in the United States Bankruptcy Court for the Southern District of New  York under Chapter 11 of the Bankruptcy Code.,Potential Plant Closing,Potential Plant Closing,"1199 SEIU and UFCW  Local 338, 342, 454A, 1262, 1245 and 1500.","Sheryl Schermer, VP, HR & Labor Relations",(201) 571-4018,5260
"Nirvana, Inc., and Nirvana  Warehousing, Inc. One Nirvana Plaza Forestport, NY 13338",Spring Water Distributor,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,70,70,6/1/2015Amended:8/20/2015,"Terminations may first take  effect 11/16/2015 through 11/30/2015, and continue permanently after that.",November 2015,Chapter 11 Bankruptcy,Plant Closing,Plant  Closing,Employees are not represented by a union. Bumping rights for the affected employees do not exist.,Ed Wiehl,(315) 942-4900 ext.225,5259
"Thomson Reuters 117 East Stevens Avenue Valhalla, NY 10595",Investment Firm,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,37,37,8/20/2015,Layoffs will begin on or about 11/30/2015,March 2016,Relocation ofTax & Accounting Customer Service and  Financial Operations functions,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Lynn Lee, Human Resources Manager",(914) 239-2966,5258
"The New York Foundling (Casa  de Paz program) 590 Avenue of the Americas New York, NY 10011",Emergency shelter for unaccompanied minor children crossing into the United States from Latin America,New York | WIB Name: NEW YORK CITY| Region: New York City,33,33,8/17/2015,9/30/2015,9/30/2015,Loss of contract with the U.S. Office of Refugee Resettlement,Plant unit Closing,Plant Unit Closing,There are no bumping rights for employees affected by this action and the employees are not represented by any labor union.,"Meaghan Chmura, Vice President, Human Resources",(212) 886-4037,5257
"Phoenix House - 185th Street  Short Term Residential Program 480 East 185th Street New York, NY 10458",Drug Rehabilitation,New York | WIB Name: NEW YORK CITY| Region: New York City Delaware | WIB Name:  CHENANGO-DELAWARE-OTSEGO | Region: Southern Region,26,26,8/18/2015,11/15/2015,11/15/2015,Economic,Plant Closing,Plant Closing,Bumping rights do not exist and the affected workers are not represented by a union.,"Mark G. White, Director of Human Resources",(718) 222-6649,5256
"NBTY, Inc. and NBTY  Manufacturing New York, Inc. 5100 & 7000 New Horizons  Blvd Amityville, NY 11701",Vitamins and Food Supplements Manufacturer,Suffolk | WIB Name: Suffolk | Region: Long Island,214,214,5/1/2015    Amended:8/18/2015,To occur between 7/31/2015 and 10/30/2015 or 14 days thereafter,10/30/2015 or 14 days thereafter,"Transfer of business to Nellson Nutraceutical, LLC in Irwindale, CA",Plant Closing,Plant Closing,There are no bumping rights and the affected employees are not represented by any union.,"Bill Ross, Senior HR Director – Supply Chain",(631) 200-6154,5255
"Catholic Charities Neighborhood Services, Inc. (Monica House) 161-01 89th Avenue Jamaica, NY11432",Monica House is a Community Residence/Single Room Occupancy (CR/SRO) transitional living residence.,Queens | WIB Name: NEW YORK CITY| Region: New York City,26,26,8/18/2015,11/8/2015,11/8/2015,Building deterioration and ongoing operating costs for repairs,Plant Closing,Plant Closing,Local 338 RWDSU/UFCW,"Jacqueline Gibbons, Director of Human Resources",(718) 722-6181,5254
"Yeshiva University - Albert  Einstein College of Medicine 1300 Morris Park Avenue Bronx, NY 10461",Medical School,Bronx | WIB Name: NEW YORK CITY | Region: New York City,1480,1480,4/1/2015  Amended: 08/11/2015,08/31/2015 or within 14 days of  this date,08/31/2015 or within 14 days of  this date,COM  will take operational control,Plant Closing,Plant Closing,"1199 SEIU, NYSNA, APTA","Yvonne M. Ramirez, Chief Human Resources Officer",(718) 430-2541,5253
"One UN New York Hotel (East  Tower) 1 United Nations Plaza New York, NY 10017",Hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,275,111,8/14/2015,11/15/2015,11/15/2015,"Renovations to the East Tower.The Hotel anticipates that it will re-open on or about May 10, 2016.",Temporary Plant Closing,Temporary Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO; UNITE HERE","Freda Kavanagh, Director of Human Resources",(212) 758-1234,5252
,Food Manufacturer and Distributor,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,129,129,8/11/2015,Expected to occur between 8/14/2015 and 11/11/2015,8/14/2015,"Merger between Kraft Foods Group, Inc. and the H. J. Heinz Holding Corporation",Plant Closing,Plant Closing,There are no bumping rights.,"Gil de Las Alas, U. S. Head of People & Performance",(847) 646-4747,5250
"Ideel, Inc. 620 8th Avenue, 45th Floor New York, NY 10018",Members only online shopping site,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,39,8/10/2015,To occur between 11/9/2015 and 12/29/2015,-----,Economic,Plant Layoff,Plant Layoff,The affected employees are not represented by a union.Bumping rights do not exist.,"Lisa Kennedy, President",(646) 793-2449,5248
"Krinos Foods, LLC 47-00 Northern Blvd Long Island City, NY 11101",Importers & Manufacturers of Specialty Foods,Queens | WIB Name: NEW YORK CITY | Region: New York City,70,No employees will be laid off. All employees are expected to relocate to the  new facility.,4/29/2015     Amended 8/4/2015,-----,relocation anticipated to occur between 11/6/2015 and 2/5/2016,"Relocation of operations to 1734 Bathgate Avenue, Bronx NY 10457",Plant Closing,Plant Closing,Employees will not bump or displace other employees in order to remain employed with the  company.,"Maureen Matjani, Director of Human Resources",(718) 729-9000,5247
"Menorah Licensed Homecare 2700 North Forest Road Getzville, NY14068",Home Care Services,Erie | WIB Name: ERIE| Region: Western Region,-----,63,7/31/2015,on  or shortly after 9/15/2015,-----,Economic,Plant Layoff,Plant Layoff,1199SEIU United Healthcare Workers East,"Jody L. Sirianni, Vice President, Human Resources",(716) 639-3311 Ext.2437,5246
"Niagara LaSalle Corporation 110 Hopkins Street Buffalo, NY 14220",Steel Bar Manufacturer,Erie | WIB Name: ERIE| Region: Western Region,49,49,4/30/2015    Amended 8/4/2015,To occur between 8/17/2015 and 8/31/2015,8/31/2015,Economic,Plant Closing,Plant Closing,None of the company's affected employees are unionized.,"Michael Salamon, Chief Operating Officer and President",(219) 853-6108,5245
"Ramada Syracuse 1305 Buckley Road N. Syracuse, NY 13212",Hotel,Onondaga | WIB Name: ONONDAGA| Region: Central Region,81,81,6/25/2015,9/25/2015,9/7/2015,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,Anthony Mangano,(315) 671-5960,5244
"Pacific Global Advisors, LLC 535 Madison Avenue, Floor 14 New York, NY 10022",Investment advisors,New York | WIB Name: NEW YORK CITY| Region: New York City,38,38,3/17/2015   Amended 8/6/2015,to occur between 8/31/2015 and 9/14/2015,to occur between 8/31/2015 and 9/14/2015 (the expected sale date),Sale of company,Plant Closing,Plant  Closing,There are no  bumping rights. The affected employees are not represented by a union.,Joyce Pead,(949) 219-3730,5243
"Pfizer Inc. 64 Maple Street Rouses Point, NY 12979",Pharmaceuticals,Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,13 affected – 8 union employees & 5 non  union employees,7/31/2015,To occur on 10/31/2015,12/2015,Economic,Plant Closing,Plant  Closing,Local 95c International Chemical Workers Union/UFCW,"Mariana  Arteaga, Human Resources Director",(845) 602-3611,5242
"Michael Malotz Skilled  Nursing Facility (Michael Malotz) 120 Odell Avenue Yonkers, NY 10701",Skilled Nursing Facility,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson  Region,226,226,3/31/2015Amended 7/31/2015,8/19/2015 or within 14 days thereafter,8/19/2015 or  withing 14 days thereafter,Sale of Business,Plant Closing,Plant Closing,"1199 SEIU, Local 30","Mark Pohar,  Administrator",(914) 964-4722,5241
"Battery Park City Parks  Conservancy 75 Battery Place New York, NY 10280","Manage, maintain, operate and program the parks and  open spaces of Battery Park City",New York | WIB Name: NEW YORK CITY| Region: New York City,125,125,7/31/2015,10/31/2015,10/31/2015,Economic,Plant Closing,Plant  Closing,None of the affected employees are represented by a union or will have “bumping” rights to  other positions.,"Brenda  McIntyre, Vice President of Human Resources",(212) 417-3196,5240
