Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
Hillstone Restaurant Group,Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,107,107 (total affected employees at both sites),9/9/2020,3/20/2020 - Layoffs that began on 3/20/2020 will exceed six months and as of now are considered to be permanent.,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing/Plant Layoff,Temporary Plant Closing/Plant Layoff,The employees are not represented by a union.,"W. Glenn Viers, Vice President & General Counsel",(602) 553-2111,52-1164709,2020-0211,9122
"Dave & Busters (Westbury, Massapequa & Islandia)",Food and Entertainment Center,"Nassau,Suffolk | WDB Name: HEMPSTEAD|SUFFOLK|OYSTER BAY | Region: Long Island",----,421 (total employees affected at all sites),9/8/2020,Temporary layoffs that began on 3/16/2020 -- 3/18/2020 will become permanent effective 12/8/2020 or during the 14-day period thereafter.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathryn Rainey, Senior Director, Human Resources",(214) 904-2323,75-2680048,2020-0197,9121
"Tom Cat Bakery 43-05 10th Street Queens, NY 11101","Authentic French, Italian and specialty artisan bread makers",Queens | WDB Name: NEW YORK CITY | Region: New York City,148,108,9/14/2020,"4/19/2020 - Of the 148 initially impacted employees that were furloughed on 4/19/2020, approximately 40 employees have been recalled. The remaining 108 employees will remain on furlough and it is expected to last six months or longer.",3/30/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Partial Plant Closing,Temporary Partial Plant Closing,BCTGM Local 53,"Nancy Marrero, HR Manager",(718) 475-4933,26-3661778,2020-0210,9120
"Live Nation Entertainment, Inc. 430 W. 15th Street New York, NY 10011","Promoters of Performing Arts, Sports, and Similar Events without Facilities",New York | WDB Name: NEW YORK CITY | Region: New York City,----,133,9/1/2020,"Temporary furloughs, which occurred between 5/1/2020 and 8/1/2020, may exceed six months.",----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Liz Dyer, VP - Talent, Operations & Org Effectiveness",(310) 975-2358,13-3977880,2020-0209,9119
Dave & Busters (West Nyack & Pelham Manor),Food and Entertainment Center,Rockland/Westchester | WDB Name: ROCKLAND | Region: Mid-Hudson,----,211 (total employees affected at both sites),9/8/2020,Temporary layoffs that began on 3/16/2020 -- 3/18/2020 will become permanent effective 12/8/2020 or during the 14-day period thereafter.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathryn Rainey, Senior Director, Human Resources",(214) 904-2323,75-2680048,2020-0196,9118
"Rosa Mexicano Lincoln Center LLC 61 Columbus Ave New York, NY 10023",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,----,155,9/8/2020,Layoffs that began on 3/16/2020 will extend beyond six months and be considered permanent.,3/16/2020,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Closing/Plant Layoff,Temporary Plant Closing/Plant Layoff,The employees are not represented by a union.,"Patti Langlais, Human Resources Director",(212) 835-1709,27-5099375,2020-0195,9117
"Rosa Mexicano Fenix Restaurant Inc. 1063 1st Ave. New York, NY 10022",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,----,68,9/8/2020,Temporary layoffs that began on 3/16/2020 will become permanent as of 8/10/2020 due to the permanent closing of the site.,8/9/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,The employees are not represented by a union.,"Patti Langlais, Human Resources Director",(212) 835-1709,27-5099375,2020-0194,9116
"MVW SSC, Inc. 1010 Ave of the Americas, 2nd Floor New York, NY 10018",Marriott Vacations Worldwide/Sales,New York | WDB Name: NEW YORK CITY | Region: New York City,----,1,9/2/2020,Permanent plant layoff will be effective 12/11/2020.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Randal Jacobs, Associate Vice President Human Resources",(614) 338-5851,52-1320904,2020-0193,9115
"Marriott Ownership Resorts, Inc. 1010 Ave of the Americas, 2nd Floor New York, NY 10018",Hotel/Resort,New York | WDB Name: NEW YORK CITY | Region: New York City,----,63,9/2/2020,Permanent plant layoffs are effective 12/11/2020.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Randal Jacobs, Associate Vice President Human Resources",(614) 338-5851,52-1320904,2020-0192,9114
"Mozaic (Waterloo, Penn Yan & Auburn)",Provides services to persons with developmental disabilities,Seneca/Yates | WDB Name: FINGER LAKES | Region: Finger Lakes County: Cayuga | WDB Name: CAYUGA/CORT | Region: Central,----,73 (total employees affected at all three sites),8/28/2020,Temporary layoffs which took effect between 3/23/2020 and 3/31/2020 will exceed six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Tammy Slayton, SPHR, SHRM-SCP, Senior Vice President of Administration",(315) 856-8155,16-1124314,"2020-0190, 2020-0191",9113
"Portal Hospitality Group (Portale Restaurant) 126 W. 18th St. New York, NY 10011",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,----,67,9/4/2020,Furloughs that began on 3/16/2020 will exceed six months,----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"David Schneider, Director of Operations",(917) 781-0255,83-3743796,2020-0189,9112
"The Jewish Community Center of Greater Rochester, Inc. 1200 Edgewood Avenue Rochester, NY 14618",Community Center,Monroe | WDB Name: MONROE | Region: Finger Lakes,----,296,9/11/2020,"Of the 343 employees that were furloughed on 3/15/2020, 296 will be permanently separated effective 9/14/2020.",----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,Rochester Regional Joint Board Local 231,"Christine A. O' Rourke, Chief Human Resources Officer",(585) 461-2000 Ext: 230,16-0743060,2020-0203,9111
"Courtyard Management Corporation dba Courtyard New York Manhattan-Herald Square 71 West 35th Street New York, NY 10001",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,59,59,5/26/2020Amendment: 9/9/2020,Furloughs began on 3/21/2020. Permanent employment separations with Courtyard Management Corporation will now occur between 9/24/2020 and 10/8/2020 rather than between 8/24/2020 and 9/7/2020.,Hotel will permanently close on 8/24/2020.,Termination of management agreement and unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Alpha Midiaou Barry, General Manager",(212) 560-5420,52-1481337,2019-1716,9110
"G2 Secure Staff, LLC (at LaGuardia Airport, Queens) 33 East 17th Street New York, NY 10003",Human resource services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,133,8/25/2020,10/27/2020,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,SEIU-32BJ,"Michelle Smith, VP, Human Resources",212) 633-3280,13-4030389,2020-0188,9109
"Barnes & Noble Booksellers, Inc. 33 East 17th Street New York, NY 10003",Book Store,New York | WDB Name: NEW YORK CITY | Region: New York City,----,49,9/5/2020,12/4/2020,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Michelle Smith, VP, Human Resources",(212) 633-3280,13-4030389,2020-0187,9108
Dr. Smood LLC (Multiple NYC locations),Healthy cafés,New York | WDB Name: NEW YORK CITY | Region: New York City,----,51 (total employees affected at all sites),9/4/2020,Employees that were furloughed beginning on 3/17/2020 will be permanently separated on 12/4/2020.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Karolina Bartnik, Human Resources Director",(862) 205-3785,81-2078127,2020-0185,9107
"The Roosevelt Hotel NYC 45 East 45th Street New York, NY 10017",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,473,3/25/2020Amendment: 8/28/2020,Furloughs that began on 3/21/2020 will last for an undetermined number of months impacting 431 employees.,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff/Plant Layoff,Temporary Plant Layoff/Plant Layoff,"New York Hotel & Motel Trades Council, AFL-CIO","Marc Sternagel, General Manager",(212) 661-9600,74-2872892,2019-0927,9106
"Buffalo Niagara Marriott 1340 Millersport Hwy Amherst, NY 14221",Hotel,Erie | WDB Name: ERIE | Region: Western,----,87,9/4/2020,Furloughs/temporary layoffs that began on 3/21/2020 will become permanent layoffs effective 8/29/2020 for 87 employees.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Scott Grant, General Manager, Buffalo Niagara Marriott",(716) 689-6900,26-0255808,2020-0186,9105
"Sur La TableStore 104167 Market St. Yonkers, NY 10710",Restaurant,Westhester/Rockland | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,46 (total employees affected at both sites),21,7/6/2020,9/1/2020,9/1/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jan Stephenson, HR Director",(310) 630-1218,91-1643409,2020-0184,9104
"The Roosevelt Hotel NYC 45 East 45th Street New York, NY 10017",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,507,3/25/2020Amendment: 8/28/2020,Furloughs that began on 3/21/2020 will last for an undetermined number of months impacting 431 employees.,-----,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Layoff/Plant Layoff,Temporary Plant Layoff/Plant Layoff,"New York Hotel & Motel Trades Council, AFL-CIO","Marc Sternagel, General Manager",(212) 661-9600,74-2872892,2019-0927,9103
"Intercept Pharmaceuticals, Inc. 10 Hudson Yards, 37th Floor New York, NY 10001",American biopharmaceutical company,New York | WDB Name: NEW YORK CITY | Region: New York City,----,130,9/8/2020,Permanent Plant Layoff effective 10/8/2020.,----,Delays with the FDA to launch compound for a new therapeutic indication.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"David Ford, Chief Human Resources Officer",(646) 931-1156,22-3868459,2020-0181,9102
"Levi's Only Stores, Inc. (Levi Strauss & Co.) 495 Broadway New York, NY 10012",Retail Store,New York | WDB Name: NEW YORK CITY | Region: New York City,----,55,9/4/2020,Furloughs that began on or about 4/13/2020 will exceed six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"David Cardiff, Associate General Counsel",(415) 501-6968,94-0905160,2020-0183,9101
"Levi's Only Stores, Inc. (Levi Strauss & Co.) 1535 Broadway New York, NY 10036",Retail Store,New York | WDB Name: NEW YORK CITY | Region: New York City,----,118,9/4/2020,Furloughs that began on or about 4/13/2020 will exceed six months,----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Jonathan Tam, Human Resources Business Partner",(844) 474-5384,94-0905160,2020-0182,9100
"Airport Management Services and Hudson Group (at Grand Central Station, NYC)89 East 42nd St. New York, NY 10017",Airport Management Services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,35,7/14/2020Amendment: 8/28/2020,One (1) additional employee will be temporarily separated effective 10/1/2020 for an indefinite period and it is expected to exceed six months,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff/Temporary Plant Layoff,Plant Layoff/Temporary Plant Layoff,NewsGuild of New York Local 31003,"Roger Fordyce, Chief Executive Officer",(201) 528-2477,----,2020-0067,9099
"A360 Media, LLC (formerly American Media, LLC) 4 NY Plaza New York, NY 10004",Media Services,New York |WDB Name: NEW YORK CITY | Region: New York City,----,107,9/4/2020,Employees will be placed on an indefinite furlough effective 9/4/2020.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Ken Slivken, Human Resources Director",(212) 743-6527,11-3352849,2020-0179,9098
"Breadroll, LLC dba Maison Kayser and Cosmoledo LLC dba Maison Kayser 373 Park Avenue, 2nd FlrNew York, NY 10016",Bakery Services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,708,9/4/2020,Employees previously placed on temporary leave in March and April will be permanently separated on 9/4/2020.,9/4/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,The employees are not represented by a union.,"Kimberly Colon-Moller, Vice President of Human Resources",(917) 207-0788,Breadroll FEIN 46-3563279 and Cosmoledo FEIN 38-3826787,2020-0180,9097
"American Medical Depot 910 Rotterdam Industrial Park Schenectady, NY 12306",Medical supply company,Schenectady | WDB Name: CAPITAL DISTRICT | Region: Capital,----,19,8/3/2020Amendment: 9/3/2020,8/3/2020 (18); one (1) additional employee will be permanently separated effective 9/3/2020.,----,Loss of contract with U.S. Veterans Administration & unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Roberta Vries, Director of Recruiting & Learning",(305) 364-0888 Ext: 6778,59-2337158,2020-0101,9096
"J. C. Penney Corporation, Inc. (Poughkeepsie Galleria) 2001 South Road (Rt. 9) Poughkeepsie, NY 12601",Retail,Dutchess |WDB Name: DUTCHESS | Region: Mid-Hudson,91,91,6/25/2020 Amendment: 9/8/2020,The company will be permanently closing the store on or about 10/18/2020 rather than on 9/27/2020. Separations of employees will occur between 10/18/2020 and 11/1/2020.,10/18/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,The employees are not represented by a union.,"Sharon Behrens, General Manager",(845) 298-0572 Ext: 200,13-5583779,2019-1902,9095
"J.C. Penney (Sangertown Square Mall) 1 Sangertown Square, Suite 55 New Hartford, NY 13413",Retail,Oneida | WDB Name: HMO | Region: Mohawk Valley,61,61,6/22/2020 Amendment: 9/8/2020,The company will be permanently closing the store on or about 10/18/2020 rather than on 9/27/2020. Separations of employees will occur between 10/18/2020 and 11/1/2020.,10/18/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,The employees are not represented by a union.,"John Lo Vecchio, General Manager",(315) 797-6010 Ext: 200,13-5583779,2019-1894,9094
"J.C. Penney (Destiny USA Shopping Center) 9559 Destiny USA Drive Syracuse, NY 13204",Retail,Onondaga | WDB Name: ONONDAGA | Region: Central,78,78,6/22/2020Amendment: 9/8/2020,The company will be permanently closing the store on or about 10/18/2020 rather than on 9/27/2020. Separations of employees will occur between 10/18/2020 and 11/1/2020.,10/18/2020,Unforeseeable business circumstances prompted by COVID-19,Plant Closing,Plant Closing,The employees are not represented by a union.,"Lucas Figueroa, General Manager",(315) 466-2405 Ext: 200,13-5583779,2019-1895,9093
"Courtyard Management Corp. dba Courtyard New York Manhattan/Soho181 Varick Street New York, NY 10014",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,----,39,6/4/2020 Amendment: 8/31/2020,Contract termination of Courtyard Management Corporation’s (CMC) agreement with the owner to operate the Courtyard New York Manhattan/Soho. Permanent employment separations with CMC are effective 8/30/2020 and 8/31/2020 impacting a total of 39 employees.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,New York Hotel & Motel Trades Council Local 6,"Jacqueline Cesar, Director of Human Resources",(212) 912-3173,52-1481337,2019-1772,9092
"Crescent Hotels & Resorts LLC, dba Marriott Syracuse Downtown 100 E. Onondaga St. Syracuse, NY 13202",Hotel,Onondaga | WDB Name: ONONDAGA | Region: Central,-----,142,4/24/2020Amendment: 8/7/2020,Furloughs that began on 3/17/2020 will exceed six months for 46 employees. Forty-five (45) employees will be permanently separated on 11/5/2020 and eight (8) employees that have been recalled will be temporarily and indefinitely furloughed on 8/30/2020 or within 14-days thereafter.,-----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff/Plant Layoff,Temporary Plant Layoff/Plant Layoff,"UNITEHERE Local 150, AFL-CIO","Laura Warner, SVP of Human Resources",(703) 279-7820,45-0471621,2019-1554,9091
"Crescent Hotels & Resorts LLC, dba Marriott Syracuse Downtown 100 E. Onondaga St. Syracuse, NY 13202",Hotel,Onondaga | WDB Name: ONONDAGA | Region: Central,-----,142,4/24/2020Amendment: 8/7/2020,Furloughs that began on 3/17/2020 will exceed six months for 46 employees. Forty-five (45) employees will be permanently separated on 11/5/2020 and eight (8) employees that have been recalled will be temporarily and indefinitely furloughed on 8/30/2020 or within 14-days thereafter.,-----,Unforeseeable business circumstances prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,"UNITEHERE Local 150, AFL-CIO","Laura Warner, SVP of Human Resources",(703) 279-7820,45-0471621,2019-1554,9090
"The Crowne Plaza - White Plains 66 Hale Ave. White Plains, NY 10601",Hotel,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,-----,92,3/25/2020Amendment: 9/3/2020,"IHG Management (Maryland) LLC has been advised that HPT TRS IHG-2, Inc., the owner of the Crowne Plaza White Plains, intends to terminate its management agreement with them effective 11/30/2020. A total of 92 employees will be impacted.",-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,The employees are not represented by a union,"Alvin Alcera, Director of Human Resources",(914) 821-1312,-----,2019-0731,9089
"'21' Club 21 W. 52nd Street New York, NY 10019",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,142,142,4/2/2020Amendment: 9/2/2020,The closing of the hotel and temporary layoffs of employees on 3/16/2020 is expected to exceed six months.,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"UNITE HERE, Local 100","Karen B. Fanniel, Director of Human Resources",(212) 359-7228,-----,2019-1028,9088
"EmblemHealth 80 Wolf Rd.Albany, NY 12205",Health Services,Albany | WDB Name: CAPITAL DISTRICT | Region: Capital,----,60,9/1/2020,"Separations will begin on or about 11/30/2020, 1/4/2021, or 2/1/2021 or within 14-days following those dates",----,Layoffs are due to a decision with a third party to automate their claims processing.,Plant Layoff,Plant Layoff,Local 153 OPEIU,"Daniel Byrne VP , Labor Relations",(646) 447-0495,26-1330097,2020-0178,9087
"EmblemHealth 55 Water St New York, NY 10041",Health Services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,58,9/1/2020,"Separations will begin on or about 11/30/2020, 1/4/2021, or 2/1/2021 or within 14-days following those dates.",----,Due to a decision with a third party to automate their claims processing.,Plant Layoff,Plant Layoff,Local 153 OPEIU,"Daniel Byrne VP , Labor Relations",(646) 447-0495,26-1330097,2020-0177,9086
"Gate Gourmet (Astoria Airport kitchen - LGA Kitchen) 18-15 45th Street Astoria, NY 11105",Catering Services,Queens | WDB Name: NEW YORK CITY | Region: New York City,-----,292,5/19/2020Amendment: 8/31/2020,A total of additional 198 employees that were furloughed 3/21/2020 will be permanently separated starting on 10/2/2020.,-----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,IBT/HERE Employee Representatives' Council,"Spyros Alvonellos, Director of Human Resources",(404) 801-3911,36-3333786,2019-1682,9085
"Airport Management Services and Hudson Group (at LaGuardia Airport) La Guardia Airport, Ditmars Boulevard & 94th St. Queens, NY 11371",Airport Management Services,Queens | WDB Name: NEW YORK CITY | Region: New York City,----,78,7/14/2020Amendment: 8/20/2020,An additional twenty-one (21) employees will be permanently separated effective 8/31/2020. Ten (10) employees will be permanently separated effective 10/1/2020. A temporary layoff of seven employees for an indefinite period may last more than six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff/Temporary Plant Layoff,Plant Layoff/Temporary Plant Layoff,UniteHere Local 100,"Roger Fordyce, Chief Executive Officer",(201) 528-2477,"Hudson Group (HG) Retail LLC 27-2070333; Airport Management Services, LLC 55-0846816",2020-0064,9084
"Airport Management Services and Hudson Group (at John F. Kennedy International Airport) John F. Kennedy International Airport Queens, NY 11430",Airport Management Services,Queens | WDB Name: NEW YORK CITY | Region: New York City,----,287,7/14/2020Amendment: 8/20/2020,An additional eighty-five (85) employees will be permanently separated effective 8/31/2020. Fifty-seven (57) employees will be permanently separated effective 10/1/2020. A temporary layoff of 21 employees for an indefinite period may last more than six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff/Temporary Plant Layoff,Plant Layoff/Temporary Plant Layoff,UniteHere Local 100,"Roger Fordyce, Chief Executive Officer",(201) 528-2477,"Hudson Group (HG) Retail LLC 27-2070333; Airport Management Services, LLC 55-0846816",2020-0065,9083
"Airport Management Services and Hudson Group (at Pennsylvania Station) 8th Ave 31st St. New York, NY 10001",Airport Management Services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,158,7/14/2020Amendment: 8/20/2020,An additional twenty-three (23) employees will be permanently separated effective 8/31/2020. Four (4) employees will be permanently separated effective 10/1/2020. A temporary layoff of nine employees for an indefinite period may last more than six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff/Temporary Plant Layoff,Plant Layoff/Temporary Plant Layoff,NewsGuild of New York Local 31003,"Roger Fordyce, Chief Executive Officer",(201) 528-2477,"Hudson Group (HG) Retail LLC 27-2070333; Airport Management Services, LLC 55-0846816",2020-0068,9082
"Airport Management Services and Hudson Group (at Port Authority of New York and New Jersey) 625 8th Ave. New York, NY 10018",Airport Management Services,New York | WDB Name: NEW YORK CITY | Region: New York City,----,107,7/14/2020Amendment: 8/20/2020,An additional thirty-five (35) employees will be permanently separated effective 8/31/2020. A temporary layoff of four employees for an indefinite period may last more than six months.,----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff/Temporary Plant Layoff,Plant Layoff/Temporary Plant Layoff,NewsGuild of New York Local 31003,"Roger Fordyce, Chief Executive Officer",(201) 528-2477,"Hudson Group (HG) Retail LLC 27-2070333; Airport Management Services, LLC 55-0846816",2020-0066,9081
"MGM Yonkers, Inc. dba Empire City Casino 810 Yonkers Avenue Yonkers, NY 10704",Casino,Yonkers | WDB Name: YONKERS | Region: Mid-Hudson,890,890,5/6/2020Amendment: 8/28/2020,A total of 863 employees that were furloughed on 3/18/2020 will be permanently separated effective 9/13/2020.,3/1/2020,Unforeseeable business circumstances prompted by COVID-19,Temporary Plant Closing,Temporary Plant Closing,"International Union of Operating Engineers Local 30; Local 445M/Local 445P Teamsters Local 445 International Brotherhood of Teamsters (Maintenance) & Teamsters Local 445 International Brotherhood of Teamsters (Parking); Empire State Regional Council of Carpenters, United Brotherhood of Carpenters & Joiners of America; District Council No. 9, International Union of Painters C; Plumbers and Steamfitters Local 21; Local 1105, Communications Workers of America, AFL-CIO; Local 60, Laborers’ International Union of North America; Local 1430, I.B.E.W.; Local 235, Laborers International Union of N.A.; and Local 137, International Union of Operating Engineers","Danette Jordan, HR Director",(914) 457-2582,83-2428409,2019-1632,9080
"Aramark (at Pricewaterhouse Coopers) 300 Madison Avenue New York, NY 10017",Food Services,New York | WDB Name: NEW YORK CITY | Region: New York City,35,35,8/28/2020,A total of 31 union represented employees with furloughs beginning on 3/25/2020 will now be extended to an unknown date. Three non-union represented and one salaried employee will be permanently separated effective 8/31/2020.,3/25/2020,Unforseeable business circumstances prompted by COVID-19.,Temporary Plant Closing/Plant Layoff,Temporary Plant Closing/Plant Layoff,UNITE HERE Local 100,"Judy Grimard, Human Resources Director",(860) 920-5013,38-3972560,2020-0176,9079
"Restaurant Associates (200 Vesey Street, NYC) 200 Vesey Street New York, NY 10285",Food Services,New York | WDB Name: NEW YORK CITY | Region: New York City,80,80,8/20/2020,"Separations on 8/1/2020 will affect 11 salaried employees and on 8/31/2020, 69 hourly employees will be permanently separated.",3/27/2020,Unforseeable Business Circumstances Prompted by COVID-19.,Temporary Plant Closing/Plant Layoff,Temporary Plant Closing/Plant Layoff,Local 1102 RWDSU / UFCW,"Lenny Mormando, Regional Director of Operations",(347) 860-4544,56-1874931,2020-0172,9078
Victoria's Secret 5th Avenue store & Herald Square store,Retail store,New York | WDB Name: NEW YORK CITY | Region: New York City,740,740,8/31/2020,"Furloughs, which began on 4/5/2020, are expected to exceed six months.",4/5/2020,Unforseeable business circumstances prompted by COVID-19.,Temporary Plant Closing,Temporary Plant Closing,The employees are not represented by a union.,"Kendal Kalata, Vice President, Human Resources·",(614) 577-6467,54-2170171,2020-0175,9077
"Kleinfeld Bridal Corp. 110 W. 20th St. New York, NY 10011",Retail Bridal store,New York | WDB Name: NEW YORK CITY | Region: New York City,----,107,8/28/2020,Furloughs that began on 4/5/2020 will likely exceed six months.,----,Unforseeable Business Circumstances Prompted by COVID-19.,Temporary Plant Layoff,Temporary Plant Layoff,The employees are not represented by a union.,"Scott Cooper, Executive Vice President of Finance",(646) 633-4345,56-7361718,2020-0173,9076
"Tapestry, Inc. 10 Hudson Yards and 2 Park Avenue New York, NY 10001",American multi-national luxury fashion holding company,New York | WDB Name: NEW YORK CITY | Region: New York City,----,290,8/31/2020,Employees previously furloughed starting on 3/13/2020 were or will be separated permanently between 5/9/2020 and 10/31/2020.,3/13/2020,Unforseeable business circumstances prompted by COVID-19.,Temporary Plant Closing/Plant Layoff,Temporary Plant Closing/Plant Layoff,The employees are not represented by a union.,"Nadine Maschika, Vice President, HR Business Partner",(201) 804-5000,52-2242751,2020-0174,9075
"Michael Page International Inc. 622 Third Avenue, 29th Floor New York, NY 10017",Employment Agency,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,148,4/8/2020Amendment: 8/27/2020,An additional seven (7) employees have been permanently separated between 4/9/2020 and 8/27/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Alyssa Williams, Head of HR Operations",(203) 905-5216,65-0790985,2019-1187,9074
"Hilton Times Square Hotel 234 W 42nd Street New York, NY 10036",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,-----,200,5/14/2020Amendment: 8/31/2020,"Furloughs, which began on 3/16/2020, will become permanent effective 10/1/2020 through 10/14/2020 due to the permanent closing of the hotel. A total of 200 employees will be impacted.",10/1/2020,Unforeseeable business circumstances prompted by COVID-19.,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE","Justine Rivera, Complex Managing Director",(917) 838-8428,20-4084195,2019-1660,9073
"Brooks Brothers Group, Inc. (retail store and corporate offices)346 Madison Avenue New York, NY 10017",Retail Clothing Store and corporate offices,New York | WDB Name: NEW YORK CITY | Region: New York City,373 (total affected employees),373,8/26/2020Amendment: 8/31/2020,An additional 213 employees may be permanently separated effective 11/29/2020 or within 14 days thereafter. The corporate offices and five retail stores are now impacted.,11/29/2020,Unforeseeable business circumstances prompted by COVID-19.,Possible Plant Layoff/Plant Closing,Possible Plant Layoff/Plant Closing,NY NJ Regional Joint Board Workers' United Local 340 and Local 25,"Lynne McDaniel, Senior Regional HR Business Partner",(204) 444-0856,51-0368883,2020-0164,9072
"Sky Chefs Inc. JFK International AirportWest Hangar Road, Building 139 Jamaica, NY 11430",Airline Catering Company,Queens | WDB Name: NEW YORK CITY | Region: New York City,----,730,6/30/2020Amendment: 8/28/2020,An additional 206 employees will be separated effective 10/1/2020.,----,Unforeseeable business circumstances prompted by COVID-19,Plant Layoff,Plant Layoff,UNITE HERE International Union,"Kathryn Vecchione, Company Liaison",(929) 244-4080,11-2161743,2019-1957,9071
"Home Box Office, Inc. 30 Hudson Yards New York, NY 10001","American premium channel owned by the Home Box Office, Inc.",New York | WDB Name: NEW YORK CITY | Region: New York City,"3,956",12,10/22/2019 Amendment: 6/30/2020,One employee’s separation date has been postponed from 7/17/2020 to 12/31/2020.,-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Keir McMullen, Vice President, Human Resources East Coast",(212) 512-5644,05-0545061,2019-0141,9070
