Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Eastman Kodak Kodak Office343 State StreetRochester, NY 14650",Photographic equipment and supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,10/15/2013,12/30/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative of record.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,4331
"Keywell, L.L.C.300 Falconer StreetFrewsburg, NY 14738",Aerospace Metals and Specialty Steels recycling,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western Region,49,49,8/30/2013 Amended: 10/11/2013,Terminations will take place 9/6/2013 through 9/19/2013 and 12/4/2013 through 12/17/2013.,12/17/2013,Economic,Plant Closing,Plant Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, on behalf of USW Local 9367.","Jack Joyce, Vice President - HR",(773) 660-2060 ext. 235,4329
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,42,10,10/10/2013,"The affected employees will be separated between January 17, 2014 and January 31, 2014.",-----,Economic,Plant Layoff,Plant Layoff,The affected employees are not represented by a union.,"Tracy Tirrell, Human Resources",(609) 315-0630,4328
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,1533,1533,3/25/2013 Amended: 10/10/2013,Layoffs are postponed to occur between 10/10/2013 and 10/23/2013,Postponed to occur between 10/10/2013 and 10/23/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4327
"Rockland Transit Corporation400 Corporate CourtValley Cottage, NY 10989",Mass Transit,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,55,55,10/10/2013,Layoffs will occur between 11/3/2013 and 11/17/2013,11/17/2013,Possible loss of contract with Rockland County,Potential Plant Closing,Potential Plant Closing,UTU Local 1558,"Dennis Rocco, General Manager",(201) 263-1254 ext. 407,4326
"Atlantic & Pacific Grill Associates, L.L.C.c/o Fourth Wall Restaurants, LLC (Park Avenue Café)100 East 63rd StreetNew York, NY 10021",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,135,135,10/7/2013,"All affected employees are scheduled to be permanently laid off from Park Avenue Café on January 1, 2014.",1/1/2014,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Maren Calloway, Human Resources",(212) 838-2061 ext. 2357,4325
"Friendly's Foods LLC dba Pulino's Bar & Pizzeria282 BoweryNew York, NY 10012",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,83,83,10/7/2013,"All affected employees will be terminated on January 5, 2014.",1/5/2014,Economic,Plant Closing,Plant Closing,Affected employees are not represented by a union.,"Yvette Rivera, Director of Human Resources",(212) 925-5340,4324
"Hakkasan NYC, LLC311 W. 43rd StreetNew York, NY 10036",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,138,138,10/3/2013,1/4/2014,-----,"Restaurant will not close, but will be managed by another employer.",Plant Layoff,Plant Layoff,The affected employees do not belong to a union.,"Kaitlin Barry, Human Resources Manager",(415) 852-7958,4323
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,42,7,10/3/2013,"Separations will occur between January 10, 2014 and January 24, 2014.",-----,Economic,Plant Layoff,Plant Layoff,The affected employees are not represented by a union.,"Tracy Tirrell, Human Resources",(609) 315-0630,4322
"Residence Inn by Marriott, LLC @ Residence Inn Fishkill14 Schuyler BlvdFishkill, NY 12524",Residential Hotel,Dutchess | WIB Name: DUTCHESS | Region: Mid-Hudson Region,31,31,9/30/2013  Amended: 10/3/2013,To occur between 12/31/2013 and 1/13/2014,1/13/2014,"The Residence Inn by Marriott, LLC will permanently cease managing the Residence Inn Fishkill. New Management to take over this function.",Plant Closing,Plant Closing,Affected employees will have no bumping rights.,"Laila Batista, Acting General Manager",(845) 896-5210,4321
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm - Administrative Support Staff,New York | WIB Name: NEW YORK CITY | Region: New York City,Total number yet to be confirmed.,2,10/3/2013,12/31/2013,7/31/2014,Relocation of administrative support function to Tallahassee Florida,Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a union.,"Dana Morgan, Human Resources Manager",(212) 836-8330,4320
"Focus Features65 Bleecker Street, #2New York, NY 10012",Motion Picture/Video Production & Distribution,New York | WIB Name: NEW YORK CITY | Region: New York City,42,42,10/3/2013,12/31/2013,12/31/2013,Operations merger/relocation,Plant Closing,Plant Closing,"The affected employees are not represented by a union, and they have no bumping rights.","Charles W. Fournier, Senior Vice President - NBCUniversal",(212) 664-2396,4319
"Columbia University in the City of New York College of Physicians & Surgeons @ St. Luke's-Roosevelt Hospital Center114th Street and Amsterdam AvenueNew York, NY 10027",Medical Teaching University,New York | WIB Name: NEW YORK CITY | Region: New York City,36,36,10/1/2013,12/31/2013,12/31/2013,Change of Ownership,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"William L. Innes, Chief Human Resources Officer, Columbia University",(212) 305-9789,4317
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY| Region: New York City,Total number yet to be confirmed,6,6/20/2013Amended: 10/1/2013,Between 9/3/2013 and 12/31/2013,7/31/2014,"Relocation of Administrative/Support staff to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,"Dana Morgan, Human Resources Manager",(212) 836-8330,4316
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY| Region: New York City,Total number yet to be confirmed.,48,2/28/2013Amended: 10/1/2013,Will occur between 5/31/2013 and closing date,7/31/2014,"Relocation of operations to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,Dana Morgan,(212) 836-8330,4315
"E.J. Noble Hospital77 W. Barney StreetGouverneur, NY 13642",Hospital,St. Lawrence | WIB Name: ST LAWRENCE | Region: North Country Region,210,210,10/1/2013,"All affected employees will be terminated starting the closing period of December 28, 2013 through December 31, 2013.",12/31/2013,Economic,Plant Closing,Plant Closing,New York State Nurses Association and 1199 United Health Workers East,"David S. Twitchell, Interim Director of Human Resources",(315) 287-1000,4314
"7 East 54th St. LLC, dba Bice Ristorante7 East 54th StreetNew York, NY 10022",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,66,66,10/1/2013,All affected employees are scheduled to be permanently laid off between 12/26/2013 and 1/1/2014.,1/1/2014,Economic,Plant Closing,Plant Closing,"Local 100, UNITE HERE","Peter Guimaraes, General Manager",(212) 688-1999,4313
"E.J. Noble Hospital77 W. Barney StreetGouverneur, NY 13642",Hospital,St. Lawrence | WIB Name: ST LAWRENCE | Region: North Country Region,210,210,10/1/2013,"All affected employees will be terminated starting the closing period of December 28, 2013 through December 31, 2013.",12/31/2013,Economic,Plant Closing,Plant Closing,New York State Nurses Association and 1199 United Health Workers East,"David S. Twitchell, Interim Director of Human Resources",(315) 287-1000,4312
"Bloomberg Law Unit731 Lexington AvenueNew York, NY 10022",Financial Management,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,95,9/30/2013,17 affected on 9/30/2013; 78 affected on 12/31/2013,-----,Bloomberg Law Unit Consolidated with Bloomberg BNA,Plant Unit Closing,Plant Unit Closing,No bumping rights exist.,Monica Chaudhry,(212) 617-8876,4311
"Residence Inn by Marriott, LLC-Residence Inn Fishkill14 Schuyler BlvdFishkill, NY 12524",Residential Hotel,Dutchess | WIB Name: DUTCHESS| Region: Mid-Hudson Region,31,31,9/30/2013,To occur between 12/31/2013 and 1/13/2014,1/13/2014,Economic,Plant Closing,Plant Closing,Employees will have no bumping rights.,"Laila Batista, Acting General Manager",(845) 896-5210,4310
"Will Poultry1075 William StreetBuffalo, NY 14206",Food Distributor,Erie | WIB Name: ERIE| Region: Western Region,113,113,9/30/2013,-----,12/28/2013,Sale of Business,Plant Closing,Plant Closing,Teamsters Local 264,Donald Will,(716) 853-2016,4309
"Smithfield Associates LLC-Pastis Restaurant9 Ninth AvenueNew York, NY 10014",Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,200,200,9/30/2013,-----,1/1/2014,Economic,Plant Closing,Plant Closing,There are no bumping rights.,"Yvette Rivera, Director of Human Resources",(212) 925-5340 X 255,4308
"Eco International200 Stage RoadVestal, NY 13850",Electronic Waste Recycling,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,82,82,9/27/2013,Separations to occur between 11/8/2013 and closing date of 12/31/2013,12/31/2013,Economic,Plant Closing,Plant Closing,"No union representation and no provision for transfer, bumping or reassignment.",Tara Connelly,(607) 729-5572,4307
"Advanced Institutional Support Services dba AdvancedMealVan Duyn Home and Hospital 5075 W. Seneca TurnpikeSyracuse, NY 13215",Food Services,Onondaga | WIB Name: ONONDAGA | Region: Central Region,58,58,9/27/2013,-----,12/31/2013,Sale of business,Plant Closing,Plant Closing,Unite HERE International Union Local 150,"Jocelyn Vega, HR Operations Manager",(315) 413-3144,4306
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,16,9/27/2013,"16 total: 13 affected on 12/27/2013, 3 affected on 1/3/2014",-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tracy Tirrell, Human Resources",(609) 315-0630,4305
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,11,8/22/2013,11/22/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4304
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,"3 (of the original 10 affected, 7 notices have been rescinded)",8/13/2013,11/15/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4303
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS| Region: Southern Region,-----,3,8/7/2013,11/8/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4302
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,7,7/31/2013,11/1/2013,-----,Economic,Plant Closing,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4301
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,"2 (of the original 8 affected, 6 notices have been rescinded)",7/23/2013,10/25/2013,-----,Economic,Plant Closing,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4300
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,-----,31,9/26/2013,on or about 12/31/2013,12/31/2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,-----,"Diane L. Wright, SPHR",(801) 567-5477,4298
"Baxter Healthcare Corporation711 Park AvenueMedina, NY 14103",Surgical Appliance & Supplies Mfg.,Orleans | WIB Name: GLOW| Region: Finger Lakes Region,-----,91,9/26/2013,1/3/2014,-----,Economic,Plant Layoff,Plant Layoff,Affected employees are not represented by a labor organization and do not have bumping rights.,Peter Woodward,(585) 798-3901,4297
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,1666,1666,3/25/2013Amended 9/25/2013,Layoffs are postponed to occur between 9/26/2013 and 10/9/2013,postponed to occur between 9/26/2013 and 10/10/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4296
"JPMorgan Chase & Co. Mortgage Bank Chase Homeownership Center4 Chase MetroTech CenterBrooklyn, NY 11245",Mortgage Banking,New York | WIB Name: NEW YORK CITY| Region: New York City,2700,16,9/24/2013,to occur between 12/22/2013 and 12/31/2013,--------,Economic,Plant Layoff,Plant Layoff,Non-union,"Magaly Denis-Roman, Vice President",(201) 595-5230,4294
"St. James Mercy Hospital/Adolescent and Adult Psychiatric Units411 Canisteo StreetHornell, NY 14843",Mental Health Treatment Center,Steuben | WIB Name: CSS| Region: Southern Region,43,43,9/24/2013,-----,12/19/2013,Economic,Plant Unit Closing,Plant Unit Closing,Bumping rights do not exist. None of the affected employees are members of a labor organization.,"Jennifer Spike, Director of Human Resources",(607) 324-8745,4293
"Legal Sea Foods, LLC5 Mamaroneck AvenueWhite Plains, NY 10601",Restaurant,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,41,41,9/24/2013,-----,12/22/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights. Affected employees are not represented by a union.,Heather A. Lacey,(617) 530-9555,4292
"ROC/United Airlines1200 Brooks Avenue, Greater Rochester International AirportRochester, NY 14624",United Airlines Airport Operations Division-customer service and ramp operations,Monroe | WIB Name: MONROE | Region: Finger Lakes RegionAlbany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,-----,40,7/12/2013Amended 9/23/2013,on 11/15/2013 or during the 14-day period thereafter,11/15/2013,To be provided by an outside vendor,Plant Unit Closing,Plant Unit Closing,International Association of Machinists,Tom Reardon,(872) 825-2069,4290
"Sky Chefs, Inc.JFK International Airport/Buildings: 122, 139, 143Jamaica, NY 11430",Food service,Queens | WIB Name: NEW YORK CITY| Region: New York City,1320,137,9/10/2013Amended 9/23/2013,Will occur between 12/4/2013 and 3/31/2014,-----,Economic,Plant Layoff,Plant Layoff,UNITE HERE International Union,"F. Bruce Murray, Director Employee and Labor Relations",(972) 793-9092,4289
"Abigail Kirsch II, LLC d/b/a Abigail KirschThe New York Botanical Garden 200th Street and Southern BoulevardBronx, NY 10458",Food Catering Service,Bronx | WIB Name: NEW YORK CITY| Region: New York City,66,66,9/18/2013,-----,12/18/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights and affected employees are not represented by any union.,"Luisa Marciano, Corporate Director of Human Resources",(914) 269-9645,4287
"Interfaith Medical Center1545 Atlantic AvenueBrooklyn, NY 11213",Medical Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,1405,1405,8/2/2013Amended: 9/18/2013,"Layoffs scheduled to commence on August 30, 2013, are now expected to commence on October 25, 2013, or within 14 days thereafter.",Undetermined at this time,Funding cuts,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, NYSNA, The Committee of Residents and Interns/SEIU, New York State Federation of Physicians and Dentists, AFL-CIO","M. Denise McLellan, SPHR, CEBS, Director of Human Resources",(718) 613-6560,4286
"Allstate Insurance Company/Allstate Buffalo Market Claim Office425 Essjay Road, Suite 100Williamsville, NY 14221",Claims,Erie | WIB Name: ERIE | Region: Western Region,48,48,9/17/2013,-----,12/16/2013,Office Consolidation with Rochester Market Claim Office,Plant Closing,Plant Closing,Affected employees do not have any “bumping rights”.,Jude O'Rourke,(585) 385-5464,4285
"Advanced Monolythic Ceramics, Inc.3101 Constitution AevnueOlean, NY 14760",Ceramic Manufacturing,Cattaragus | WIB Name: ALL/CAT | Region: Western Region,65,65,2/4/2013 Amended 9/18/2013,"Layoffs will be conducted in Phases beginning on 5/10/2013, with the expected final closing on December 31, 2013.",12/31/2013,Economic/Consolidation of manufacturing to CA site,Plant Closing,Plant Closing,Employees do not have bumping rights.,"Susan Farinacci, Director Human Resources",(805) 389-1166,4284
"Wenger NA15 Corporate DriveOrangeburg, NY 10962","Distributes and Markets Wenger Swiss Army Knives, Watches & Fragrances",Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,48,48,9/17/2013,-----,1/31/2014,Merger of NY site with CT site,Plant Closing,Plant Closing,"There is no union that represents employees and no provision for transfer, bumping or reassignment for salaried office or management personnel.","Janine Kalle', Manager, Human Resources",(845) 365-3500,4283
"Daikin McQuay4900 Technology Park BoulevardAuburn, NY 13021",Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORT| Region: Central Region,307,307,6/18/2013Amended 9/16/2013,"First phase postponed to occur on 10/14/2013 and subsequent phases: 3/2014, 8/2014 & 12/31/2014.",12/31/2014,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Elizabeth J. Hoey, Director, Human Resources",(315) 282-6296,4282
"Pfizer Inc. 401 North Middletown RoadPearl River, NY 10965",Pharmaceutical Products,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,1400,70 - 27 non-bargaining unit colleagues & 43 bargaining unit colleagues,9/13/2013,To occur between 8/13/2013 and 12/17/2013,-----,Company Restructuring,Plant Layoff,Plant Layoff,Local 95c ICWU/UFCW,"Mariana Arteaga, Human Resources Director, Manager & Operational SupportPhone: (845) 602-3611",,4281
"St. Vincent's Services-Close to Home Program12 Steuben PlaceStaten Island, NY 10304",Children's Services,Richmond | WIB Name: NEW YORK CITY| Region: New York City,37 all employees work interchangably at all three site locations,37,7/26/2013Amended 9/13/2013,9/1/2013,9/1/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights for employees.,"Mark S. Kanter, Managing Director of Human Resources",(718) 422-2240,4280
"Consolidated Bus Transit50 Snediker AvenueBrooklyn, NY 11207",Bus Transportation for NYC DOE,New York | WIB Name: NEW YORK CITY| Region: New York City,158,158,8/22/2013,-----,8/13/2013,Economic,Plant Closing,Plant Closing,IBT,Joseph Antoci,(718) 346-9600,4278
"Sky Chefs, Inc.JFK International Airport/Buildings: 122, 139, 143Jamaica, NY 11430",Food service,Queens | WIB Name: NEW YORK CITY | Region: New York City,137,137,9/10/2013,Will occur between 12/4/2013 and 3/31/2014,-----,Economic,Plant Layoff,Plant Layoff,UNITE HERE International Union,"F. Bruce Murray, Director Employee and Labor Relations",(972) 793-9092,4277
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY| Region: New York City,1666,1666,3/25/2013Amended 9/10/2013,Layoffs are postponed to occur between 9/12/2013 and 9/25/2013,postponed to occur between 9/12/2013 and 9/25/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4276
"Adecco Group158 Wallace WayRochester, NY 14624",Staffing services,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,75,75,9/10/2013,Will begin on 12/9/2013 and occur in waves through closing on 2/1/2014,2/1/2014,Economic,Plant Closing,Plant Closing,Bumping rights are not applicable as this is a non-union facility.,Pat DiGrazio,(585) 286-1476,4275
"Niagara Ceramics Corporation75 Hayes PlaceBuffalo, NY 14210",Ceramic Tablewear,Erie | WIB Name: ERIE | Region: Western Region,110,110,9/9/2013,-----,9/9/2013,Economic,Plant Closing,Plant Closing,No employee representation.,"Robert L. Lupica, President",(716) 821-5600 Ext 202,4274
"Circor Flow Technologies Spence Engineering Company150 Coldenham RoadWalden, NY 12586",Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,91,55,8/19/2013  Amended: 9/6/2013,To occur between 10/31/2013 and 2/28/2014.,-----,Economic,Plant Layoff,Plant Layoff,International Association of Machinist and Aerospace Workers Union (IAM),Sharon Bruel,(845) 778-6232,4273
"Duane Reade 55-02 55th AvenueMaspeth, NY 11378",Drug Store,Queens | WIB Name: NEW YORK CITY | Region: New York City,430,175,9/6/2013,During a 14-day period beginning on 12/5/2013,-----,Economic,Plant Layoff,Plant Layoff,Teamsters Local 210,"Anne Marie Martino, HR Director",(212) 356-6789,4272
"Circor Flow Technologies Spence Engineering Company150 Coldenham RoadWalden, NY 12586",Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,91,55,8/19/2013Amended: 9/6/2013,To occur between 10/31/2013 and 2/28/2014.,-----,Economic,Plant Layoff,Plant Layoff,International Association of Machinist and Aerospace Workers Union (IAM),Sharon Bruel,(845) 778-6832,4271
"Kaye Scholer LLP425 Park AvenueNew York, NY 10022",Law firm,New York | WIB Name: NEW YORK CITY| Region: New York City,total number yet to be confirmed,6,6/20/2013 Amended 9/5/2013,Between 9/3/2013 and 10/3/2013,7/31/2014,"Relocation of Administrative/Support staff to Tallahassee, Florida",Plant Unit Closing,Plant Unit Closing,None of the affected employees are members of a labor organization.,"Dana Morgan, Human Resources Manager",(212) 836-8330,4269
"Keywell, L.L.C.300 Falconer StreetFrewsburg, NY 14738",Aerospace Metals and Specialty Steels recycling,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western Region,83,83,8/30/2013 Amended: 9/4/2013,Terminations will take place 9/6/2013 through 9/19/2013 and 10/11/2013 through 10/24/2013.,10/24/2013,Economic,Plant Closing,Plant Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, on behalf of USW Local 9367.","Jack Joyce, Vice President - HR",(773) 660-2060 ext. 235,4267
"Zip-Pak171 Route 303Orangeburg, NY 10962",Resealable packaging for packaged goods,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,41,41,8/28/2013Amended 9/3/2013,Separations anticipated to occur between 12/6/2013 and 5/30/14,6/1/2014,Corporate reorganization,Plant Closing,Plant Closing,There are no bumping rights.,"Stephen Schaller, Director of Operations",(815) 341-0922,4266
"Keywell, L.L.C.300 Falconer StreetFrewsburg, NY 14738",Aerospace Metals and Specialty Steels recycling,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western Region,49,49,8/30/2013,Terminations will take place 9/6/2013 through 9/19/2013 and 10/11/2013 through 10/24/2013.,10/24/2013,Economic,Plant Closing,Plant Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, on behalf of USW Local 9367.","Jack Joyce, Vice President - HR",(773) 660-2060 ext. 235,4264
"Sodexo, Inc.100 James E Casey DriveBuffalo, NY 14206",Food Service,Erie | WIB Name: ERIE | Region: Western Region,41,41,8/30/2013,-----,11/29/2013,Loss of Contract,Plant Closing,Plant Closing,Rochester Regional Joint Board Workers United - Local 4,"Mahlet Tesfatsion, Sr. HR Manager",(646) 957-3290,4263
"Zip-Pak171 Route 303Orangeburg, NY 10962",Resealable packaging for packaged goods,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,41,41,8/28/2013,Separations anticipated to occur between 12/6/2013 and 5/30/14,To be determined,Corporate reorganization,Plant Closing,Plant Closing,There are no bumping rights.,"Stephen Schaller, Director of Operations",(815) 341-0922,4262
"Capital One Bank151 Rodeo DriveBrentwood, NY 11717",Bank,Suffolk | WIB Name: SUFFOLK | Region: Long Island,23,23,5/16/2013Amended 8/29/2013,12/1/2013,12/1/2013,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and they will not have bumping rights.,"Gail S. Ball, Vice President, Treasury Management Operations",(302) 494-7525,4261
"Bayer HealthCare LLC555 White Plains RoadTarrytown, NY 10591",Health Care and Medical Products Industry,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,175 Transfer opportunities have been offered to all workers. It is unknown how many will take advantage of the option to transfer at this time.,17,8/22/2013  Amended 8/28/2013,Will begin on 11/21/2013 or the 14-day period thereafter through 9/30/2014,9/30/2013,"Consolidation of business operations to Whippany, NJ",Plant Closing,Plant Closing,Bumping rights do not exist.,"Debbie Barchella, Senior HR Manager",(914) 333-6069,4260
"Lenroc, L.P. at the Holiday Inn Hotel222 S. Cayuga StreetIthaca, NY 14850",Hotel,Tompkins | WIB Name: TOMPKINS | Region: Southern Region,95,95,8/26/2013,11/22/2013,11/2/2013,Renovations to Hotel,Temporary Plant Closing,Temporary Plant Closing,Bumping rights do not exist for the affected employees as they are all non-union.,Mark Frantz,(716) 893-6551,4259
"Interfaith Medical Center1545 Atlantic AvenueBrooklyn, NY 11213",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,1405,1405,8/2/2013 Amended: 8/23/2013,"Layoffs originally scheduled to commence on August 12, 2013, are now expected to commence on August 30, 2013, or within 14 days thereafter.",Undetermined at this time,Funding cuts,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, NYSNA, The Committee of Residents and Interns/SEIU, New York State Federation of Physicians and Dentists, AFL-CIO","M. Denise McLellan, SPHR, CEBS, Director of Human Resources",(718) 613-6560,4258
"Bayer HealthCare LLC555 White Plains RoadTarrytown, NY 10591",Health Care and Medical Products Industry,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,-----,17,8/22/2013,Will being on 11/21/2013 or the 14-day period thereafter through 9/30/2014,Unspecified at this time,Economic,Plant Closing,Plant Closing,Bumping rights do not exist.,"Debbie Barchella, Senior HR Manager",(914) 333-6069,4257
"Personal Communication Devices, LLC80 Arkay Drive, Suite #210 (Corporate Office)Hauppauge, NY 11788",Wireless communication services,Suffolk | WIB Name: SUFFOLK | Region: Long Island,78,78,8/22/2013,-----,10/18/2013,Economic,Plant Closing,Plant Closing,Bumping rights do not exist and no labor unions represent any of the affected employees.,"Raymond F. Kunzmann, Chief Financial Officer",(631) 233-3347,4256
"Bombardier Mass Transit Corporation-Overhaul Division7940 State Route 415Bath, NY 14810",Rail equipment manufacturing,Steuben | WIB Name: CSS | Region: Southern Region,-----,11,8/22/2013,11/22/2013,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative.,"Tim Bunda, Human Resources",(215) 441-1863,4255
"Southeastern Container, Inc.115 Airport DriveWappingers Falls, NY 12590",Beverage Bottling Manufacturing,Dutchess | WIB Name: DUTCHESS | Region: Mid-Hudson Region,-----,31,6/20/2013Amended 8/21/2013,Some layoffs have been postponed to occur between 10/16/2013 and 11/12/2013.,9/21/2013,Economic,Plant Closing,Plant Closing,No bumping rights available and no union representation.,"Joaquin Gonzales, General Manager",(845) 463-3935 x 8203,4254
"Circor Flow Technologies Spence Engineering Company150 Coldenham RoadWalden, NY 12586",Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,55,55,8/19/2013,To occur between 10/31/2013 and plant closing on 2/28/2014,2/28/2014,Economic,Plant Closing,Plant Closing,International Association of Machinist and Aerospace Workers Union (IAM),Sharon Bruel,(845) 778-6832,4253
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,-----,13,8/19/2013,11/22/2013,12/31/2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,-----,"Diane L. Wright, SPHR",(315) 738-2359,4252
