Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
DAL GLOBAL SERVICES,CARGO OPERATIONS,QUEENS | WIB: NEW YORK CITY | Region: NEW YORK CITY,---,100 Warehouse Agents,5/11/2005 Control Number: 2004-155,5/31/2005,---,ECONOMIC - an unexpected reduction in business at its cargo operations located at Lufthansa Cargo.,LAYOFF,LAYOFF,,BOYD MCBURNETT Phone: 404 715-8867,,1140
PIUS XII YOUTH & FAMILY SERVICES,SOCIAL SERVICES,KINGS | WIB: NEW YORK CITY | Region: NEW YORK CITY,---,379,5/16/2005 Control Number: 2004-156,7/1/2005,---,ECONOMIC - The transfer of family programs at various locations to other voluntary agencies. Some of the laid off workers may be re- employed.,LAYOFFS,LAYOFFS,"CSEA, AFSCME",EVE KAGLE,718 561-2073,1143
CARNEGIE PARTNERS INC. DBA REHAB INISTITUTE OF NY AT,HEALTH CENTER,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,553,553,5/18/2005 Control Number: 2004-157,BEGINNING 7/18/2005,8/1/2005,ECONOMIC,PLANT CLOSING,CLOSING,"SEIU, LO 1199","WILLIAM PASCOCELLO, ADMINISTRATOR",212 410-8760,1145
ATLANTIC & PACIFIC TEA CO.,FOOD WAREHOUSE,BRONX | WIB: NEW YORK CITY | Region: NEW YORK CITY,380,380,5/23/2005 Control Number: 2004-158,7/19/2005,7/19/2005,ECONOMIC,PLANT CLOSING,CLOSING,,"ROBERT WODARCZYK OR MARION KING, DIR. HR",973 321-3722,1147
"AMERUS GROUP - BANKERS LIFE OF NY
		65 FROEHLICH FARM BLVD.
WOODBURY, NY  
County:		NASSAU | WIB: OYSTER BAY  | Region: LONG ISLAND

Contact:		MARY LOU BESKA				

Phone: 516 390-7411

Business Type: 	INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","NASSAU | WIB: OYSTER BAY  | Region: LONG ISLAND

Contact:		MARY LOU BESKA				

Phone: 516 390-7411

Business Type: 	INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER",,"8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER",OTHER,"LAYOFF

Company:	AMERUS GROUP - BANKERS LIFE OF NY
		65 FROEHLICH FARM BLVD.
WOODBURY, NY  
County:		NASSAU | WIB: OYSTER BAY  | Region: LONG ISLAND

Contact:		MARY LOU BESKA				

Phone: 516 390-7411

Business Type: 	INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER",,"MARY LOU BESKA				

Phone: 516 390-7411

Business Type: 	INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER","516 390-7411

Business Type: 	INSURANCE

Number Affected:	39

Total Employees:		---

Layoff Date:	8/1/2005	 - 6/30/2006

Closing Date:	---	

Reason for Dislocation:	ECONOMIC

ERNUM:  6371148			

Classification: 	OTHER",1148
"INTERSTATE BRANDS CORP.
		19 PALMER ROAD
BIG FLATS, NY  14814
County:		CHEMUNG | WIB: CSS  | Region: SOUTHERN TIER

Contact:		RICK FINCH				Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION DEPOTS-
 WONDER BREAD,  HOSTESS,  ETC.

Number Affected:	8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","FOOD DISTRIBUTION DEPOTS-
 WONDER BREAD,  HOSTESS,  ETC.

Number Affected:	8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","CHEMUNG | WIB: CSS  | Region: SOUTHERN TIER

Contact:		RICK FINCH				Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION DEPOTS-
 WONDER BREAD,  HOSTESS,  ETC.

Number Affected:	8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED",,"7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","9 DISLOCATIONS

Company:	INTERSTATE BRANDS CORP.
		19 PALMER ROAD
BIG FLATS, NY  14814
County:		CHEMUNG | WIB: CSS  | Region: SOUTHERN TIER

Contact:		RICK FINCH				Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION DEPOTS-
 WONDER BREAD,  HOSTESS,  ETC.

Number Affected:	8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED","RICK FINCH				Phone: 913 905-4959

Business Type: 	FOOD DISTRIBUTION DEPOTS-
 WONDER BREAD,  HOSTESS,  ETC.

Number Affected:	8

Total Employees:		8

Layoff Date:	7/29/2005	

Closing Date:	8/6/2005	

Reason for Dislocation:	ECONOMIC

ERNUM: 4751712			

Union:	SEVERAL

Classification: 	OTHER

ADDITIONAL CLOSINGS AND LAYOFFS:
---------------------------------------------------------------------------------------------------------

2004-161   591 CONKLIN RD., BINGHAMTON (BROOME CO.) -CLOSING- 6 AFFECTED

2004-162    1102 W. REMINGTON ST., BLACK RIVER (JEFFERSON) - CLOSING- 6 AFFECTED

2004-163   313 FOUGERON ST., BUFFALO (ERIE) -LAYOFF - 68 AFFECTED

2004-164   3208 FLUVANNA AVE., JAMESTOWN (CHAUTAUQUA) - CLOSING - 8 AFFECTED

2004-165   5820 E. MALLORY RD., MATTYDALE (ONONDAGA) -  LAYOFF - 26 AFFECTED

2004-166   CANTON RD., POTSDAM (ST. LAWRENCE) - CLOSING - 5 AFFECTED

2004- 167   3645 W. HENRIETTA RD., ROCHESTER (MONROE) - LAYOFF- 37 AFFECTED

2004- 168   601 SECOND ST., UTICA ( ONEIDA) - CLOSING - 24 AFFECTED",,1149
"SID HARVEY INDUSTRIES, INC.",HEATING- AIR CONDITIONING,NASSAU | WIB: HEMPSTEAD | Region: LONG ISLAND,95,95,6/3/2005 Control Number: 2004-169,BEGINNING 8/1/05,12/31/2005,ECONOMIC - RELOCATION TO SOUTH CAROLINA,PLANT CLOSING,CLOSING,,"JIM OTTO, SR.V.P.; 516 825-5654",,1152
QUEENS PRIVATE CORRECTIONAL FACILITY,CORRECTIONAL FACILITY,QUEENS | WIB: NEW YORK CITY | Region: NEW YORK CITY,149,149,6/7/2005 Control Number: 2004-170,6/30/2005,6/30/2005,EXPIRATION OF CONTRACT- Their contract with the US Dept. of Homeland Security and Immigration Services was not renewed.,PLANT CLOSING,CLOSING,YES,"MARGARET CISNEROS, ADMINISTRATOR, 718 553-5420",,1153
"ROUTE MESSENGER SERVICES, INC.",MESSENGER,QUEENS | WIB: NEW YORK CITY | Region: NEW YORK CITY,139,139,6/8/2005 Control Number: 2004-171,8/8/2005,8/8/2005,ECONOMIC,PLANT CLOSING,CLOSING,TEAMSTERS LO 804 - JERRY RANITA,MITCHELL KURTZER - 718 628-9050,,1154
LIFETIME HEALTH MEDICAL GROUP,HEALTH CENTER,ONONDAGA | WIB: ONONDAGA | Region: CENTRAL REGION,---,70 (Some may be able to transfer to other sites),"6/9/2005 Control Number: 2004-172, 173",8/24/2005,---,ECONOMIC,MASS LAYOFF,2 DISLOCATIONS,,"DEBORAH CARLASCIO, DIR. OF OPERATIONS ; 585 336-4841",,1155
INTERSTATE BRANDS CORP.,FOOD DISTRIBUTION,ALBANY | WIB: CAPITAL DISTRICT | Region: CAPITAL DISTRICT,--,29,6/13/2005 Control Number: 2004-174,8/20/2005,--,ECONOMIC,OTHER,LAYOFF,IBT 182,RICK FINCH,913 905-4959,1160
SHOPRITE - WAKEFERN FOOD CORP.,FOOD DISTRIBUTION WAREHOUSE,ORANGE | WIB: ORANGE | Region: HUDSON VALLEY,316,316,6/13/2005 Control Number: 2004-175,8/13/2005,BY 9/30,ECONOMIC,PLANT CLOSING,CLOSING,"BTCWHA, LO. 445",CARMINE CARUSO Phone: 732 906-5169,,1162
DAYTIME PROGRAMMING INC.,MEDIA,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,225,225,6/15/2005 Control Number: 2004-176,8/19/2005,9/2/2005,ECONOMIC,PLANT CLOSING,CLOSING,,GEORGE K. COONEY Phone: 212 450-1663,,1163
ASTRA TRANSPORTATION CORP.,TRANSPORTATION,WESTCHESTER | WIB: YONKERS | Region: HUDSON VALLEY,,---,6/14/2005 Control Number: 2004-177,possibly beginning 8/15,---,ECONOMIC - Astyra has transportation contracts with Westchester Co..,OTHER - CONDITIONAL NOTICE,CONDITIONAL NOTIFICATION,TWU,BARBARA GREENBERG,914 965-9006,1164
COLUMBIA UNIVERSITY,CONFERENCE CENTER,ORANGE | WIB: ORANGE | Region: HUDSON VALLEY,97,97,6/15/2005 Control Number: 2004-178,8/15/2005,9/16/2005,ECONOMIC,PLANT CLOSING,CLOSING,,FELICE B. ROSAN,212 854-0778,1165
PURDUE PHARMA LP,MEDICAL,WESTCHESTER | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,119,119,6/22/2005 Control Number: 2004-179,TO BE DETERMINED,TO BE DETERMINED,ECONOMIC,PLANT CLOSING,CLOSING,,DANIELLE NELSON,203 588-7035,1167
LONG ISLAND UNIVERSITY - SOUTHAMPTON COLLEGE,COLLEGE,SUFFOLK | WIB: SUFFOLK | Region: LONG ISLAND,---,127,6/27/2005 Control Number: 2004-180,BEGINNING 8/15/2005,N/A,ECONOMIC,OTHER,LAYOFF,"SCFT, OPEIU, IBT, IUOE","DANIEL RODAS, PROVOST",631 287-8301,1171
"CAPGEMINI
555 W. 57TH ST.
NEW YORK, NY 10019",BUSINESS SERVICES,NEW YORK | WIB: NEW YORK CITY  | Region: NEW YORK CITY,---,150,6/30/2005 Control Number: 2004-182,7/31/2005,N/A,ECONOMIC,OTHER,LAYOFF,,"SARA RIDINGER, DIR.",972 556-7480,1173
"GLORIA WISE BOYS & GIRLS CLUB
950 BAYCHESTER AVE.
BRONX, NY  10475","SOCIAL SERVICES
Number Affected: 535
Total Employees: --- 
Layoff Date:	BEGINNING 6/30/2005
Closing Date:  --- 
Reason for Dislocation: CONTRACT TERMINATED:
They were notified that all their contracts
with the City of New York will be terminated. 
The new providers may hire some of the workers.
ERNUM: 8608172
Classification: MASS LAYOFF",,---,535,6/30/2005 Control Number: 2004-w181,BEGINNING 6/30/2005,---,"CONTRACT TERMINATED:
They were notified that all their contracts
with the City of New York will be terminated. 
The new providers may hire some of the workers.",MASS LAYOFF,CANCELLATION OF CONTRACT,,"LYNNE MANDIOLA, DIR.H.R.",718 824-9060,1174
"COOPER WIRING DEVICES, INC.
23-10 QUEENS PL. SOUTH
LONG ISLAND CITY, NY  11101","MFG. OF ELECTRICAL PRODUCTS
Number Affected: 310
Total Employees: 310
Layoff Date:	BEGINNING 9/1/2005
Closing Date: TO BE DETERMINED
Reason for Dislocation: ECONOMIC
ERNUM: 3670160
Classification: PLANT CLOSING",QUEENS | WIB: NEW YORK CITY  | Region: NEW YORK CITY,310,310,6/30/2005 Control Number: 2004-183,BEGINNING 9/1/2005,TO BE DETERMINED,ECONOMIC,PLANT CLOSING,CLOSING,,"ROBERT TENENBERG, MGR. HR",718 706-3353,1176
"JOHNSON CONTROLS, INC.",AUTOMOTIVE SYSTEMS,DUTCHESS | WIB: DUTCHESS | Region: HUDSON VALLEY,110,110,7/5/2005 Control Number: 2005-001,8/31/2005,8/31/2005,ECONOMIC,PLANT CLOSING,CLOSING,"SEIU, LO. 200; CARPENTERS UNION, LO. 19; PLUMBERS, LO. 21;","DEB KRECZOWSKI, HR MGR; 845-894-3463",,1177
G+J USA PUBLISHING,PUBLISHING,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,529,153,7/5/2005 Control Number: 2005-002,"6/30/2005 - Employer states that although the employees will not be required to work past 6/30/05, the terminations will be effective no less than 60 days from 6/30/05.",---,ECONOMIC - SALE,,LAYOFF DUE TO SALE,,KATHY GRIMES; 212 499-2212,,1178
"GAP, INC.",CLOTHING,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,---,156,7/7/2005 Control Number: 2005-003,9/5/2005,n/a,ECONOMIC - the affected workers are being offered positions in CA.,OTHER,RELOCATION OF THEIR PRODUCT DESIGN AND,,"MARY JO NASH, DIR. H.R.",415 427-3350,1181
WEST VALLEY NUCLEAR SERVICES CO.,NUCLEAR SERVICES,CATTARAGUS | WIB: ALL/CAT | Region: WESTERN REGION,---,62,7/11/2005 Control Number: 2005-004,9/12/2005,---,ECONOMIC,OTHER,LAYOFF,,"TONI SAWYER, MGR. HR; 716 942-4949",,1182
"TRR CARRIERS, INC.",TRUCKING,ORANGE | WIB: ORANGE | Region: HUDSON VALLEY,53,53,7/12/2005 Control Number: 2005-005,9/10/2005,9/30/2005,ECONOMIC,PLANT CLOSING,CLOSING,IBT- LO 445,"CARMINE CARUSE, SR. MGR.",732-906-5169,1183
"NATIVE TEXTILES, INC.",WARP KNITTING,WARREN | WIB: SAR/WAR/WAS  | Region: CAPITAL DISTRICT,85,85,7/15/2005 Control Number: 2005-006,9/13/2005,9/13/2005,ECONOMIC,PLANT CLOSING,CLOSING,"CWA, LO. 1139","DONALD WILLIAMS , VP",518 792-1188,1185
GoodTimes Entertainment LLC,Entertainment,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,102,102,7/25/2005 Control Number: 2005-W007,9/18/2005,9/18/2005,Sale of business & assets,Plant Closing,Sale of business & assets/plant closing,,"Celeste Russell, VP HR Phone: 212-951-3082",,1191
St. Mary's Hospital,Hospital,Kings | WIB: NEW YORK CITY | Region: NEW YORK CITY,1068,1068,7/25/2005 Control Number: 2005-W008,9/19/2005,9/19/2005,Economic,plant closing,Closing,,"M. Anthony Napoli, SVP Chief HR Officer Phone: 212-356-4719",,1192
"Tops Markets, LLC",Grocery,Oswego | WIB: OSWEGO | Region: CENTRAL REGION,110,110,"7/27/2005 Control Number: 2005-W009, W010, W011 & W012",9/24/2005,9/24/2005,Economic,Plant Closing,4 store closings,,"John P. Barrett, Sr VP, HR Phone: 7166355949",,1194
Fiserv,Financial Data Services,Onondaga | WIB: ONONDAGA | Region: CENTRAL REGION,69,69,7/29/2005 Control Number: 2005-W013,9/30/2005,12/31/2005,Economic,Plant Closing,Unit Closing,,"Douglas Kabel, CTP Phone: 315 452-4103",,1197
Miramax Film Corp. - Walt Disney Studios,Media,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,175,To be determined,8/2/2005 Control Number: 2005-w014,9/30/2005,n/a,"The owners, the Weinstein Brothers, will be starting a new entity. They may offer employment to many of the 175 workers at Miramax. Of those remaining, some will be retained and some may be laid off. At this time the number to be laid off is not yet determined and will probably be minimal as Miramax will continue on its own.",Other - Conditional Notice,New entity forming,,Lisa Kludjian; 818 558-2529,,1198
UFJ BANK,BANK,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,290,120,8/4/2005 Control Number: 2005-w015,9/30/2005,n/a,MERGER- UFJ Bank is merging with Bank of Tokyo-Mitsubishi resulting in layoffs from UFJ Bank.,MASS LAYOFF,LAYOFF DUE TO MERGER,,"JOAN AMBROSINO, VPHR",212 339-6221,1201
"WELLS FARGO SECURITIES, LLC",SECURITIES,NEW YORK | WIB: NEW YORK CITY | Region: NEW YORK CITY,---,27,8/9/2005 Control Number: 2005-w016,10/3/2005,---,ECONOMIC,OTHER,LAYOFF,NONE,"MARCIE LEWIS, HR CONSULTANT",612 667-3892,1202
"VIRGIN ATLANTIC AIRWAYS, LTD.",AIRLINE,QUEENS | WIB: NEW YORK CITY | Region: NEW YORK CITY,---,25,8/9/2005 Control Number: 2005-w017,9/15/2005,N/A,ECONOMIC,OTHER,LAYOFF,,"GRACE LEE, VP Phone: 203 750-2123",,1203
