Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Carolina Precision Plastics, LLC
   100 13th Avenue
  Ronkonkoma, NY 11779","Molds, assembles and decorates for various consumer  products",Suffolk | WIB: SUFFOLK | Region: LONG ISLAND,84,84,9/25/2006,11/20/2006,11/20/2006,Moving to North    Carolina,,Plant  Closing,There will not be any “bumping” rights for  any of the affected employees.,"Bethann Huston, Human Resource Coordinator",(631) 585-4807 ext. 315,1431
"ESPN, Inc. 
  Mobile ESPN MVNO
   605 Third    Avenue
  New York, NY 10158",Wireless voice and data services,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,87 at the Mobile ESPN MVNO operations,10/4/2006,2/28/2007,2/28/2007,Business circumstances,,Plant operating unit closing,"Affected employees do not have bumping  rights, they do not have the right to transfer to other facilities, and none of  them are represented by a union.","Milton Anderson, VP, Human Resources",(860) 766-2227,1435
"Ames True Temper
   4167 Acme Road
  Frankfort, NY 13340",Lawn and garden products,Herkimer | WIB: HMO | Region: CENTRAL  REGION,75,75,10/5/2006,12/1/2006,12/1/2006,Economic,,Plant  Closing,"Local Union 1916 and  International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths,  Forger and Helpers","Chris L. Ebling, V.P., Human Resources",(717) 730-2502,1436
"Sherwood Robomatics Machine Department
  120 Church    Street
  Lockport, NY 14094",Manufacturer of valves for gas/fluid control,Niagara | WIB: NIAGARA | Region: WESTERN  REGION,62,51,10/6/2006,12/8/2006,12/8/2006,Economic,Plant Closing,Plant  Closing,"There are bumping rights available to  bargaining unit employees under the collective bargaining agreement between  Sherwood and the United Automobile, Aerospace and Agricultural Implement  Workers of America (UAW), Local 686.","Cynthia Pisani, Manager, Human Resources & Safety",(716) 505-4821,1438
"Bechtel Plant Machinery, Inc.
   600 Liberty    Street 
  P.O. Box 1021
  Schenectady, NY 12301-1021",Engineering and project management work for Navy  Nuclear Propulsion Program,Schenectady  | WIB: CAPITAL DISTRICT | Region: CAPITAL  DISTRICT,300,300,10/13/2006,"The  affected employees will be laid off or transferred to Pittsburgh gradually over the next three  months to twenty-four months. The  current office is staffed primarily by engineers and other professionals and  managers. Most of these employees are  being offered jobs at the Pittsburgh  location. 
  A satellite office will be established at an alternate  location in the Schenectady  area. Approximately 65 employees are  projected to be offered jobs at the satellite office.",(see  above),"Economic – Consolidating activities into their  existing and larger office in Pittsburgh,   PA.",Plant Closing,Plant  Closing,There are no  bumping rights; most of the affected employees are being offered jobs in Pittsburgh.,"Santos Hernandez, Manager",NP,1440
"Gussco Manufacturing, Inc.
   5112 Second    Avenue
  Brooklyn, NY 11232",Office Filing Supplies,Kings | WIB: NEW YORK CITY | Region: NEW YORK CITY,67,67,10/18/2006,12/15/2006,12/31/2006,Economic,Plant Closing,Plant  Closing,"Local No.  447, Printing Specialties and Products Union",Arlene Thomashow,(718) 492-7900,1443
"Ward Products, LLC
   61 Edson Street and 6    Sam Stratton Road
  Amsterdam, NY 12010",Automobile & Communications Products – Electronics  & Mechanical Assemblies,Montgomery  | WIB: FMS | Region: CENTRAL  REGION,52,52,10/26/2006,12/29/2006,12/29/2006,Economic,,Plant  Closing,44 of the affected employees are represented  by IBEW Local 1968,"Josef Honer,  CEO/President",(732) 846-7500 ext. 125,1448
"PLVTZ, LLC dba Levitz Furniture - Corporate Office
   300 Crossways    Park Drive
  Woodbury, NY 11797",Furniture - Corporate Office,Nassau | WIB: OYSTER BAY | Region: LONG ISLAND,102,52,10/27/2006,12/22/2006,12/29/2006,Relocating Corporate Office to New York City. The Management Information Systems Department  (approximately 50 employees) will remain open.,Plant Unit Closing,Plant  Unit Closing,No bumping rights exist. There are no outside representatives for any  of the affected employees.,"R. Michael Rudman, Senior VP - Human Resources",(516) 496-9560 ext. 1633,1452
"The Mark   Hotel
   25 East 77th    Street
  New York, NY 10021",Hotel,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,235,235,10/30/2006,12/31/2006,12/31/2006,Closing for renovation,,Plant  Closing,"There are no bumping rights in connection  with any of the positions affected by this closing. Approximately 160 of the affected employees  are represented by a labor organization, Service  Employees International Union, Local 758, 330 West 42nd Street, New    York, New York 10023.","Mr. Alain Negueloua, General Manager",(212) 606-4526 or (212) 606-4525,1454
"Tower Records
   1961 Broadway
  New York, NY 10023","Music, video & book store",New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,100,100,11/2/2006,12/31/2006,12/31/2006,Company filed Chapter 11 bankruptcy,,Plant  Closing,-----,"Adam Karr, O'Melveny & Myers LLP",(213) 430-6516,1456
"The Smith & Wollensky Restaurant Group, Inc.
   575 Park Avenue
  New York, NY 10021",Restaurant,New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,80,80,11/2/2006,1/1/2007,1/1/2007,The restaurant's property owner is not renewing the  lease.,,Plant  Closing,Bumping rights do not exist.,"Kevin Dillon, Director of Operations",(212) 838-2061 ext. 2322,1457
"Fiserv,  Inc. (""Fiserv"")
  RSA Solutions, Inc. and RSA  Mortgage Solutions, Inc.
  (collectively ""Fiserv RSA"")
   6400 Main    Street
  Amherst, NY 14221",Provide  outsourced loan origination services to the  residential mortgage lending industry.,Erie | WIB: ERIE | Region: WESTERN  REGION,303,121,11/7/2006,1/5/2007,1/5/2007,Fiserv discontinuing business operations performed by  Fiserv RSA. Fiserv Auto will remain open  at the Amherst  facility and currently employs 182 people.,,Plant  Unit Closing,-----,"Julie Haley, VP/Corporate Counsel",(716) 564-4627,1458
"Burma Bibas, Inc.
   21-09 Borden    Avenue
  Long Island City, NY 11101",Neckwear factory,Queens | WIB: NEW YORK CITY | Region: NEW YORK CITY,75,75,11/7/2006,1/8/2007,1/8/2007,Economic,,Plant  Closing,Unite Here  Local 250C and 253C,"Alan Kardos, CFO",(212) 937-4949,1459
"TD Ameritrade
   100 Wall Street
  New York, NY 10005","Provides  online resources for a full range of brokerage, banking, retirement, and mutual  fund products and services.","New York | WIB: NEW YORK CITY | Region: NEW YORK CITY 
   Albany  / WIB: ALBANY/RENS./SCHENECTADY / Region:  CAPITAL REGION",-----,151,11/10/2006,"Layoffs began on January 31, 2006 and are expected to  continue until July 2007.",-----,"TD Waterhouse Group, Inc. has been sold to Ameritrade,  forming a new entity TD Ameritrade. Job  losses due to merger.",Mass Layoff,Layoff,There are no bumping rights.,"Jessica Bednarovsky, Director of Human Resources",(201) 369-8360,1461
"Shearman & Sterling LLP
   New York  Distribution, Fax/Mail Center, Reproduction, 
   Proof Reading and Document  Processing Departments
   599 Lexington    Avenue
  New York, NY 10022","Document,  fax/mail and office distribution functions.",New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,120,11/15/2006,1/19/2007,1/19/2007,"Shearman  & Sterling LLP plans to outsource certain  document, fax/mail & office distribution functions. As a result, will be eliminating its New York  Distribution, Fax/Mail Center, Reproduction, Proof Reading and Document  Processing departments.",,Plant Units Closings,"No employee is represented by a union, and  employees do not have “bumping” rights.","Barbara Gannett, Director, Human Resources",(212) 848-5408,1462
"Shearman & Sterling LLP
   New York  Distribution, Fax/Mail Center, Reproduction, 
   Proof Reading and Document  Processing Departments
   599 Lexington    Avenue
  New York, NY 10022","Document,  fax/mail and office distribution functions.",New York | WIB: NEW YORK CITY | Region: NEW YORK CITY,-----,120,11/15/2006,1/19/2007,1/19/2007,"Shearman  & Sterling LLP plans to outsource certain  document, fax/mail & office distribution functions. As a result, will be eliminating its New York  Distribution, Fax/Mail Center, Reproduction, Proof Reading and Document  Processing departments.",,Plant Units Closings,"No employee is represented by a union, and  employees do not have “bumping” rights.","Barbara Gannett, Director, Human Resources",(212) 848-5408,1463
"TransUnion Settlement Solutions, Inc.
   348 Harris Hill    Road
  Buffalo, NY 14221",Real estate appraisals,Erie | WIB: ERIE | Region: WESTERN  REGION,97,97,11/28/2006,1/31/2007,1/31/2007,Due to business conditions,Plant Closing,Plant  Closing,There is no union representation for any of  the affected employees.,"Colleen Lelito, Director of Appraisal",(800) 833-8283 ext. 170,1465
"Alutiiq-Wackenhut Security Services
   664    Eichelberger Road
  West Point, NY 10996",Security services,Orange  | WIB: ORANGE | Region: HUDSON VALLEY,-----,95,12/4/2006,1/31/2007,-----,"Expiration of contract with the Army for West Point, New    York is due to expire on 1/31/07. The successful bidder for the new contract at  West Point is TW & Company with Chenega as  their subcontractor. Up to 95 employees  may be affected by this contract termination, but expect most, if not all, of  those employees to be offered positions with the new contractor.",,Possible  Mass Layoff,-----,"Steven L. Andraschko, Program Manager",(757) 819-6000,1466
"Waste Management of New York,  LLC (Long Island Division)
   Long Island Hauling 
  1198 Prospect Avenue
  Westbury, NY 11590",Waste Management,"Nassau | WIB: HEMPSTEAD  | Region: LONG ISLAND 
   Nassau  / WIB: OYSTER BAY  / Region: LONG ISLAND
   Suffolk  / WIB: SUFFOLK / Region: LONG ISLAND",49,49,12/5/2006,12/31/2006,-----,"Waste Management of New York, LLC contracted to sell operations  to Winters MSW Holdings, LLC, Winter Bros. Recycling Corp., and Winters  Holtsville Transfer Station LLC (“the Buyers).  The Buyers may hire an undetermined number of the former Waste  Management employees.",Layoff,Layoff,Teamsters  Local 813,"Teresa  Beiter, Senior HR Manager",(718) 533-5267,1468
"Mail Terminal Services, LLC
   140 58 Street, Suite 2-B
  Brooklyn, NY 11220",,Kings | WIB: NEW YORK CITY | Region: NEW YORK CITY,65,65,12/6/2006,2/17/2007,2/17/2007,"Consolidating terminals. The work presently handled by Brooklyn  terminal will be handled by existing Islip, New York and Rutherford,   New Jersey terminals.",Plant Closing,Plant  Closing,-----,"Linda Hitchcock, HR Manager, East Region or  Damaris Cordero  
  Phone:  (954) 377-4532  HR Representative in Brooklyn
    (718) 439-7639 
  Business Type:  Mail Terminal Services (MTS) processing facility",,1469
"Sears, Roebuck and Co.
   400 E. Fordham    Rd.
  Bronx, NY 10458-5039",Retail,Bronx | WIB: NEW YORK CITY | Region: NEW YORK CITY,217,217,12/18/2006,2/15/2007,2/15/2007,Due to change in business circumstances,,Plant  Closing,There is no union organization at the  facility.,Susan Karim,(917) 623-5755,1472
"Uniflex Holdings, Inc. (Uniflex)
   383 West John    Street
  Hicksville, NY 11802",Plastic packaging products,"Nassau | WIB: OYSTER BAY | Region: LONG ISLAND 
   Nassau  / WIB: HEMPSTEAD / Region: LONG ISLAND",30,30,12/19/2006,2/12/2007,2/12/2007,Company merger - closing manufacturing plants,Plant Closing,Plant  Closing,"Some of the  employees based at the Westbury, NY facility are represented by Union Local  348-S, United Food and Commercial Workers Union.","Billie Raisides, Director, Human Resources",(203) 504-9765,1473
"Camp LaGuardia Shelter
  Chester, NY",Homeless Shelter,Orange | WIB: ORANGE | Region: HUDSON VALLEY,170,170,12/29/2006,"Lay-offs will be taking place on a rolling basis  starting in February 2007 through 
  June 30, 2007.",6/30/2007,The closure of this facility is part of Mayor  Bloomberg’s five-year plan to reduce homelessness in New York City by two-thirds by 2009.,,Plant  Closing,Eleven (11)  employees at Camp LaGuardia Shelter are members of the International Union of  Operating Engineers – Local 30.,"Kelly  Ashley, Human Resources Manager or 
  Lynne Plavnick, Sr. Dir. Of Human Resources",Ms. Ashley - (845)  469-0725; Ms. Plavnick – (646) 685-0202,1474
"Camp LaGuardia Shelter
  Chester, NY",Homeless Shelter,Orange | WIB: ORANGE | Region: HUDSON VALLEY,170,170,12/29/2006,"Lay-offs will be taking place on a rolling basis  starting in February 2007 through 
  June 30, 2007.",6/30/2007,The closure of this facility is part of Mayor  Bloomberg’s five-year plan to reduce homelessness in New York City by two-thirds by 2009.,,Plant  Closing,Eleven (11)  employees at Camp LaGuardia Shelter are members of the International Union of  Operating Engineers – Local 30.,"Kelly  Ashley, Human Resources Manager or 
  Lynne Plavnick, Sr. Dir. Of Human Resources",Ms. Ashley - (845)  469-0725; Ms. Plavnick – (646) 685-0202,1475
"ProFoods  Restaurant Supply, Inc. (a wholly owned subsidiary of BJ's 
   Wholesale Club, Inc.)
   53-01 11th    Street
  Long Island City, NY 11101",Food products & supplies sales,Queens & Bronx | WIB: NEW YORK CITY | Region: NEW YORK CITY,64,64 (49 FT; 15 PT),1/9/2007,1/9/20067,1/26/2007,Economic,Plant Closing,Plant  Closing,Employees are not represented by a union.,"Ken Rowell, Assistant VP Manager of Field HR and Labor  Management 
  Phone: (508) 651-6196",,1479
