Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Hostess Brands, Inc.3234 Transit RoadWest Seneca, NY 14224",Wholesale baker and distributor,Erie | WIB Name: ERIE| Region: Western RegionOther regions affected,3,3,5/7/2012Amended: 10/9/2012,-----,To potentially occur between 11/14/2012 and 11/29/2012,Possible Sale,Conditional Plant Closing,Conditional Plant Closing,"International Brotherhood of Teamsters; Bakery, Confectionery, Tobacco Workers, and Grain Millers International Union; Glass, Molders, Pottery Plastics & Allied Workers Internation Union; International Association of Machinists and Aerospace Workers; International Brotherhood of Firemen and Oilers; International Union of Operating Engineers; United Brotherhood of Carpenters, Millwright and Mill Cabinet; Office and Professional Employees International Union; Retail, Wholesale, and Department Store Unions; United Automobile, Aerospace & Agricultural Implement Workers Of America; United Food and Commercial Workers International Union; United Steelworkers of America","Sharon Corrente, HR Manager",(646) 235-5378,3824
"Champion Photochemistry IncorporatedBuilding 48 Door M, Eastman Business Park, 1669 Lake AvenueRochester, NY 14652",Photochemical Production,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,87,63,10/2/2012Amended 10/10/2012,Will commence in phases beginning on 9/7/2012 and continuing through 12/31/2012,-----,Economic,Plant Layoff,Plant Layoff,-----,"Sherry Gearing, Site Manager",(585) 760-6440,3823
"Champion Photochemistry IncorporatedBuilding 48 Door M, Eastman Business Park, 1669 Lake AvenueRochester, NY 14652",Photochemical Production,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,63,10/2/2012,Will commence in phases beginning on 9/27/2012 and continuing through 12/31/2012,-----,Economic,Plant Layoff,Plant Layoff,-----,"Sherry Gearing, Site Manager",(585) 760-6440,3822
"General Motors LLC(Fuel Cell Propulsion Research and Development/Engineering)10-11 Carriage StreetHoneoye Falls, NY 14472",Fuel Cell Propulsion Research and Development/Engineering,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,214,214,10/5/2012,"The majority of the reductions and transfers are expected to be effective December 31, 2012, with all reductions and transfers completed by February 28, 2013.",2/28/2013,"Relocation of Fuel Cell Activities to its Global Powertrain Engineering Headquarters in Pontiac, Michigan.",Plant Closing,Plant Closing,The affected employees are not represented by a union.,"David Rourke, Human Resource Manager",(585) 624-6758,3821
"Credit Suisse Securities (USA) LLCOne Madison Avenue and Eleven Madison Avenue (one site)New York, NY 10010",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,78,10/4/2012,Will commence on or about 10/15/2012 and extend through 12/29/2012.,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Ketty K. Russeva, Managing Director, Human Resources",(212) 538-8263,3820
"Schweizer Aircraft Corp. (d/b/a Sikorsky Military Completions Center)Schweizer West facility – 74 Kahler Road North;North – 17 Aviation Drive;Offsite Warehouse facility – 200 Westinghouse CircleHorseheads, NY 14845",Military aircraft manufacturing,Chemung | WIB Name: CSS | Region: Southern Region,573,573,10/1/2012,All layoffs are expected to occur during the 14-day period commencing on 12/31/2012.,12/31/2012,Defense spending cuts,Plant Closing,Plant Closing,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), Local 1752","Allison Strife, Human Resources Manager",(607) 378-4677,3818
"Disney Publishing Worldwide44 South BroadwayWhite Plains, NY 10601",Publishing,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson RegionNew York/ WIB Name: NEW YORK CITY/ Region: New York Region,-----,92,6/20/2012Amended: 10/3/2012,"Some layoffs will extend through September 30, 2013.",-----,"Relocation to Glendale, CA.",Plant Layoff,Plant Layoff,"None of the affected workers are represented by a union or other labor organization, nor are they entitled to bumping rights.","Judy Agay, Director of Human Resources",(914) 288-4150,3817
,"Provides planning, design, construction management, and consulting services for infrastructure projects. (The affected workers are Administrative Support staff).",New York | WIB Name: NEW YORK CITY | Region: New York City,-----,146,10/3/2012,4/19/2013,-----,"Relocation of most of its Administrative Support staff to Lancaster, PA.",Plant Layoff,Plant Layoff,"The affected employees have no bumping rights, and are not represented by any union.","Beth Erichsen, Human Resources Department",(212) 465-5450,3816
,Restaurants,New York | WIB Name: NEW YORK CITY | Region: New York City,66,66,10/2/2012,"Layoffs will occur on January 6, 2013 or during the fourteen day period that begins on that date, except for a small number of employees who will assist with the winding down of operations.",1/6/2013,Expiration of Lease,Plant Closing,Plant Closing,The employees employed at the facility are not represented by a union.,"Ann Martinez, CFO",(212) 560-1658,3815
"Castle on the Hudson400 Benedict AvenueTarrytown, NY 10591-4330",Luxury Hotel,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,77,77,10/1/2012,1/2/2013,1/2/2013,"Renovation Project (to be completed by May 1, 2013).",Temporary Plant Closing,Temporary Plant Closing,Laid of employees do not have bumping rights.,"Christine Ferone, Director of Human Resources",(914) 524-6359,3814
"ICD - International Center for the Disabled340 East 24th StreetNew York, NY 10010-4019",Provide health services to people with disabilities and other rehabilitative and developmental needs.,New York | WIB Name: NEW YORK CITY | Region: New York City,85 (total at all three sites),78,10/2/2012,Layoffs will take place between 12/31/2012 and 1/14/2013.,12/31/2012,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 210","Les Halpert, Ph.D.President and CEO",(212) 585-6009,3813
"Pathmark Store # 645227 Cherry StreetNew York, NY 10002",Grocery store,New York | WIB Name: NEW YORK CITY | Region: New York City,179,179,10/1/2012,12/28/2012,12/28/2012,Economic,Plant Closing,Plant Closing,"UFCW Locals 342, 1245 and 1500; 1199 SEIU","Derek Kinney, Vice President, Human Resources & Labor Relations",(201) 571-4018,3812
,Law Offices,New York | WIB Name: NEW YORK CITY | Region: New York City,40,3,9/28/2012,9/28/2012,-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,"Emily Burak, Attorney HR Manager",(212) 259-6971,3810
,Home Health Care Services,New York | WIB Name: NEW YORK CITY| Region: New York City,387 (20 non-union and 367 union),387,9/18/2012 Amended: 9/28/2012,Will commence on 12/10/2012.,No closing date provided at this time.,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"Frances Sadler, Chief Operating Officer",(212) 828-6182,3809
,Home healthcare services for Seniors,Kings | WIB Name: NEW YORK CITY | Region: New York City,74,74,9/28/2012,12/31/2012,12/31/2012,Contract Expiration,Plant Closing,Plant Closing,"International Union of Journeymen and Allied Trades, Local 726","Jessica Davis, Human Resources Executive Associate",(845) 450-5182,3808
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,22,22,7/31/2012 Amended 9/27/2012,"All employees will be laid off on 12/31/2012 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",11/2/2012 Postponed to occur on or during the 14 day period that begins on 12/31/2012,Economic,Plant Closing,Plant Closing,"No bumping rights exist among those non-union employees, nor are there any jobs to which those employees may bump.","Ann Martinez, CFO",(212) 560-1658,3807
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,26,26,8/1/2012 Amended 9/27/2012,"All employees will be laid off on 12/31/2012 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",12/31/2012,Economic,Plant Closing,Plant Closing,Local 100,"Mr. Ann Martinez, CFO",(212) 560-1658,3806
"Capital OneOne HSBC CenterBuffalo, NY 14203",Financial Institution,Erie | WIB Name: ERIE| Region: Western Region,61,61,5/7/2012Amended 9/27/2012,To occur between 9/1/2012 and 1/2/2013,during the 4th quarter of current year,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and they will not have bumping rights.,"Julie Rakes, Director of Corporate Communications",(804) 284-5800,3805
"Pfizer Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals,Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,36,9/26/2012,12/29/2012,12/31/2013,Economic,Plant Closing,Plant Closing,Local 95c International Chemical Workers Union/UFCW,"Elaine Reynolds, Senior Manager, Human Resources",(518) 297-1697,3803
,Financial Holding Company,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,188,188,9/26/2012,between 12/31/2012 and could possibly extend to 1/31/2013,12/31/2012,Economic,Plant Closing,Plant Closing,The employees are not unionized and no bumping rights exist.,"Robert Fitch, Director HR",(570) 587-8326 Ext 242,3802
,Staffing Agency,Kings | WIB Name: NEW YORK CITY| Region: New York City,61- Main office Administration and Fulton Site,Unsure at this time.,9/26/2012,12/21/2012,-----,Loss of Back to Work contract,Potential Plant Layoff,Potential Plant Layoff,No employee has bumping rights and none are represented by a union or collective bargaining agreement.,"Kris McGill, Director of Human Resources",(610) 742-5489,3801
,Gasket supplier/sealing solutions,Lewis | WIB Name: JEFF/LEWIS| Region: North Country Region,31,31,9/26/2012,-----,12/31/2012,Economic,Plant Closing,Plant Closing,There are no bumping rights at this facility and each of the affected employees is a non-union employee.,"JoAnne Firestone, Vice President, Human Resources",(717) 207-6022,3800
"American Airlines, Inc.John F. Kennedy International AirportJamaica, NY 11430",Airlines,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,843,9/18/2012,"843 total -93 layoffs on or around 11/16/2012, 750 on or around 12/16/2012",-----,Company Restructuring,Plant Layoff,Plant Layoff,"Terms of reduction will be governed by the company’s in Reduction in Force policy for the workgroup, as well as AA corporate Policy, including the seniority Lists and any provisions regarding “bumping rights”.","Tiffany Schlidge, Manager- Talent Services",(817) 963-7684,3799
"Union Settlement Home Care, Inc.174 East 104th StreetNew York, NY 10029",Home Health Care Services,New York | WIB Name: NEW YORK CITY| Region: New York City,367,367,9/18/2012,Will commence on 12/10/2012,No closing date provided at this time.,Economic,Plant Closing,Plant Closing,1199SEIU United Healthcare Workers East,"Frances Sadler, Chief Operating Officer",(212) 828-6182,3798
"Arbor E & T dba ResCare Workforce Services25 Elm PlaceBrooklyn, NY 11201",Staffing Agency,Kings | WIB Name: NEW YORK CITY| Region: New York City,227,227,9/14/2012,-----,12/21/2012,Loss of WeCARE contract,Plant Closing,Plant Closing,None of the employees have bumping rights nor are they represented by a union or collective bargaining agreement.,"Kris McGill, Director of Human Resources",(610) 742-5489,3796
"Loews Regency Hotel540 Park Avenue at 61st StreetNew York, NY 10065",Hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,350,350 (314 union and 36 non-union workers),9/13/2012,"Layoffs will begin on December 14, 2012 and end February 1, 2013.",1/1/2013,Renovation Project,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Stuart Schwartz, Managing Director/Deanna Walker, Director of Human Resources",(212) 339-4131/(212) 339-4048,3795
"Seedcowholly owned subsidiary - Non-Profit Assistance Corporation915 BroadwayNew York, NY 10010",Not for profit Back to Work Program,New York/Bronx | WIB Name: NEW YORK CITY| Region: New York City,15,15,9/12/2012,-----,Between 12/15/2012-12/31/2012,Possible Loss of Contract,Potential Plant Closing,Potential Plant Closing,Employees are not represented by any union and no employee has bumping rights.,"Gail Quan, Vice President",(212) 204-1331,3794
"New Process Gear, Inc. (Division of Magna Powertrain)6600 New Venture Gear DriveEast Syracuse, NY 13057",Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,1,9/12/2012,Between 12/24/2012-1/6/2013,undetermined at this time,Economic,Plant Closing,Plant Closing,UAW Local 624,"Kimberly Glowacki, Benefits Administrator/Thomas Albanese",(315) 438-2754/(315) 432-4094,3793
"New Process Gear, Inc. (Division of Magna Powertrain)6600 New Venture Gear DriveEast Syracuse, NY 13057",Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,"406 - including salary, bargaining unit employees and non bargaining unit employees",5/23/2012Amended 9/12/2012,Between 8/20/2012-9/2/2012 - some layoffs will be postponed to occur from 9/3/2012 through 1/6/2013,undetermined at this time,Economic,Plant Closing,Plant Closing,UAW Local 624,"Kimberly Glowacki, Benefits Administrator/Thomas Albanese",(315) 438-2754/(315) 432-4094,3792
"Regional Elite Airline Services LLCGreater Rcohester International Airport 1200 Brooks Avenue Rochester, NY 14624",Ground handling,Monroe | WIB Name: MONROE| Region: Finger Lakes,51,51,9/11/2012,-----,Closing will commence on a 14-day period beginning on 12/11/2012,Loss of Contract,Plant Closing,Plant Closing,Bumping rights do not exist for any terminated employees. None of the employees at this station are represented by a union.,"Jannie Guzick, Director, People",(612) 266-5203,3791
"Pfizer Inc. 401 North Middletown RoadPearl River, NY 10965",Pharmaceutical Products,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,-----,71 - 55 non-bargaining unit colleagues & 16 bargaining unit colleagues,9/11/2012,"To occur between October 9, 2012 and December 18, 2012",-----,Company Restructuring,Plant Layoff,Plant Layoff,-----,"Elaine Cunningham, Senior Director Human Resources Director, Manager & Operational Support",(845) 602-2173,3790
"AFA Foods, Inc.5151 Fairbank RoadAshville, NY 14710",Ground Beef Processing,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,100,100,7/20/2012Amended 9/10/2012,-----,10/16/2012 amended to 9/12/2012,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Barry Renninger, Executive Vice President",(610) 277-5010 Ext 1120,3788
"SkillSoft Corporation/Element K Corporation500 Canal View BoulevardRochester, NY",E-learning and performance support solutions,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,115,11/1/2011Amended 9/7/2012,Layoffs will be implemented in phases beginning on 1/27/2012- 1 layoff has been postponed to occur on 1/31/2013,-----,Business acquisition,Plant Layoff,Plant Layoff,No bumping rights and no official representation (union or otherwise).,"Greg Porto, Vice President",(603) 324-3000 Ext 3623,3787
"SkillSoft Corporation/Element K Corporation500 Canal View BoulevardRochester, NY",E-learning and performance support solutions,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,6,4/2/2012Amended 9/7/2012,6/30/2012- 1 layoff postponed to occur 1/31/2013,-----,Business acquisition,Plant Layoff,Plant Layoff,No bumping rights and no official representation (union or otherwise).,"Greg Porto, Vice President",(603) 324-3000 Ext 3623,3786
"Regional Elite Airline Services LLCBuffalo Niagara Intn'l Airport, 181 Ellicott St. PO Box 5008Buffalo, NY 14205",Ground handling,Erie | WIB Name: ERIE| Region: Western Region,63,63,9/5/2012,-----,Closing will commence on a 14-day period beginning on 12/4/2012,Loss of Contract,Plant Closing,Plant Closing,Bumping rights do not exist for any terminated employees. None of the employees at this station are represented by a union.,"Jannie Guzick, Director, People",(612) 266-5203,3784
"Dewey & LeBoeuf1301 Avenue of the AmericasNew York, NY 10019",Law Offices,New York | WIB Name: NEW YORK CITY| Region: New York City,40,5,9/5/2012,8/31/2012,-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,Emily Burak,(212) 259-6971,3783
"Northrop Grumman Systems Corporation65 Marcus DriveMelville, NY 11747",Electronic Systems,Suffolk | WIB Name: SUFFOLK| Region: Long Island,44,44,7/5/2011Amended 9/4/2012,Will begin on 9/29/2011 and continue through plant wind down of operations expected to extend through 2/22/2013.,11/30/2012,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and do not have bumping rights.,"Jayne A. Nelson, Manager Human Resources",(203) 852-4799,3782
"Delfingen11 Railroad AvenueArcade, NY 14009",Plastics product manufacturing,Wyoming | WIB Name: GLOW| Region: Finger Lakes Region,37,37,9/4/2012,-----,No earlier than 12/1/2012,Consolidation of operations-some employees have been offered transfer opportunities to the site that will remain open,Plant Closing,Plant Closing,Employees do not have bumping rights and none are represented by a union.,"Maria Champlin, Human Resources Manager",(915) 858-5577 Ext 214,3781
"Tapecon Inc.10 Latta RoadRochester, NY 14612",Custom label printing,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,29,29,8/31/2012,11/29/2012,No date indicated at this time.,Consolidation of facility to Buffalo location. All employees were offered relocation options to the Buffalo site.,Plant Closing,Plant Closing,Employees are not unionized and are not subject to any “bumping rights”.,"Michele Tucker, Manager of Human Resources",(716) 854-1322 x 724,3780
"United Technologies Corporation950 Danby Road Suite 100Ithaca, NY 14850",Aerospace Technology Systems,Tompkins | WIB Name: TOMPKINS| Region: Southern Region,78,78,8/23/2012,Will occur between 11/21/2012 and 12/21/2012,12/21/2012,Economic,Plant Closing,Plant Closing,No bumping rights apply.,"Colleen O'Connor, Director, Human Resources",(203) 797-5052,3778
"Wellpoint @ Empire Blue Cross and Blue ShieldCS90 National Unit within Provider Services85 Crystal Run RoadMiddletown, NY 10940",Process Health Insurance Claim forms,Orange | WIB Name: ORANGE| Region: Mid-Hudson RegionContact: Deidre Burdi,36,36,6/18/2012 Amended 8/22/2012,Will commence on 10/13/2012 and continue through closing on 12/8/2012.It has been anticipated by Wellpoint that this closing will be postponed for a period of time not yet determined. Further updates will be provided by the company by September 30.,12/8/2012,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist.,,(745) 695-3518,3777
"Wellpoint @ Empire Blue CrossProvider Services11 Corp Woods BlvdAlbany, NY 12211",Process Health Insurance Claim forms,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,72,72,6/18/2012Amended 8/22/2012,To commence on 9/15/2012 and continue through closing date of 12/8/2012. It has been anticipated by Wellpoint that this closing will be postponed for a period of time not yet determined. Further updates will be provided by the company by September 30.,12/8/2012,Economic,Plant Unit Closing,Plant Unit Closing,No bumping rights exist.,Valerie Houk,(518) 367-6838,3776
"Bank of America-GTO Specialty Operations Unit101 Enterprise DriveKingston, NY 12401",Financial Institution,Ulster | WIB Name: ULSTER| Region: Mid-Hudson Region,----,69,8/15/2012,To occur between 10/30/2012 and 12/31/2012,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist. Associates are not represented by a union.,Marisol Ramirez,(312) 904-1197,3775
"Buckley Radio/Buckley Broadcasting/WOR, LLC111 Broadway, 3rd FloorNew York, NY 10006",Radio Broadcasting Station,New York | WIB Name: NEW YORK CITY| Region: New York City,73,73,8/15/2012,-----,11/11/2012,Sale of Radio Station assets to Clear Channel Media & Entertainment,Plant Closing,Plant Closing,Screen Actors Guild-American Federation of Television and Radio Artists (SAG-AFTRA),Jerry Crowley,(212) 642-4540,3774
"Badger Technologies, Inc.5829 County Road 41Farmington, NY 14425",Electronics Manufacturer,Ontario | WIB Name: FINGER LAKES| Region: Finger Lakes Region,95,95,8/15/2012,8/13/2012,will occur between 8/13/2012 and 8/26/2012,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union and there is no employee representation.,"Jeff Keogh, Chief Financial Officer",(585) 869-7163,3773
"Saks Incorporated-Food and Beverage ServicesSaks Fifth Avenue 611 Fifth AvenueNew York, NY",Food and Beverage Service,New York | WIB Name: NEW YORK CITY| Region: New York City,85,85,8/9/2012,-----,10/6/2012,"Leasing of Services to Centerplate, Inc.",Plant Unit Closing,Plant Unit Closing,There are no bumping rights and there is no union bargaining agent involved.,"Jerry E. Kirby, Vice President & Assocociate General Counsel",(212) 451-1746,3772
,Family Services,Erie | WIB Name: ERIE| Region: Western Region,58,58,8/7/2012  Amended 8/8/2012,8/31/2012,10/31/2012,Consolidation of Services- transfer of some services to operating locations,Plant Closing,Plant Closing,SEIU Local 200 United,"Susan Mentecki, Vice President of OPWDD's Services",(716) 828-9353,3771
,Family Services,Erie | WIB Name: ERIE| Region: Western Region,143 at all 5 locations,143,8/7/2012,8/31/2012,10/31/2012,Consolidation of Services- transfer of some services to operating locations,Plant Closing,Plant Closing,SEIU Local 200 United,"Susan Mentecki, Vice President of OPWSS's Services",(716) 828-9353,3770
"Cooper Lighting, LLC100 Andrews RoadHicksville, NY 11801","Commercial Lighting, Commercial Lighting Design",Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island Region,-----,13,8/3/2012 Rescinded 9/11/2012,10/30/2012,-----,Economic,Plant Layoff,Plant Layoff,International Brotherhood of Electrical Workers Local 3,Phil Schaefer,(516) 470-1001,3769
"Matrix Medical Network Community Care Health Network 50 Charles Lindberg BlvdUniondale, NY 11553",Health Care,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,-----,48,8/3/2012,11/2/2012,-----,Economic,Plant Layoff,Plant Layoff,Employees have no bumping rights. There are no union employees.,"Jackie Lavender, Senior Human Resources Generalist",(480) 862-1705,3768
,Security services provided for the National Park Services at the Statue of Liberty and Battery Park,New York | WIB Name: NEW YORK CITY| Region: New York City,76,76,8/1/2012,-----,10/1/2012,"Loss of contract to FJC Security Services, Inc.",Plant Closing,Plant Closing,SEIU Local 32BJ,"Megan Bittenbender, PHR, Vice President Human Resources",(571) 321-0909,3765
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,22,22,7/31/2012,"All employees will be laid off on 11/2/2012 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",11/2/2012,Economic,Plant Closing,Plant Closing,"No bumping rights exist among those non-union employees, nor are there any jobs to which those employees may bump.","Ann Martinez, CFO",(212) 560-1658,3764
,Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,28,28,8/1/2012,"All employees will be laid off on 11/2/2012 or during the fourteen day period that begins on that date, except for a small number of employees, presently unknown, who will assist with the winding down of operations.",11/2/2012,Economic,Plant Closing,Plant Closing,Local 100,"Mr. Ann Martinez, CFO",(212) 560-1658,3763
"American Resort Management, LLC at the Holiday Inn Rochester Airport911 Brooks AvenueRochester, NY 14624",Full-service hospitality management company,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,Approximately 135,135,7/31/2012Corrected 8/1/2012,-----,10/24/2012,Sale of business,Plant Closing,Plant Closing,Bumping rights do not exist. There is no union representing the employees.,"Lisa Best, Human Resources Manager",(814) 833-2631,3762
"American Resort Management, LLC at the Holiday Inn Rochester Airport911 Brooks AvenueRochester, NY 14624",Hotel,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,Approximately 135,135,7/31/2012,-----,10/24/2012,Sale of business,Plant Closing,Plant Closing,Bumping rights do not exist. There is no union representing the employees.,"Lisa Best, Human Resources Manager",(814) 833-2631,3761
"Dewey & LeBoeuf1301 Avenue of the AmericasNew York, NY 10019",Law Offices,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,15,7/31/2012,Terminations will commence on 6/29/2012 and continue through 7/31/2012,-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees are represented by a union and none are entitled to bumping rights pursuant to a collective bargaining agreement or otherwise.,Emily Burak,(212) 259-6971,3760
"Disney Publishing Worldwide44 South BroadwayWhite Plains, NY 10601",Publishing,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson RegionNew York/ WIB Name: NEW YORK CITY/ Region: New York Region,-----,83,6/20/2012Amended 7/26/2012,Some layoffs will extend through January 2013,-----,Relocation to Glendale CA,Plant Layoff,Plant Layoff,"None of the affected workers are represented by a union or other labor organization, nor are they entitled to bumping rights.","Judy Agay, Director of Human Resources",(914) 288-4150,3758
"TPG Contract Services, LLC Operating at the Moda Restaurant135 West 52nd StreetNew York, NY 10019",Restaurant & Hotel listed below,New York | WIB Name: NEW YORK CITY| Region: New York City,38,38,6/29/2012Amended 7/30/2012,-----,8/27/2012 - will be postponed to occur on 10/17/2012,Company Restructuring,Plant Closing,Plant Closing,"Hotel & Motel Trades Council, AFL-CIO UNITE HERE","Frank Cosentino, General Manager",(212) 887-9400,3757
,Grocery Store,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,"117 full time and part time employees as defined under the provisions of Thruway Food Markets and Shopping Center, Inc.",117,7/27/2012,Will begin as early 10/25/2012,Closing depends on the winding down and liquidation of its operations. Closing is expected to occur within the next 6 months.,Sale of Business,Plant Closing,Plant Closing,UFCW Local 464 A,Phil Larocco,(845) 778-3535,3756
,Aerospace Technology,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,55,7/26/2012,Will commence in October 2012 and continue through December 2013.,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist and there are no employee representatives or union officials to be notified.,"Krista Stafford, Director, Human Resources",(305) 925-2642,3755
"SCO Family of Services @ El Camino Inn160-11 89th AvenueJamaica, NY 11432",Custodial/Maintenance,"Queens, Bronx, Kings | WIB Name: NEW YORK CITY| Region: New York City",7,7,7/25/2012,during a 14-day period commencing on 10/29/2012 for El Camino Inn and The Renaissance. Layoffs will occur on the other facilities during a 14-day period beginning on 12/18/2012.,Plant Layoff,Outsourcing custodial functions,Plant Layoff,Plant Layoff,There are no bumping rights.,"Gladys Rodriguez, Director, NYC Shelter Programs",(718) 657-0234,3753
"HSBC 330 Madison AvenueNew York, NY 10018",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City,98,98,7/24/2012,9/29/2012 through 10/13/2012,9/29/2012,Economic,Plant Closing,Plant Closing,Bumping rights do not exist at HSBC and there are no union employees or unions involved in this closing.,"Tangela Reid, Human Resources",(212) 525-8465,3751
,Grocery Store,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,"143 full time and part time employees as defined under the provisions of Thruway Food Markets and Shopping Center, Inc.",143,1/13/2012 Rescinded 7/23/2012,Layoffs scheduled to occur on 4/13/2012 are now being postponed to occur on 7/11/2012.,"Closing depends on the winding down and liquidation of its operations. Closing is expected to occur within the next 6 months.  Unanticipated delays in the liquidation of Thruway have necessitated the withdrawal of WARN Act notices of the mass layoff. As appropriate, new WARN Act notices will be issued by Thruway.",Economic,Plant Closing,Plant Closing,UFCW Local 464 A,Phil Larocco,(845) 778-3535,3750
,Air Travel,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,53,53,7/24/2012,Will commence on 9/9/2012 or within 13 days following,estimated closing date between – 9/9/2012 and 9/22/2012,Economic,Plant Closing,Plant Closing,-----,"Mary Ann Morrow, Vice President, People",(901) 348-4258,3749
,Transportation,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,-----,70,7/23/2012,9/6/2012,-----,Contract Loss,Plant Layoff,Plant Layoff,"United Transportation Union, Local 153","Patricia Riviello, Vice President of Human Resources",(845) 356-2200 x 213,3748
"American Airlines, Inc.John F. Kennedy International AirportBuilding 57-Terminal 8Jamaica, NY 11430",Airlines,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,111,7/23/2012,on or around 10/19/2012,-----,Company Restructuring,Plant Layoff,Plant Layoff,"Terms of reduction will be governed by the company’s in Reduction in Force policy for the workgroup, as well as AA corporate Policy, including the seniority Lists and any provisions regarding “bumping rights”.","Tiffany Schlidge, Manager- Talent Services",(817) 963-7684,3747
"AFA Foods, Inc.5151 Fairbank RoadAshville, NY 14710",Ground Beef Processing,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,100,100,7/19/2012,-----,10/16/2012,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Barry Renninger, Executive Vice President",(610) 277-5010 Ext 1120,3746
"Credit Suisse Securities (USA) LLCOne Madison Avenue and Eleven Madison Avenue (one site)New York, NY 10010",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,138,7/18/2012,Will commence on or about 8/7/2012 and extend through 10/14/2012,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Ketty K. Russeva, Managing Director, Human Resources",(212) 538-8263,3744
"Plaza Recovery, Inc.370 Seventh AvenueNew York, NY 10001",Debt recovery service,New York | WIB Name: NEW YORK CITY| Region: New York City,131,131,2/7/2012Amended 7/18/2012,Scheduled to occur between 5/7/2012 and 5/20/2012. Some scheduled layoffs have been postponed and will now occur between 8/20/2012 and 8/31/2012.,"originally schedule for 5/20/2012, will now occur between 8/6/2012 and 8/19/2012",Economic,Plant Closing,Plant Closing,Employees are not represented by a union and bumping rights do not exist.,Bill Cohen,(212) 695-8750,3743
