Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Case_ID
"AMES DEPARTMENT STORES, INC.
  2418 MAIN STREET
  ROCKY HILL, CT 06067","RETAIL STORES
Layoff/ Closing Date: 10/13/02 
Reason for Dislocation: ECONOMIC
SIC: 5310 ERNUM: 1181351 
Union: NONE
  ---------------------------------------
STORE CLOSINGS IN NY STATE:



CONTROL #


ADDRESS


FULL TIME


PART TIME




2002-025


1250 FRONT ST., STE. 22, BINGHAMTON BROOME CO.


57 


6




2002-026


2400 SENECA ST., STE. 4, BUFFALO 
        ERIE CO.


50 


6




2002-027


171 BREWSTER AVE., CARMEL 
        PUTNAM CO.


59


20




2002-028


201 RT. 17 M, CHESTER 
        ORANGE CO. 


52


19




2002-029


5775 SOUTH BAY & E. CIR. DR., CICERO 
        ONONDAGA CO.


51


20




2002-030


2090 GEORGE URBAN BLVD., DEPEW 
        ERIE CO.


52


18




2002-031


3405 ERIE BLVD. E., DEWITT 
        ONONDAGA CO.


53


13




2002-032


3162 LAKE RD., STE. 8, HORSEHEADS 
        CHEMUNG CO. 


56


10




2002-033


497 ALBANY POST RD., HYDE PARK 
        DUTCHESS CO. 


53


15




2002-034


2 SCHWENK DR., KINGSTON 
        ULSTER CO.


51


9




2002-035


131 RTE. 52 E., LIBERTY 
        SULLIVAN CO.


55


6




2002-036


14 CENTER ST., NEW HARTFORD 
        ONEIDA CO.


64


27




2002-037


44 STATE RTE., 17 K, NEWBURGH 
        ORANGE CO.


78


10




2002-038


NORTH UNION ST., OLEAN 
        CATTARAGUS CO. 


51


6




2002-039


893 STATE RTE. 9, UPPER GLEN, QUEENSBURY 
        WARREN CO.


52


3




2002-040


2330 WATT ST., SCHENECTADY 
        SCHENECTADY CO.


58


5




2002-041


9510 CAROSEL CENTER, SYRACUSE 
        ONONDAGA CO.


60


11




2002-042


RTE. 81, 1300 ARSENAL ST., WATERTOWN 
        JEFFERSON CO. 


64


3




2002-043


3501 W. GENESEE ST., SYRACUSE 
        ONONDAGA CO. 


Information to be provided",,,,,,,"ECONOMIC
SIC: 5310 ERNUM: 1181351 
Union: NONE
  ---------------------------------------
STORE CLOSINGS IN NY STATE:



CONTROL #


ADDRESS


FULL TIME


PART TIME




2002-025


1250 FRONT ST., STE. 22, BINGHAMTON BROOME CO.


57 


6




2002-026


2400 SENECA ST., STE. 4, BUFFALO 
        ERIE CO.


50 


6




2002-027


171 BREWSTER AVE., CARMEL 
        PUTNAM CO.


59


20




2002-028


201 RT. 17 M, CHESTER 
        ORANGE CO. 


52


19




2002-029


5775 SOUTH BAY & E. CIR. DR., CICERO 
        ONONDAGA CO.


51


20




2002-030


2090 GEORGE URBAN BLVD., DEPEW 
        ERIE CO.


52


18




2002-031


3405 ERIE BLVD. E., DEWITT 
        ONONDAGA CO.


53


13




2002-032


3162 LAKE RD., STE. 8, HORSEHEADS 
        CHEMUNG CO. 


56


10




2002-033


497 ALBANY POST RD., HYDE PARK 
        DUTCHESS CO. 


53


15




2002-034


2 SCHWENK DR., KINGSTON 
        ULSTER CO.


51


9




2002-035


131 RTE. 52 E., LIBERTY 
        SULLIVAN CO.


55


6




2002-036


14 CENTER ST., NEW HARTFORD 
        ONEIDA CO.


64


27




2002-037


44 STATE RTE., 17 K, NEWBURGH 
        ORANGE CO.


78


10




2002-038


NORTH UNION ST., OLEAN 
        CATTARAGUS CO. 


51


6




2002-039


893 STATE RTE. 9, UPPER GLEN, QUEENSBURY 
        WARREN CO.


52


3




2002-040


2330 WATT ST., SCHENECTADY 
        SCHENECTADY CO.


58


5




2002-041


9510 CAROSEL CENTER, SYRACUSE 
        ONONDAGA CO.


60


11




2002-042


RTE. 81, 1300 ARSENAL ST., WATERTOWN 
        JEFFERSON CO. 


64


3




2002-043


3501 W. GENESEE ST., SYRACUSE 
        ONONDAGA CO. 


Information to be provided",,STORE CLOSINGS,"NONE
  ---------------------------------------
STORE CLOSINGS IN NY STATE:



CONTROL #


ADDRESS


FULL TIME


PART TIME




2002-025


1250 FRONT ST., STE. 22, BINGHAMTON BROOME CO.


57 


6




2002-026


2400 SENECA ST., STE. 4, BUFFALO 
        ERIE CO.


50 


6




2002-027


171 BREWSTER AVE., CARMEL 
        PUTNAM CO.


59


20




2002-028


201 RT. 17 M, CHESTER 
        ORANGE CO. 


52


19




2002-029


5775 SOUTH BAY & E. CIR. DR., CICERO 
        ONONDAGA CO.


51


20




2002-030


2090 GEORGE URBAN BLVD., DEPEW 
        ERIE CO.


52


18




2002-031


3405 ERIE BLVD. E., DEWITT 
        ONONDAGA CO.


53


13




2002-032


3162 LAKE RD., STE. 8, HORSEHEADS 
        CHEMUNG CO. 


56


10




2002-033


497 ALBANY POST RD., HYDE PARK 
        DUTCHESS CO. 


53


15




2002-034


2 SCHWENK DR., KINGSTON 
        ULSTER CO.


51


9




2002-035


131 RTE. 52 E., LIBERTY 
        SULLIVAN CO.


55


6




2002-036


14 CENTER ST., NEW HARTFORD 
        ONEIDA CO.


64


27




2002-037


44 STATE RTE., 17 K, NEWBURGH 
        ORANGE CO.


78


10




2002-038


NORTH UNION ST., OLEAN 
        CATTARAGUS CO. 


51


6




2002-039


893 STATE RTE. 9, UPPER GLEN, QUEENSBURY 
        WARREN CO.


52


3




2002-040


2330 WATT ST., SCHENECTADY 
        SCHENECTADY CO.


58


5




2002-041


9510 CAROSEL CENTER, SYRACUSE 
        ONONDAGA CO.


60


11




2002-042


RTE. 81, 1300 ARSENAL ST., WATERTOWN 
        JEFFERSON CO. 


64


3




2002-043


3501 W. GENESEE ST., SYRACUSE 
        ONONDAGA CO. 


Information to be provided","JAMES STANLEY, REGIONAL DIRECTOR OF HUMAN RESOURCES Phone: 315 488- 
  2730
Business Type: RETAIL STORES
Layoff/ Closing Date: 10/13/02 
Reason for Dislocation: ECONOMIC
SIC: 5310 ERNUM: 1181351 
Union: NONE
  ---------------------------------------
STORE CLOSINGS IN NY STATE:



CONTROL #


ADDRESS


FULL TIME


PART TIME




2002-025


1250 FRONT ST., STE. 22, BINGHAMTON BROOME CO.


57 


6




2002-026


2400 SENECA ST., STE. 4, BUFFALO 
        ERIE CO.


50 


6




2002-027


171 BREWSTER AVE., CARMEL 
        PUTNAM CO.


59


20




2002-028


201 RT. 17 M, CHESTER 
        ORANGE CO. 


52


19




2002-029


5775 SOUTH BAY & E. CIR. DR., CICERO 
        ONONDAGA CO.


51


20




2002-030


2090 GEORGE URBAN BLVD., DEPEW 
        ERIE CO.


52


18




2002-031


3405 ERIE BLVD. E., DEWITT 
        ONONDAGA CO.


53


13




2002-032


3162 LAKE RD., STE. 8, HORSEHEADS 
        CHEMUNG CO. 


56


10




2002-033


497 ALBANY POST RD., HYDE PARK 
        DUTCHESS CO. 


53


15




2002-034


2 SCHWENK DR., KINGSTON 
        ULSTER CO.


51


9




2002-035


131 RTE. 52 E., LIBERTY 
        SULLIVAN CO.


55


6




2002-036


14 CENTER ST., NEW HARTFORD 
        ONEIDA CO.


64


27




2002-037


44 STATE RTE., 17 K, NEWBURGH 
        ORANGE CO.


78


10




2002-038


NORTH UNION ST., OLEAN 
        CATTARAGUS CO. 


51


6




2002-039


893 STATE RTE. 9, UPPER GLEN, QUEENSBURY 
        WARREN CO.


52


3




2002-040


2330 WATT ST., SCHENECTADY 
        SCHENECTADY CO.


58


5




2002-041


9510 CAROSEL CENTER, SYRACUSE 
        ONONDAGA CO.


60


11




2002-042


RTE. 81, 1300 ARSENAL ST., WATERTOWN 
        JEFFERSON CO. 


64


3




2002-043


3501 W. GENESEE ST., SYRACUSE 
        ONONDAGA CO. 


Information to be provided",453
"DEL LABORATORIES, INC.
  565 BROAD HOLLOW RD.
  FARMINGDALE, NY 11735
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND","MANUFACTURE OF DETERGENTS, SOAPS, ETC.",,430,430,,BEGINNING IN OCTOBER 2002,JUNE 2004,ECONOMIC,PLANT CLOSING,CLOSING,"IBT; LO. 815, 467 SYLVAN AVE., ENGLEWOOD CLIFFS, NJ 07632
  ROBERT BELLACH, PRES.","CHARLES SCHNECK, DIR., INDUSTRIAL RELATIONS 800 645-9888",451
"UFI
  129-09 JAMAICA AVENUE
  RICHMOND HILL, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",INDUSTRIAL LAUNDRY,,135,135,,10/18/02,Not known at this time,ECONOMIC,PLANT CLOSING,PLANT CLOSING,"UNITE; WILFREDO LARANCUENT, CEO","JEFFREY MANDEL OR STANLEY ISRAEL, ESQ. 718 441-0900",450
"WASHINGTON MUTUAL BANK
  80 BAYLIS AVENUE
  MELVILLE, NY 11747
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND",BANK,,120,75,,8/31/02,12/31/02,ECONOMIC: DUE TO AN ACQUISITION OF DIME BANK,MASS LAYOFF,LAYOFF,N/A,"LAURIE LOVOI, TRANSITION SERVICES DEPT. 209 460-2765
  400 E. STOCKTON, CA 95290 ( OR BARBARA BLANCHARD)",449
"AMERICAN AIRLINES
  ALBANY COUNTY AIRPORT
  ALBANY, NY 12211
  County: ALBANY | SSA Name: CAPITAL DISTRICT | Region: CAPITAL DISTRICT",AIRLINE,,49,49,,10/31/02,10/31/02,"ECONOMIC: American Airlines is eliminating jet service 
  to 
  these 2 locations. They state that the customer will not be inconvenienced since
  American Eagle will take over these routes. They are considered a separate entity 
  and
  may or may not hire the affected workers. Job positions affected include: Fleet 
  Service Clerks,
  Airport Agents, Airport Supervisors, General Managers, Acct. Dev. Mgr., Plant 
  Maintenance
  Mechanic.","OTHER
  ------------------------------------------------------------------------------------------------------------------------",TWO UNIT CLOSINGS,"TRANSPORT WORKERS UNION OF AMERICA, AFL CIO
  JAMES C. LITTLE, DIR., 1791 HURSTVIEW DR., HURST, TX 76054","JOHN A. CARPENTER, 817 967-1575, PO BOX 619616,
  DALLAS/FORT WORTH AIRPORT, TEXAS 75261-9616",448
"REALM BUSINESS SOLUTIONS, INC.
  380 MADISON AVENUE
  NEW YORK, NY 10017
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",COMPUTER PROGRAMMING SERVICES,,46,41 (Some have been offered relocation to Texas facility),,9/30/02,N/A,ECONOMIC,OTHER,RESTRUCTURING,,EDWARD A. BERLIN 212 653-0614,447
"TWIN LABORATORIES INC. (TWINLAB)
  2120 SMITHTOWN AVENUE
  RONKONKOMA, NY 11788
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND",MANUFACTURE OF PHARMACEUTICALS,,206,206,,Within the next two to six months,No earlier than 9/30/02,"Relocation of these operations to their facility in 
  Utah","PLANT CLOSING
  -------------------------------------------------------------------------------------------------",THREE WAREHOUSE CLOSINGS,,"WILLIAM RIZZARDI, CHIEF INFORMATION OFFICER 631 467-3140, ext. 8183",444
"HUNTLEIGH USA
  LAGUARDIA INTERNATIONAL AIRPORT
  FLUSHING, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",AIRPORT SECURITY /PASSENGER SCREENING,,"349 - The remaining 125 employees are 
  non-security personnel, mainly Skycaps",224,,"Approximately November 18, 2002","Approximately November 18, 2002","The U.S. Dept. of Transportation/ Transportation Security Administration will 
  assume 
  operation of airport passenger screening services as of November 19, 2002. It 
  is expected,
  although not guaranteed, that most former screeners will be hired by TSA after 
  an
  assessment/screening process.",MASS LAYOFF,Takeover of airport security operations by the TSA,,"RICHARD PRICE, H.R. DIRECTOR, 314 997-6811, x 225
  10332 Old Olive Street Road., St. Louis, Missouri 63141",443
,,,,,,,,,,,,,439
"DECORA INDUSTRIES/ PLIANT CORPORATION
  1 MILL STREET
  FT. EDWARD, NY 12828
  County: WASHINGTON | SSA Name: SAR/WAR/WAS | Region: CAPITAL DISTRICT",MANUFACTURE OF CONTACT PAPER,,140,140,,9/10/02,Not known at this time,"ECONOMIC - Pliant purchased the Decora plant and is
  consolidating operations at several facilities resulting in the closure.",PLANT CLOSING,PLANT CLOSING,NA,"LARRY SHEPLER, VPHR 847 969-3357
  PLIANT CORP., 1515 WOODFIELD RD., STE. 600, SCHAUMBURG, IL 60173",436
"UNIPRISE (UnitedHealth Group)
  ONE PARK PLACE
  ALBANY, NY 
  County: ALBANY | SSA Name: CAPITAL DISTRICT | Region: CAPITAL DISTRICT",HEALTH INSURANCE,,325,325,,9/13/02,Approx. 10/31/02,"ECONOMIC - Company is moving the Service, Production 
  and FSA functions to 6 other company Service Centers, including Kingston, NY	
  and 5 out-of-state sites.",PLANT CLOSING,UNIT CLOSING,,"LYNN MATUS, HR DIRECTOR, EMPLOYEE RELATIONS 570 639-3818
  UNITED HR DIRECT, PO BOX 744919, HOUSTON, TX 77274",435
"J. R. SIMPLOT COMPANY
  264 FARREL ROAD
  SYRACUSE, NY 
  County: ONONDAGA | SSA Name: ONODAGA | Region: CENTRAL REGION",FREEZING OF FRUITS AND VEGETABLES,,77,77,,9/12/02,9/12/02,ECONOMIC,PLANT CLOSING,CLOSING,,"DOUG BYERS, SR. DIRECTOR 208 384-8286",434
"ALLVAC (ALLEGHENY LUDLUM)
  695 OHIO STREET
  LOCKPORT, NY 14094
  County: NIAGARA | SSA Name: NIAGARA | Region: WESTERN REGION",MELTING OF NICKEL ALLOY FOR THE AEROSPACE INDUSTRY,,48,48,,9/12/02,9/12/02,"ECONOMIC. Company states that this shutdown is temporary, 
  but the time frame is unknown at this time.",OTHER,TEMPORARY CLOSING,"USW, LO. 2857; THOMAS NICHOLAS, 25 OUTWATER DR., LOCKPORT, NY 14095","MARK STROM, VPHR 704 289-4511
  PO BOX 5030, MONROE, NC 28111",433
"BIG V SUPERMARKETS, INC. (SHOPRITE)
  88 NORTH PLANK ROAD
  NEWBURGH, NY 
  County: ORANGE | SSA Name: ORANGE | Region: HUDSON VALLEY",RETAIL GROCERY STORE,,107,107,,7/17/02,7/17/02,SALE TO WAKEFERN FOOD CORP.,PLANT CLOSING,STORE CLOSING,"UFCW; FRANK MEEHAN, PRES., LO. 1500, 221-10 JAMAICA AVE.,
  QUEENS VILL. ,NY 11428","LINDA LUSSIER, VP LABOR RELATIONS, 845 651-7020",431
"AMERICAN EXPRESS
  880 3RD AVENUE, STE. 600
  NEW YORK, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",DEPOSITORY BANKING FUNCTIONS,,52,52,,8/30/02,8/30/02,"ECONOMIC - 
  The Morgan Stanley Unit they support will be moving to Florida.",PLANT CLOSING,UNIT CLOSING,NA,"DEBORAH DEBOER, ER MGR, 770 623-0283 
  3958 River Village, Duluth, GA 30097",430
,,,,,,,,,,,,,427
"INFINEON TECHNOLOGIES
  2070 ROUTE 52
  HOPEWELL JCT., NY 12533
  County: DUTCHESS | SSA Name: DUTCHESS | Region: HUDSON VALLEY",MANUFACTURE OF ELECTRONIC COMPONENTS,,85 (approx. half in each unit),85,,Beginning 8/31/02,Between 12/31/02 and 3/31/03,"ECONOMIC; due to ""the end of the Alliances with 
  IBM"".",PLANT CLOSING (UNITS),"CLOSING OF THE DRAM DEVELOPMENT ALLIANCE
  AND THE LOGIC & EMBEDDED DRAM DEVELOPMENT ALLIANCE",NONE,"ROBERT J. BANKS, DIRECTOR H.R, 845 897-1110",426
"WORLDCOM, INC.
  60 CHARLES LINDBERGH BLVD.
  UNIONDALE, NY 11553
  County: NASSAU | SSA Name: HEMPSTEAD | Region: LONG ISLAND",DIGITAL COMMUNICATION SERVICES,,527,527,,"8/28/02 
  (Some employees may be employed through a transition period.)",8/28/02 (This is a conditional date and is subject to an extension.),ECONOMIC,PLANT CLOSING,CLOSING OF THE WIRELESS RESALE BUSINESS UNIT,NONE,"PAUL HILBER, 516 490-2780 OR JACQUELINE L. RUSH,
  DIR. H.R. 601/460-5748",425
"NOVA BUS LFS 
  DIVISION OF PREVOST CAR (US) INC.
  1301 HILLSIDE AVENUE
  SCHENECTADY, NY 12309
  County: SCHENECTADY | SSA Name: CAPITAL DISTRICT | Region: CAPITAL DISTRICT",MANUFACTURE OF TRANSIT BUSES,,115,115,,8/19/02,12/31/02,ECONOMIC,PLANT CLOSING,PLANT CLOSING,NONE,"JOANNE HICKEY, MGR.H.R., 518 382-1692 OR DAVID STANBURY, 
  PLANT MGR.",424
,,,,,,,,,,,,,423
,,,,,,,,,,,,,420
"CHAUTAUQUA HARDWARE CORPORATION
  31-35 WATER STREET
  JAMESTOWN, NY 
  County: CHAUTAUQUA | SSA Name: CHAUTAUQUA | Region: WESTERN REGION",MANUFACTURE OF HARDWARE,,147,30,,8/16/02 THROUGH 8/29/02,N/A,ECONOMIC,OTHER,LAYOFFS,"IAM, LO. 1839; LESTER STACEY, PRES.","KATRINA I. JONES, MGR. OF H.R., 716/661-4176",419
"BIG V SUPERMARKETS, INC.
  240 EAST SANDFORD BLVD.
  MT. VERNON, NY 
  County: WESTCHESTER | SSA Name: WESTCHESTER/PUTNAM 
  | Region: HUDSON VALLEY",RETAIL GROCERY STORE,,151,151,,7/17/02,7/17/02,"SALE TO WAKEFERN FOOD CORP. (SHOPRITE).
  (Although Shoprite will operate some acquired stores, these 2 stores will not 
  be
  retained. The company is still trying to sell them, but current plans include 
  closures.)",PLANT CLOSING,TWO STORE CLOSINGS,"UFCW; FRANK MEEHAN, PRES., LO. 1500, 221-10 JAMAICA AVE.,
  QUEENS VILL., NY 11428","LINDA LUSSIER, VP LABOR RELATIONS, 845 651-7020
  176 NORTH MAIN ST., FLORIDA, NY 10921",417
"FRONTIER COMMUNICATIONS
  145 NORTH MAIN STREET
  MONROE, NY 10950
  County: ORANGE | SSA Name: ORANGE | Region: HUDSON VALLEY",PHONE COMPANY,,231,67,,(to be determined ),N/A,MERGER BETWEEN CITIZENS AND FRONTIER,OTHER,LAYOFF,"IBEW LO. 503; JAMES HUMPHREY, 845/783-5269","JOYCE STOEBERL, V.P. AND GENERAL MGR., 845 783-5269",415
"SAINT-GOBAIN ABRASIVES
  6600 WALMORE ROAD
  NIAGARA FALLS, NY 14304
  County: NIAGARA | SSA Name: NIAGARA | Region: WESTERN REGION",MANUFACTURE OF CUT STONE PRODUCTS,,369,369,,8/4/02,8/4/02,"ECONOMIC: The company states that there is a 
  ""tenative decision to close the Company's Coated Abrasives...plant""",PLANT CLOSING,TENATIVE PLANNED CLOSING,,"VINNIE CAROTHERS, VPHR, 502 775-7484",412
"BANCO POPULAR NORTH AMERICA
  120 BROADWAY
  NEW YORK, NY 
  County: NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY",BANKING,,263,137,,9/30/02,N/A,ECONOMIC,MASS LAYOFF,LAYOFF,NONE,"JAMES A. NORINI, SR.V.P., 773 292-4712",411
"ALLSTATE INSURANCE COMPANY
  1 ALLSTATE DRIVE
  FARMINGVILLE, NY 11738
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND",INSURANCE,,154,94,,6/21/02 - 10/31/02,"N/A

  Reason for Dislocation: RELOCATION TO ROANOKE, VA.",,MASS LAYOFF,"RELOCATION OF FUNCTIONS FROM THE 
  ATLANTIC SHARED MARKET FIELD OFFICE TO ROANOKE, VA",,"RICHARD H. WARREN, H.R. MGR., 631 451-5601
  OR KATHY ANGERMAN, 631-451-5615",409
"SYSTEMAX INC.
  22 HARBOR PARK DRIVE
  PORT WASHINGTON, NY 11050
  County: HEMPSTEAD | SSA Name: HEMPSTEAD | Region: LONG ISLAND",MANUFACTURE OF COMPUTER PRODUCTS,,116,60,,8/2/02,8/2/02,"ECONOMIC
  The company is closing this location and moving the remaining employees to 11 
  Harbor Park Drive.",PLANT CLOSING,2 DISLOCATIONS,"IBT, LO. 819 - WAREHOUSE EMPLOYEES UNION","STEVEN M. GOLDCHEIN, SR. V.P. AND CHIEF FINANCIAL OFFICER
  516 608-7654",408
"TIAA-CREF
  (Teachers Insurance and Annuity Assoc. of America
  College Retirement and Equities Fund)
  730 THIRD AVENUE
  NEW YORK, NY 10017",GROUP INSURANCE,NEW YORK | SSA Name: NEW YORK CITY | Region: NEW YORK CITY,150,150,,8/1/02,BEGINNING 8/1/02,ECONOMIC,PLANT CLOSING,CLOSING,NONE,"DALE E. CALLENDER, SR. COUNSEL 212 916-6047",407
"MACY'S
  800 SUNRISE HIGHWAY
  BAYSHORE, NY 11706
  County: SUFFOLK | SSA Name: SUFFOLK | Region: LONG ISLAND",DEPARTMENT STORE,,136,136,,8/4/02,8/17/02,ECONOMIC,PLANT CLOSING,CLOSING OF STORE #166,,"WILLIAM H. IVES, GROUP V.P.H.R., 151 W. 34TH ST.,
  NY, NY 10001 212 494-5328",404
,BANK,,` 456,327,,5/31/02,n/a,"MERGER WITH DIME BANK- THESE ARE DIME BANK EMPLOYEES	
  BEING LAID OFF",MASS LAYOFF,5 DISLOCATIONS,,"BARBARA BLANCHARD, FIRST VICE PRESIDENT, HR ACQUISITIONS
  400 E. MAIN ST., STOCKTON, CA 95290 206-461-6400; OR 
  JULIETTE MIRSEPASY, 206 794-9031",403
,KNITTING MILL,,8,8,,8/26/02,12/21/02,ECONOMIC - FOREIGN COMPETITION*,OTHER,TWO CLOSINGS,,"DALE STEENBURGH, 518 773-9500",402
,KNITTING MILL,FULTON | SSA Name: FMS | Region: CENTRAL REGION,44,44,,8/26/02 - 12/21/02,12/21/02,ECONOMIC - FOREIGN COMPETITION*,OTHER,TWO CLOSINGS,,"DALE STEENBURGH, 518 773-9500",401
"TRIGEN ENERGY CORPORATION
  3 BARKER AVENUE
  WHITE PLAINS, NY 
  County: WESTCHESTER | SSA Name: WESTCHESTER/PUTNAM | Region: HUDSON VALLEY
Contact: MICHAEL B. THOMPSON, V.P.H.R., 713 552-2120
  1177 WEST LOOP SOUTH, STE. 900, HOUSTON, TX 77027
Business Type: ENERGY COMPANY
Number Affected: 112Total Employees: 112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING","ENERGY COMPANY
Number Affected: 112Total Employees: 112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING",,"112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING","112Total Employees: 112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING",,"7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING","12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING","ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING",PLANT CLOSING,"CLOSING
Company: TRIGEN ENERGY CORPORATION
  3 BARKER AVENUE
  WHITE PLAINS, NY 
  County: WESTCHESTER | SSA Name: WESTCHESTER/PUTNAM | Region: HUDSON VALLEY
Contact: MICHAEL B. THOMPSON, V.P.H.R., 713 552-2120
  1177 WEST LOOP SOUTH, STE. 900, HOUSTON, TX 77027
Business Type: ENERGY COMPANY
Number Affected: 112Total Employees: 112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING","NONE
Classification: PLANT CLOSING","MICHAEL B. THOMPSON, V.P.H.R., 713 552-2120
  1177 WEST LOOP SOUTH, STE. 900, HOUSTON, TX 77027
Business Type: ENERGY COMPANY
Number Affected: 112Total Employees: 112
Layoff Date: 7/31/02
Closing Date: 12/31/02
Reason for Dislocation: ECONOMIC
SIC: 4911 ERNUM: 0513030
Union: NONE
Classification: PLANT CLOSING",397
"DUPONT TEXTILES & INTERIORS
  P.O. BOX 787, BUFFALO AVE. & 26TH ST
  NIAGARA FALLS, NY 14302
  County: NIAGARA | SSA Name: NIAGARA | Region: WESTERN REGION",PRODUCTION OF TEXTILES,,400,172,,7/31/02,N/A,"FOREIGN COMPETITION.
  The company has had a reduction in their market for certain textiles, mainly 
  spandex and lycra.",MASS LAYOFF,INCREASED COMPETITION,,"META SMITH-LOOR, 716 278-5285,
  OR MR. KELLY W. KOBER, PLANT MANAGER, 716 278-5100",396
"IBM
  1701 NORTH STREET
  ENDICOTT, NY 13760
  County: BROOME | SSA Name: BROOME/TIOGA | Region: SOUTHERN TIER
Contact: JON BAUMGART OR DIANA J. BENDZ, SR. LOCATION EXECUTIVE Phone: 607 
  755-3589
Business Type: MANUFACTURE OF ELECTRONIC COMPUTERS
Number Affected: 224 (Some may be offered alternate positions.)
Total Employees: 4650 
Layoff Date: 7/22/02 
Closing Date: N/A 
Reason for Dislocation: ECONOMIC
SIC: 3570 ERNUM: 3770521 
Union: N/A
Classification: OTHER",MANUFACTURE OF ELECTRONIC COMPUTERS,BROOME | SSA Name: BROOME/TIOGA | Region: SOUTHERN TIER,4650,224 (Some may be offered alternate positions.),,7/22/02,N/A,ECONOMIC,OTHER,LAYOFF,N/A,"JON BAUMGART OR DIANA J. BENDZ, SR. LOCATION EXECUTIVE Phone: 607 
  755-3589",394
