Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Eastman Kodak Company - Kodak  Park (Eastman Park)
  1669 Lake    Avenue
  Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,3,10/23/2009,To  begin between 12/24/2009 and 12/29/2009,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2444
"Alstom Transportation Inc.
  1 Transit Drive & 1    Shamut Drive (one site)
  Hornell, NY 14843",Transportation,Steuben | WIB Name: CSS| Region: Southern Region,-----,502,10/20/2009,Begin  on 1/18/2010 and will run through 6/30/2010,-----,Economic,Plant Layoff,Plant  Layoff,IAM Local 2741,"Matt Shick, Human Resources Director",(607) 281-2958,2440
"North American Enclosures, Inc. 
(Manufacturing Operations Only)
65 & 85 Jetson   Lake
Central Islip, NY 11722",Manufacturing wall frames and framed art,Suffolk | WIB Name: SUFFOLK| Region: Long Island,30,30,10/20/2009,-----,1/15/2010,"Consolidating  operations, shifting manufacturing operations  only to Arizona 
  facility",Plant Unit Closing,Plant  Unit Closing,Local 348-S UFCW,"Marie Neubert, Vice President",(631) 234-9500,2439
"The Really Cool Food Company, LLC.
  475 Underhill Blvd
   Syosset, NY 11791",Food Manufacture & Distribution Operation,Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island,78,78,10/16/2009,-----,1/16/2010,Economic,Plant Closing,Plant Closing,United  Food and Commercial Workers Union - Local  248-S,"Seth Muraskin, Director, Corporate Projects",(212) 402-2900,2436
"Farmers Group Inc.
  4700 Vestal    Parkway East
  Vestal, NY 13850",Insurance,Broome | WIB Name: BROOME/TIOGA| Region: Southern  Region,-----,54,10/16/2009,1/15/2010,-----,Economic,Plant Layoff,Plant  Layoff,The affected employees are  not represented by a union and no bumping rights exist.,Laura A. Rock SVP Human Resources,(302) 252-2258,2435
"Colgan Air
  LaGuardia Airport, Terminal C
  Flushing, NY11371",Airline,Queens | WIB Name: NEW YORK CITY| Region: New York City,38,38,10/15/2009,Beginning  on 1/14/2010,Between  1/14/2010 and 1/28/2010,Economic,Plant Closing,Plant  Closing,"Airline Pilots Association, United Steelworkers","Mary Finnigan, Vice President",(703) 656-2502,2434
"Matrx (Midmark Corporation)
145 Mid County    Drive
Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr,Erie  | WIB Name: ERIE| Region: Western Region,87,87,11/9/2009,11/13/2009-Layoffs postponed for 7 of the  affected employees remaining,11/20/2009,"Consolidation of Air and Vac division with operations  at corporate headquarters in Versailles,   Ohio",Plant Closing,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2433
"Coca-Cola Enterprises Inc.'s (CO 2 Operations)
  124 Upper Falls    Blvd
  Rochester, NY 14605",Soft drink bottling company,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,1,1,10/14/2009,-----,1/15/2010,Economic,Plant Unit Closing,Plant  Unit Closing,No bumping rights  exist.,"James C. Tanner, Human Resource Director, EBU Supply  Chain",(914) 356-7784,2432
"Dresdner Kleinwort Securities LLC
  1301 Avenue of the Americas 41st Fl
  New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,3,10/14/2009,10/14/2009,-----,Economic,,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2431
"Bice Ristorante/Da Ecib USA, Inc.
  7 East 54th Street
  New York, NY10022",Restaurant,New York | WIB  Name: NEW YORK CITY| Region: New York City,94,94,10/14/2009,----,1/17/2010,Economic,,Plant  Closing,UNITE HERE Local 100,"Raffaele Ruggeri, President",(212) 688-1999,2430
"Lockheed Martin
Bldg 257-258, Oak Hill Avenue & Clark St
Endicott, NY 13760",Global security & information technology company,Broome/Tioga | WIB Name: BROOME/TIOGA| Region: Southern Region,-----,0,10/13/2009,"Beginning  on 10/19/2009 will continue through 1/15/2010  for affected employees below-
  layoffs postponed  from original date of 10/12/09",-----,Economic,Plant layoff,Plant  Layoff,Bumping rights do not exist.,"Joseph D'Abbracci, Director of Human Resources",(607) 751-3217,2429
"Crothall Services Group
Westchester Medical Center 
100 Grassland Reservation
Valhalla, NY 10595",Housekeeping and laundry services,Westchester | WIB  Name: WESTCH/PTNM | Region: Mid-Hudson Region,235,235,10/13/2009,-----,12/31/2009,Termination of service agreement,Plant Unit Closing,Plant  Unit Closing,The  affected employees will have no bumping rights.,"Sandra Schuster, Senior Human Resources Coordinator",(800) 447-4476,2428
"Matthews International Corp.
25 Chestnut    Street
Seneca Falls, NY 13148",Manufacturing Metal Letters; Marking Device  Manufacturing,Seneca | WIB Name: FINGER LAKES | Region: Finger Lakes Region,33,33,10/9/2009,10/30/2009,1/8/2010,Economic,Plant Closing,Plant  Closing,There is no union and there are no bumping  rights.,"Ann York, Regional HR Manager",(765) 966-1576,2426
"Avant-Garde Optics, LLC
44 Harbor Park    Drive
Port Washington, NY 11050","Opthalmic Goods Manufacturing - Distribution Center
  The Office function  operations will remain.",Nassau | WIB Name: Oyster Bay | Region: Long Island,300,137,10/9/2009,Layoffs  will commence on 10/30/2009 and run through  2/26/2010.,2/26/2010,Economic,Plant Unit Closing,Plant  Unit Closing,Employees are  not represented by a union.,Lydia Dougherty,(516) 484-3800,2425
"Eppendorf, Inc.
  One Cantiague Rock    Road
  Westbury, NY 11590",Manufacture Laboratory Equipment,Nassau | WIB Name: Oyster Bay/North Hempstead/Glen Cove | Region: Long Island,44,44,10/9/2009  Revised on 10/28/09,Employees  will remain on payroll through 1/8/2010; 1/9/2010 separation date.,12/31/09,"Relocation of Operations to Enfield, CT",Plant Closing,Plant  Closing,"Local 804,  Delivery & Warehouse Employees, an affiliate of the International  Brotherhood of Teamsters.","Felicia E. Nelson, Vice President, Human Resources",(516) 515-2231,2424
"Temic Automotive of North America
611 Jamison    Road
Elma, NY 14059",Automotive electronics manufacturing,Erie  | WIB: ERIE| Region: WESTERN REGION,86,15,10/8/2009,1/8/2010,1/8/2010,Adverse business conditions,Plant Closing,Plant  Closing,No bumping rights available  to employees.,"Donna Lilly, Human Resources Manager",(716) 687-6138,2422
"Tavern on the Green LP
Central Park West @ 67th    Street
New York, NY 10023",Restaurant,New York | WIB  Name: NEW YORK CITY| Region: New York City,405,405,10/7/2009,-----,12/31/2009,Unsuccessful to obtain license renewal,Plant Closing,Plant  Closing,"Some of the affected  employees are members of a collective bargaining unit and the relevant  agreement governing terms and conditions of employment in this unit does  include bumping rights. However, as all  employment terminations and the cessation of operations are occurring  simultaneously, there will not be occasion to exercise bumping rights.","William Zambrotto, General Manager",(212) 873-3200,2418
"Conde Nast Publications- Gourmet & Cookie  Magazines
         4 Times Square
         New York, NY 10036",Magazine Publishing,New York | WIB  Name: NEW YORK CITY| Region: New York City,138,138,10/6/2009,-----,10/5/2009,Economic,Plant Closing,Plant  Closing,No employees are represented  by unions or have bumping rights.,"Mary Macnab Kennedy, Group Executive Director",(212) 286-2383,2417
"The Salvation Army - Greater NY Division (Sites affected listed below)
Foster Boarding Home and Preventive  Care Program
120 West 14th    Street, 11th  Fl
New York, NY 10011",Not for profit religious organization,New York | WIB  Name: NEW YORK CITY| Region: New York City,120,120,10/13/2009,-----,12/31/2009,City  funding discontinued,Plant Closing,Plant  Closing,Non-union/no bumping rights,"Lt. Colonel Henrietta Klemanski, Associate Divisional  Commander",(212) 337-7209 ext 42209,2416
"Eastman Kodak Company Office 
343 State    Street
Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB: MONROE| Region: FINGER LAKES,-----,1 (Telecommuter),10/2/2009,To  occur between 12/17/2009 and 12/23/2009,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2415
"GRP Financial Services
445 Hamilton    Avenue
White Plains, NY 10601",Financial Services,Westchester | WIB  Name: WESTCH/PTNM| Region: Mid-Hudson Region,53,53,10/2/2009,12/31/2009,-----,Economic,Plant Closing,Plant  Closing,"Bumping rights do not exist,  and there are no unions.","Kristin Tess, President",(914) 397-7572,2414
"Carrier Corporation 
Replacement Components Division
6304 Thompson    Road Bldg  TR-2
Syracuse, NY 13221",Distribution Warehouse for Air Conditioning Units,Onondaga | WIB Name: ONONDAGA| Region: Central Region,167,167,10/1/2009,Layoffs  will begin on or about 12/31/2009 and continue  through 12/31/2010,12/31/2010,Economic,Plant Closing,Plant  Closing,Sheet Metal Workers International Association Local 58,"Jamie Palmisano, Human Resources Manager",(315) 432-7448,2413
"SKC Haas Display Films (USA) LLC
100 Latona Road 
Building 318 Dock 1
Rochester, NY 14652",Chemicals for use in flat panel techonology,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,34,34,10/1/2009,Begin  on or after 12/31/2009 and continue through  6/30/2010,6/30/2010,Economic,,Plant  Closing,Bumping rights do not  presently exist with respect to any of the positions.,"Kari Godberson, Human Resources Manager",(508) 229-7143,2412
"Watson Laboratories, Inc.
  1033 Stoneleigh    Avenue
  Carmel, NY 10512",Pharmeceutical Laboratory,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson  Region,-----,42,9/30/2009,12/30/2009,12/31/2010,Economic,Plant Closing,Plant  Closing,-----,"Awilda Gonzalez, Human Resources Manager",(914) 767-2051,2411
"Bombardier Transportation
  21-08 Jackson Avenue
  Long Island City, NY11101",Rail equipment manufacturing,Queens | WIB Name: NEW YORK CITY| Region: New York City,39,39,9/30/2009,-----,12/31/2009,Economic,,Plant  Closing,No bumping rights exist.,"Debra Lees, Human Resources Manager or Lalitaa  Isaback, Human Resources Advisor",Debra  Lees at (215) 498-6104 or Lalitaa Isaback at  (646) 708-2339,2410
"Vail-Ballou Press, Inc.
  47 Pine Camp Drive
   Kirkwood, NY 13795",Printing,Broome | WIB Name: BROOME/TIOGA| Region: Southern  Region,265,265,9/30/2009,-----,1/1/2010,Economic,Plant Closing,Plant  Closing,-----,"Chris Benyovszky, Vice President of Operations",(607) 723-7981,2409
"Pyramid Management Group, Inc. - Security Division
Walden Galleria 
1 Walden Galleria
Buffalo, NY 14225",Management Operations-Security Division,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,40,40,9/28/2009,-----,12/3/2009,Outsourcing Security Related Work,Plant Unit Closing,Plant  Unit Closing,Employees are not  represented by a union and do not have any bumping rights.,"Cindy Wheeler, Human Resources Manager",(315) 634-7822,2406
"11 Penn TV LLC
  11 Penn Plaza
  New York, NY 10001",TV Studio,New York | WIB Name:  NEW YORK CITY| Region: New York City,43,16,9/24/2009,-----,12/1/2009,Economic - termination of contract,Plant Unit Closing,Plant  Unit Closing,"I.A.T.S.E.: Local One, Local 794, Local 100 Employees have no bumping rights.","Michael DiPasquale, EVP Operations",(646) 273-3621,2405
"Rykodisc Inc. (subsidiary of Warner Music Inc.)
    30 Irving Place, 3rd Floor
     New York, NY 10003",Tape and Record Reproducing,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,1,9/25/2009,12/24/2009,-----,Economic,Plant Layoff,Plant  Layoff,There are no bumping rights  and affected employees are not represented by any union.,"Addie Adeniran, Vice President, Human Resources",(212) 275-1340,2404
"Penske Logistics, Inc.
11 Terminal    Street
Albany, NY 12206",Logistics Optimization   Center,Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital Region,81,81,9/24/2009,-----,12/23/2009,Loss of Contract,Plant Closing,Plant  Closing,Bakery Workers Local 50,"William Allport, Vice President",(216) 765-5013,2403
"Eastman Kodak Company Office 
  343 State    Street
  Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB: MONROE| Region: FINGER LAKES,-----,1,9/23/2009,To  occur between 12/7/2009 and 12/16/2009,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2399
"Warner Music Group Inc.
  (360 Department)
  75 Rockefeller Plaza
  New York, NY 10019",Marketing Support for Record Labels,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,1,9/21/2009,12/16/2009,-----,Leadership  Restructure,Plant Layoff,Plant  Layoff,Employees  are not represented by any union.,"James Celentano, Vice President of Human Resources",(212) 275-2192,2397
"Ramada JFK Hotel /Highgate Hotels, L.P.
Building  #144 Van Wyck Expressway
Jamaica,  NY  11430",Hotel,Queens | WIB Name: NEW YORK CITY| Region: New York City,187,187,9/22/2009,-----,12/1/2009,Economic,Plant Closing,Plant  Closing,AFL-CIO & UNITE HERE,"Geri Williams-Fitts, Vice President of Human Resources",(214) 393-8632,2396
"World of Disney New    York City
711 Fifth    Avenue
New York, NY 10022",Retail Store,New York | WIB Name:  NEW YORK CITY| Region: New York City,148,148,9/21/2009,"Layoffs will occur on or before 12/31/09  or the week prior. Most employees will  be separated from employment by 12/31/09, although a few will remain on site  into January 2010 to assist in winding down store operations. Store General Manager will remain employed  until 3/2010.",12/31/2009,Economic,Plant Closing,Plant  Closing,"None of the affected are  represented by a union or other labor organization nor are they 
  entitled to  bumping rights pursuant to a collective bargaining agreement or otherwise.","Wendy Crudele, Vice President Employee Relations",(407) 828-1118,2395
"Bombardier Transportation
71 Wall Street
Plattsburgh, NY 12901",Rail equipment manufacturing,Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,200,9/21/2009,12/21/2009,-----,Completion of contracts to build Long Island Rail,Plant Layoff,Plant  Layoff,-----,"Stephen Steiner, Human Resources Manager",(518) 566-5003,2394
"Raytel Cardiac Services, Inc. 
   DBA Philips Remote Cardiac Services
  1979 Marcus    Avenue, Suite C101
  Lake Success, NY 11042",Remote healthcare monitoring,Nassau| WIB Name: OYSTER BAY| Region: Long Island,150,48,9/17/2009,"12/18/2009-42 affected, 12/24/09-2 affected,  12/31/09-1 affected, 1/29/2010-3 affected",1/29/2010,Economic,Plant Closing,Plant  Closing,"No bumping rights exist for  this termination. No union representation for affected 
  employees.","John K. Skrypak, Vice President, Employment Law",(978) 659-4507,2391
"ARAMARK Management Services Limited Partnership
                           Samaritan Hospital
255 Lafayette    Avenue
Suffern, NY 10901",Housekeeping Services,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,77,77,9/17/2009,-----,11/1/2009,Loss of contract to provide services,Plant Closing,Plant  Closing,SEIU 32BJ,"James W. Valeri, Regional Human Resources Manager",(215) 238-3078,2390
"Raytel Cardiac Services, Inc. 
DBA Philips Remote Cardiac Services
1979 Marcus    Avenue, Suite C101
Lake Success, NY 11042",Remote healthcare monitoring,Nassau| WIB Name: OYSTER BAY| Region: Long Island,48,48,9/17/2009,"12/18/2009-42 affected, 12/24/09-2 affected,  12/31/09-1 affected, 1/29/2010-3 affected",1/29/2010,Economic,Plant Closing,Plant  Closing,"No bumping rights exist for  this termination. No union representation for affected 
  employees.","John K. Skrypak, Vice President, Employment Law",(978) 659-4507,2389
"Alan Ritchey, Inc.
Heartland Business Center 
91 Heartland Blvd
Edgewood, NY 11717",Transportation,Suffolk | WIB Name: Suffolk| Region: Long Island,80,80,9/16/2009,"To  occur during the 14-day period between December 16-29,  2009",12/29/2009,Economic,Plant Closing,Plant  Closing,"United Professional &  Service Employees Union, Local 1222 & 
  International Union  of Journeymen and Allied Trades (IUJAT)","Larry Rentz, Plant Manager",(631) 254-5345 or (631) 645-8277,2388
"Rykodisc Inc. (subsidiary of Warner Music Inc.)
30 Irving Place, 3rd Floor
New York, NY 10003",Tape and Record Reproducing,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,1,9/16/2009,12/14/2009,-----,Economic,Plant Layoff,Plant  Layoff,There are no bumping rights  and affected employees are not represented by any union.,"Addie Adeniran, Vice President, Human Resources",(212) 275-1340,2387
"Eastman Kodak Manitou 2009-0079 (additional sites  listed below)
  2600 Manitou    Road
    Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB: MONROE| Region: FINGER LAKES,-----,72,9/14/2009,To  begin between 11/24/2009 and 11/30/2009,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2385
"Milford Plaza
700 8th Avenue
New York, NY 10036",Hotel,New York | WIB  Name: NEW YORK CITY| Region: New York City,354,354,9/14/2009,12/12/2009,12/25/2009,Hotel Renovation,Temporary Plant Closing,Temporary  Plant Closing,Hotel Trades Council,"Donna Stephens, Human Resources Director",(212) 642-4697,2384
"Tana Seybert LLC subsidiary of Cousins Printing LLC
525 West 52nd    Street
New York, NY 10019",Printing,New York | WIB  Name: NEW YORK CITY| Region: New York City,132,132,9/14/2009,"Began  on 9/11/2009, will occur in stages throughout  plant closing date.",11/16/2009,Economic,Plant Closing,Plant  Closing,"Local 51-23M,GCC-IBT, AFL-CIO","Eric Bernstein, President",(212) 453-9131,2383
"Henkel Corporation
710 Ohio Street
Buffalo, NY 14203",Adhesives,Erie  | WIB Name: ERIE| Region: Western Region,81,16,9/11/2009,"Beginning  on 9/29/2009 (3 affected), 12/10/09 (13  affected)",Unsure,Economic/pending plant sale,Potential  Plant Closing,Potential  Plant Closing,"AFL-CIO, CLC Local 36G","Ben Toperoer, Human Resource Manager",(414) 766-1241,2381
"AIG Advisor Group - Brokerage Operations
One World Financial Center
New York, NY 10281",Brokerage,New York | WIB  Name: NEW YORK CITY| Region: New York City,41,41,9/11/2009,12/9/2009,12/18/2009,Economic,,Plant  Unit Closing,Employees have no bumping or  transfer rights and are not represented by any unions.,"Lara Goldbaum, Human Resources Manager",(212) 551-5833,2380
"Pfeiffer Foods Division of T. Marzetti Company
683 Lake Street
Wilson, NY 14172",Salad dressings and Mayonaisse Producers,Niagara | WIB Name: NIAGARA| Region: Western Region,154,154,9/11/2009,"Begins  on 10/20/2009 (40 affected), 11/20/09 (104  affected), 12/8/09 (10 affected)",12/8/09,Economic,Plant Closing,Plant  Closing,"Local 802 Bakery, Confectionery, Tobacco Workers and Grain Millers  International 
  Union of America - Bumping rights do exist.","Lowell Berry, Director of Human Resources",(614) 846-2232,2379
"Seal-It Inc.
   70 Schmitt Blvd
  Farmingdale, NY 11735",Manufacture Shrink Sleeve Labels,Oyster Bay | WIB Name: SUFFOLK| Region: Long Island,218,42,9/10/2009,12/3/2009,-----,Economic,Plant Layoff,Plant  Layoff,NOIT Local  528,"Jose Diaz, Division Human Resources Manager",(516) 935-3965,2378
"Pyramid Management Group, Inc. - Security Division
  1000 Palisades Center    Drive 
   Palisades Center
  West Nyack, NY 10994",Management Operations-Security Division,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,24,24,9/10/2009,-----,12/3/2009,Outsourcing Security Related Work,,Plant  Unit Closing,Employees are not  represented by a union and do not have any bumping rights.,"Cindy Wheeler, Human Resources Manager",(315) 634-7822,2377
"Dresdner Kleinwort Securities LLC
  1301 Avenue of the Americas 41st Fl
  New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,2,9/4/2009,9/2/2009,-----,Economic,Plant Layoff,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2375
"Eastman Kodak Company 
  1999 Lake Avenue
  Rochester, NY14650",Photographic equipment and supplies,Monroe | WIB: MONROE| Region: FINGER LAKES,-----,54,9/4/2009,Between  11/16/2009 and 11/23/2009,-----,Economic,,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of US&C Employee  Services",(585) 781-1896,2374
"Emerson Power Transmission
  620 South    Aurora Street
  Ithaca, NY 14850",Mechanical Power Transmission Equipment,Tompkins | WIB Name: TOMPKINS| Region: Southern Region,240,240,8/31/2009,Unsure,9/1/2010,Economic,Plant Closing,Plant  Closing,IAMAW,"Ken Hager, Plant Manager",(607) 274-6133,2373
"NYFIX Inc.
  100 Wall Street
  New York, NY 10005",An equity electronic trading solutions,New York | WIB  Name: NEW YORK CITY| Region: New York City,180,71,9/2/2009,Between  12/1/2009 and 12/15/2009,-----,Merger expected,Plant Layoff,Plant  Layoff,Employees have no bumping  rights and no union representation.,"Michael Wanderer, Chief Human Resources Officer",(646) 525-3240,2372
"Honeywell International/Scanning and Mobility
700 Visions    Drive
Skaneateles Falls, NY 13153","Bar code engines, scanners & mobile computers",Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,1,9/2/2009,12/1/2009,-----,Economic,,Plant  Layoff,No bumping procedure  available to affected employees.,"Christine A. Ruppert, Assistant General Counsel",(763) 954-6102,2371
"Raytel Cardiac Services, Inc. 
DBA Philips Remote Cardiac Services
1979 Marcus    Avenue, Suite C101
Lake Success, NY 11042",Remote healthcare monitoring,Nassau| WIB Name: OYSTER BAY| Region: Long Island,150,5,9/2/2009,12/1/2009,5/1/2010,Economic,Plant Closing,Plant  Closing,"No bumping rights exist for  this termination. No union representation for affected 
  employees.","John K. Skrypak, Vice President, Employment Law",(978) 659-4507,2370
"Aviva USA
65 Froehlich    Farm Blvd
Woodbury, NY 11797

  County: Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island",Life  and Annuity Insurance,,-----,28,9/2/2009,"11/30/2009 (26 employees affected), 12/17/2009 (1  affected), 12/31/09 (1 affected)",-----,Economic,Plant Layoff,Plant  Layoff,"Employees do not have union  representation and will not be entitled to any bumping 
  rights.","Shelle Eggermont, Employee Relations Manager",(515) 242-4684,2369
"Crucible Materials Corporation
        575 State Fair Boulevard, PO Box 977
      Syracuse, NY 13201",Steel fabrication,Onondaga | WIB Name: ONONDAGA| Region: Central Region,693,693,8/28/2009,-----,10/16/2009,Economic,Potential Plant Closing,Potential Plant Closing,"USW: Local 1277, Amalgamated Local Union 14532-18, Local Union 2924","Willard E. Pierce, Director of Labor Relations",(315) 470-9337,2368
"Matrx (Midmark Corporation)
  145 Mid County Drive
  Orchard Park, NY 14127",Dental Gas & Veterinary Anesthesia Equipment Mfr.,Erie | WIB Name: ERIE | Region: Western  Region,87,87,8/27/2009,8/18/09,on or after 11/20/09,"Consolidation of Air and Vac division with operations  at corporate headquarters in Versailles,   Ohio.",Plant Closing,Plant  Closing,-----,"Ms. Sue Hulsmeyer, Human Resource Manager",(937) 526-8363,2367
"The Research Foundation of SUNY Buffalo   State Campus
   800 North Pearl    Street
  Albany, NY 12204",Research,Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital Region,-----,30,8/27/2009,12/31/2009,-----,,Plant Layoff,Plant  Layoff,Employees do not have  bumping rights.,"Edgar Turkel, Director, Research Administration &  Services",(716) 878-6700,2365
"HGA Quest
439 Oak Street
Garden City, NY 11530",Merchandising,Nassau | WIB Name: HEMPSTEAD| Region: Long Island,160,3,8/26/2009,10/30/2009,-----,Loss of contract with Home Depot,Plant Layoff,Plant  Layoff,"No union representation, no  provision for transfer, bumping or reassignment.",Larry Kaminski,(516) 612-0449,2364
"Ciba Corporation (now owned by BASF Corporation)
  540 White    Plains Road
  Tarrytown, NY 10591",Specialty chemical company,Westchester | WIB  Name: WESTCH/PTNM| Region: Mid-Hudson Region,400,89,8/25/2009,"Schedule  of affected employees indicate layoffs will begin on 7/31/2009 and extend 
  through 3/31/2011",-----,Economic,Plant Unit Closing,Plant  Unit Closing  (Office Building),No bumping rights exist;  employees are not represented by a union.,"Cherie Hutton, Vice President Human Resources",(914) 785-2000,2363
"Oneida Ltd./ Corporate Headquarters
  163-181 Kenwood    Avenue
  Oneida, NY 13421",Flatware and dinnerware sales,Madison  | WIB: HMO| Region: CENTRAL REGION,-----,12,8/25/2009,Will  occur during the 14-day period beginning 11/23/2009 and including 12/6/2009,-----,Economic,Plant Layoff,Plant Layoff,No affected employees are  represented by a union.,"Wilber D. Allen, Director, Human Resources",(315) 361-3943,2362
"The Domestic and Foreign Missionary Society
  The  Protestant Episcopal Church Center
   815 Second    Avenue
   New York, NY 10017",Church,New York | WIB  Name: NEW YORK CITY| Region: New York City,200,33,8/25/2009,Layoffs  will occur between 10/30/2009 and 12/31/2009,-----,Economic,Plant Layoff,Plant  Layoff,Employees are not  represented by a union and no bumping rights exist.,"John Colon, Director of Human Resources",(212) 716-6331,2361
"Eastman Kodak Company - 
  Kodak Park (Eastman Park)
  1669 Lake    Avenue
  Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB: MONROE| Region: FINGER LAKES,-----,8,8/24/2009,To  occur between 10/29/2009 and 11/8/2009,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director of Employee Service",(585) 781-1896,2360
"HSBC - Payment Operations Unit
  2 Hanson Place
  Brooklyn, NY 11217",Bank,Kings | WIB Name: NEW YORK CITY| Region: New York City,95,95,8/24/2009,Separations  are expected to take place between 11/18/2009  through 12/2/2009,12/2/2009,Economic,,Plant  Unit Closing,Bumping rights do not exist  and there are no union employees involved in this closing.,"Frances Cleveland, Employee Relations Specialist,  Human Resources",(630) 521-4181,2359
"TLC Health Network/Tri-County Memorial Hospital
  100 Memorial Drive
  Gowanda, NY 14070",Hospital,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,187,187,8/24/2009,-----,8/10/2009,Restoration of facility to proper order.,,Temporary  Plant Closing,Bumping rights are not  available to the affected employees.,"Tracie L. Luther, Vice President - Human Resources",(716) 951-7038,2358
"Honeywell International/Scanning and Mobility
    700 Visions    Drive
    Skaneateles Falls, NY 13153","Bar code engines, scanners & mobile computers",Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,26,8/24/2009,Between  11/18/2009 and 12/2/2009,-----,Economic,,Plant  Layoff,No bumping procedure  available to affected employees.,"Christine A. Ruppert, Assistant General Counsel",(763) 954-6102,2357
"Parker Hannifin Corporation 
Electromechanical Division North America
27 Seaview Blvd
Port Washington, NY 11050",Motion control technology,"Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island 
  Suffolk/  WIB Name: Suffolk/Region: Long Island",36,36,8/20/2009,-----,12/31/2009,Economic,Plant Closing,Plant  Closing,Employees are not  represented by any union or other representative.,"Ken Sweet, General Manager",(707) 584-3000,2355
"Rockwell Automation
  100 Precision    Drive
   Shirley, NY 11967",Manufacturing of motor components,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,31,8/19/2009,11/30/2009,-----,Economic,,Plant  Layoff,The employees at this  facility are not represented by a union and no bumping rights exist.,"Alisa C. McGowan, Human Resources Manager",(440) 646-3808,2354
"BearingPoint
  Three World Financial Center 
  200 Vesey St 14th Floor
  New York, NY 10281",Management and technical consultants,New York | WIB: NEW YORK CITY| Region: New York City,17,7,8/14/2009,Layoffs  commencing on or about 9/20/2009,12/31/2009,Economic,Plant Closing,Plant Closing,Affected employees do not  have bumping rights and none are represented by a union.,"Blake M. Guy, Managing Director/Chief Litigation  Counsel",(703) 747-8719,2352
"Dresdner Kleinwort Securities LLC
1301 Avenue of the Americas 41st Fl
New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,7,8/18/2009,8/17/2009,-----,Economic,Plant Layoff,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2351
"The Bank of New    York Mellon (Distribution Services)
101 Barclay    Street
New York, NY 10007",Bank,New York | WIB  Name: NEW YORK CITY| Region: New York City,29,29,8/14/2009,-----,11/13/2009,Outsourcing,Plant Unit Closing,Plant Unit Closing,-----,"Elizabeth Weiner, Vice President-Human Resources",(212) 815-4978,2348
