Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Lord + Taylor 1825 Palisades Center DriveWest Nyack, NY 10994",Retail store,Rockland | WDB Name:ROCKLAND | Region:Mid-Hudson Region,91,91,10/31/2019,"Employee separations are expected to occur beginning January 31, 2020.",1/31/2020,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Sandy Hergott, Human Resources Director",(860) 626-9652,20-534496,2019-0122,6975
"iPic Entertainment Inc.1 Hamilton Street Dobbs Ferry, NY 10522",Theater company,Westchester | WDB Name:WESTCH/PTNM | Region: Mid-Hudson Region,126,126,10/29/2019,"November 11, 2019","November 11, 2019",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Paul Safran, Esq., SVP & General Counsel",(561) 886-3236,82-3129582,2019-0121,6974
"Eastman Kodak Company (Kodak Office)343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes Region,------,2 (one employee is a remote worker),10/23/2019,"January 20, 2020",------,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0120,6973
"Cascades Tissue Group 148 Hudson River Road Waterford, NY 12188",Tissue manufacturing and conversion company,Saratoga | WDB Name: SAR/WAR/WAS | Region: Capital,96,96,10/29/2019,3/27/2020,3/27/2020,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Emily Mastrianni, HR Manager",(518) 238-1900 Ext: 75677,01-0518538,2019-0119,6972
"Macquarie Holdings (U.S.A.) Inc. 125 W. 55th Street New York, NY 10019",Fincanial services (US Cash Equities Division),New York | WDB Name: NEW YORK CITY | Region: New York City,-----,86,10/29/2019,"Separations from employment will occur on or about November 12, 2019, or during a 14-day period beginning on that date.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Hoi-Ling Wong, Director, Employee Relations",(212) 231-1916,13-3789912,2019-0118,6971
"CONMED Corporation and Buffalo Filter, LLC 5900 Genesee Street Lancaster, NY 14086",Medical equipment manufacturer,Erie | WDB Name: ERIE | Region: Western,96,54,10/24/2019,"February 28, 2020 (38 employees); March 31, 2020 (12 employees); and June 30, 2020 (4 employees).",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Alison O'Sullivan, Director, Human Resources",(201) 419-9246,16-1477812,2019-0115,6967
"AmTrust Financial Services, Inc. 600 Essjay Drive Williamsville, NY 14221",Insurance,Erie | WDB Name: ERIE | Region: Western,74,39,10/23/2019,"The last day of employment is expected to be January 24, 2020.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Tim Fiorilli, Human Resources Business Partner",(216) 727-4798,04-3106389,2019-0116,6966
"Nordstrom (Rack Store at Skyview Center (Store 512) 4024 College Point Blvd., Suite D417 Flushing, NY 11354",Retail Store,Queens | WDB Name: NEW YORK CITY | Region: New York City,42,42,10/25/2019,"The expected separation date will be January 31, 2020, or within the two-week period following that date.",1/31/2020,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Michelle McCray, Director Human Resources Administrative Services",(206) 303-2756,-----,2019-0117,6965
"HMS Ferries, Inc. (HMS Global Maritime LLC) 10 South Street New York, NY 10004",Full-service marine management company,New York | WDB Name: NEW YORK CITY | Region: New York City,29,29,10/9/2019,10/31/2019,10/31/2019,Loss of contract to continue services at the Governors Island site,Plant Closing,Plant Closing,"International Organization of Masters, Mates & Pilots","Kristen Crawford, Division Human Resources Director",(812) 941-9990,36-4691740,2019-0114,6964
"Barneys New York 575 5th Avenue New York, NY 10017",Retail,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Orange | WDB Name: ORANGE | Region: Mid-Hudson County: Queens | WDB Name: NEW YORK CITY | Region: New York City,165,165,10/16/2019 Amendment: 10/23/2019,"Separations may occur as early as November 1, 2019 or a date within 14 days thereafter.",11/1/2019,Economic,Plant Closing,Plant Closing,New York New Jersey Regional Joint Board Workers United A/W SEIU,"Grace Fu, Executive VP of Human Resources, General Counsel & Secretary, Barneys New York",(212) 450-8606,13-4942980,2019-0102,6962
"Home Box Office. Inc.300 New Highway Hauppauge, NY 11778",American premium channel,Suffolk | WDB Name: SUFFOLK | Region: Long Island,157,64,8/1/2019,"Separations will occur on 11/1/2019, or the 14-day period starting on that date.",-----,Merger,Plant Layoff,Plant Layoff,Radio and Television Broadcast Engineers Union Local 1212 (IBEW),"Theresa Sheeran, Director, Human Resources",(212) 512-8684,05-0545061,2019-0111,6961
"Home Box Office, Inc. 300 New Highway Hauppauge, NY 11778",American premium channel,Suffolk | WDB Name: SUFFOLK | Region: Long Island,157,64,8/1/2019Amendment: 10/11/2019,"Four affected employees’ separation dates have been postponed from November 2, 2019, or the 14-day period starting on that date, to November 22, 2019, or the 14-day period starting on that date. One employee’s separation date has been postponed from November 2, 2019, or the 14-day period starting on that date, to November 30, 2019, or the 14-day period starting on that date.",-----,Merger,Plant Layoff,Plant Layoff,Radio and Television Broadcast Engineers Union Local 1212 (IBEW),"Theresa Sheeran, Director, Human Resources",(212) 512-8684,05-0545061,2019-0111,6960
"Del Frisco's Grille 160 Walt Whitman Road, Suite 1108B Huntington Station, NY 11746",Full service restaurant,Suffolk | WDB Name: SUFFOLK | Region: Long Island,72,72,10/9/2019,12/23/2019,12/23/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Laura Stombaugh, Vice President of Operations Services",(469) 913-1863,27-3818922,2019-0110,6957
"Premier Paratransit LLC 940 Remsen Avenue Brooklyn, NY 11236",Full service transportation business geared towards the physically challenged.,Brooklyn | WDB Name: NEW YORK CITY | Region: New York City,303,303,10/17/2019,Affected employees will be separated between 11/1/2019 and 12/31/2019.,12/31/2019,Loss of contract with the New York City Transit Authority,Plant Closing,Plant Closing,Local 713 International Brotherhood of Trade Unions,"Ingrid Sevieux, Project Director",(718) 927-1410 Ext: 208,26-3128110,2019-0109,6956
"Cartoon Network Enterprises 30 Hudson Yards New York, NY 10001",Media services,New York | WDB Name: NEW YORK CITY | Region: New York City,12,7,10/17/2019,"Separations will occur on December 27, 2019, or the 14-day period commencing on that date",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Jacqulyn Andrich-Nestinger, Sr. Human Resource Business Partner",(404) 575-9735,58-2632304,2019-0108,6954
"ER Select LLC at St. James Mercy Hospital411 Canisteo Street Hornell, NY 14843",Professional Employer Organization,Steuben | WDB Name: CSS | Region: Southern,352,352,10/15/2019,12/31/2019,-----,Termination of contract with St. James Mercy Hospital.,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Lori A. Crimmins, VP, Human Resources",(585) 420-3914,-----,2019-0101,6953
"EmblemHealth Services Company, LLC 55 Water St. New York, NY 10041",Health claims processing,New York | WDB Name: NEW YORK CITY | Region: New York City,"1,241",60,10/16/2019,"Separations will begin on or about January 14, 2020 or within 14 days following that date.","January 14, 2020",Relocation of claims processing work,Plant Unit Closing,Plant Unit Closing,Local 153 Office & Professional Employees International Union,"Daniel Byrne, Vice President, Labor Relations",(646) 447-0495,26-1330097,2019-0100,6952
"PRWT Services, Inc. 1150 South Avenue Staten Island, NY 10314",Data Processing Services,Richmond | WDB Name: NEW YORK CITY | Region: New York City,117,117,9/20/2019,12/20/2019,-----,Contracted work is being relocated by contracting entity,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"JanQuel Armstead, Director",(215) 569-8810 Ext: 179,23-2528512,2019-0107,6951
"Barneys New York 575 5th Avenue New York, NY 10017",Retail,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty: Queens | WDB Name:NEW YORK CITY | Region: New York CityCounty:‎Orange | WDB Name:ORANGE | Region: Mid-Hudson Region,785,785 affected employees for all five sites,10/16/2019,11/1/2019,11/1/2019,Economic,Plant Closing,Plant Closing,New York New Jersey Regional Joint Board Workers UnitedA/W SEIU,"Grace Fu, Executive VP of Human Resources, General Counsel & Secretary, Barneys New York",(212) 450-8606,13-4942980,2019-0102,6950
"ACCO Brands USA LLC 941 Acco Way Ogdensburg, NY 13669",Manufacturing operations,St. Lawrence | WDB Name: ST LAWRENCE | Region: North Country,106,62,9/23/2019 Amended: 10/15/2019,"Separations are expected to occur in two stages. The anticipated date for the permanent termination of manufacturing operations for Phase 1 is 11/29/2019 rather than between 10/1/2019 and 12/31/2019 and Phase II will occur between January 1, 2020 and May 1, 2020.","May 1, 2020",Termination of Manufacturing Operations,Plant Unit Closing,Plant Unit Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, Local 4-503","John Roome, Human Resources Manager",(315) 605-3090,13-2657051,2019-0068,6949
"DHR Restaurant Co. LLC, aka Rare Bar & Grill Murray Hill303 Lexington Avenue New York, NY 10016",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,47,47 remaining employees.The seasonal rooftop closed on 9/30/2019.,6/28/2019 Amended: 10/1/2019,2/29/2020 or within 14 days thereafter,2/29/2020,Seasonal venue,Plant Closing,Plant Closing,The employees are not represented by a union.,"Douglas Boxer, CEO",(646) 401-4727,03-0497404,2018-0438,6948
"Home Box Office. Inc. (HBO Service Corp.)30 Hudson Yards New York, NY 10001",American premium channel,New York | WDB Name: NEW YORK CITY | Region:New York City,1176,32,10/2/2019,"Separations will occur between December 31, 2019, or the 14-day period commencing on that date, and December 31, 2020, or the 14-day period commencing on that date.",-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Brittany Savarese, Manager, Human Resources",(212) 512-7699,05-0545061,2019-0099,6947
"Eastman Kodak Company (Kodak Office)343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name:MONROE | Region:Finger Lakes Region,-----,1,10/8/2019,1/6/2020,-----,Economic,Plant Layoff,Plant Layoff,The employee is not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0098,6945
"Port Morris Tile & Marble LP460 West 34th Street, Ste1700New York, NY 10001",Tile and terrazzo contactors,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty:Bronx |WDB Name:NEW YORK CITY | Region:New York City,215 (total employees at both locations),189,10/8/2019,"January 6, 2020","The closures will take place on or about January 6, 2020.",Economic,Plant Closing,Plant Closing,BAC Local 7 and International Brotherhood of Teamsters Local 282,"Rebecca Zwilling, Director of Human Resources",(718) 378-6100,36-4870068,2019-0096,6944
"Transform KM LLC (Kmart Store 04726)975 Fairmount Ave W E Jamestown, NY 14701",Retail store,Chautauqua | WDB Name:CHAUTAUQUA | Region:Western Region,35,35,8/06/2019,"Separations will occur on November 04, 2019 or during a 14-day period beginning on that date.","November 04, 2019",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Aimee Grabau, HR DVP",(847) 286-1427,35-2650557,2019-0029,6941
"CONMED Corporation and Buffalo Filter, LLC 5900 Genesee Street Lancaster, NY 14086",Medical equipment manufacturer,Erie | WDB Name: ERIE | Region: Western,96,6,10/8/2019,"January 6, 2020",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Justin Ross, Director, Human Resources",(574) 306-8710,16-1477812,2019-0093,6940
"Eastman Kodak Company(Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,10/3/2019,12/31/2019,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Kathleen Doyle, HR Associate, Human Resources",(585) 724-6615,16-0417150,2019-0094,6939
"Somos Healthcare Providers, Inc. 519 Eighth Avenue, 14th Floor New York, NY 10118",Community care and advocate community provider,New York | WDB Name: NEW YORK CITY | Region: New York City,130,130,10/7/2019,"Separations will occur on January 5, 2020 or within the fourteen (14) day period commencing on this date.","January 5, 2020",New York State contract expired,Plant Closing,Plant Closing,The employees are not represented by a union.,"Liz Webb, VP of Human Resources",(516) 642-4068,47-2528627,2019-0092,6938
"Library Bar (at Hudson Hotel) 358 West 58th St. New York, NY 10019",Bar in the Hudson Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,13,13,8/21/2019Amended: 10/2/2019,11/3/2019,Closing date postponed from 10/6/2019 to 11/3/2019.,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO, affiliated with UNITE HERE, Local 6","Geoffrey Mills, VP General Manager",(212) 453-6400,13-4130496,2019-0045,6937
"Bonobos, Inc., a subsidiary of Walmart, Inc. 45 West 25th Street, 3rd Floor New York, NY 10110",An e-commerce-driven apparel subsidiary of Walmart headquartered in New York City that designs and sells men's clothing.,New York | WDB Name: NEW YORK CITY | Region: New York City,220,26,10/7/2019,1/17/2020,-----,Changes to its organizational structure,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Jaime Latzman, VP, Head of People",(646) 532-5800,71-0794409,2019-0091,6936
"RAROC, Inc. a subsidiary of Patina Restaurant Group, LLC 45 Rockefeller Plaza New York, NY 10111",Restaurant and Entertainment,New York | WDB Name: NEW YORK CITY | Region: New York City,328,328,10/3/2019,"The associates impacted by the closure of the restaurants will have their employment terminated during the 14-day period commencing January 2, 2020. The associates impacted by the closure of the Skating Rink will have their employment terminated during the 14-day period commencing on April 19, 2020.","The Company's operations of the food and beverage venues will end on January 15, 2020. The Rink at Rockefeller Center and the skating house operations will end on April 19, 2020.",Lease termination,Plant Closing,Plant Closing,The employees are not represented by a union.,"James Clarke, Human Resources Director",(347) 491-9358,37-1450757,2019-0090,6935
"J & M Distributing Co., Inc. (Certo Brothers Distributing) 2500 North America Drive West Seneca, NY 14224",Beer and Ale Merchant Wholesalers,Erie | WDB Name: ERIE | Region: Western,270,270,10/4/2019,"The expected date for separation of employment for the affected employees is during the 2-week period from January 10, 2020 to January 23, 2020.","January 23, 2020",Economic,Plant Closing,Plant Closing,"Teamsters Local 264, I.B.T.","Robert Brooks, CFO",(716) 827-1133 Ext: 519,16-0863013,2019-0089,6934
"Queens Medical Associates, P.C. 176-60 Union Turnpike Fresh Meadows, NY 11366",Hematology and medical oncology care for patients with cancer and blood disorders.,Queens | WDB Name: NEW YORK CITY | Region: New York City,130,130,10/3/2019,1/15/2020,1/15/2020,Company selling all of its assets,Plant Closing,Plant Closing,The employees are not represented by a union.,"Susan Dicosola, Executive Director",(718) 312-3453,13-4145867,2019-0087,6933
"New York Health & Racquet Club 60 West 23rd Street New York, NY 10010",Health and fitness center,New York | WDB Name: NEW YORK CITY | Region: New York City,104,104,8/1/2019Amended: 10/3/2019,10/31/2019 (Three (3) employee separations have been postponed until 11/30/2019),10/31/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Heather Dobkowski, Human Resources Manager",(212) 220-0655,13-2935075,2019-0019,6932
"New York Health & Racquet Club 62 Cooper Square New York, NY 10003",Health and fitness center,New York | WDB Name: NEW YORK CITY | Region: New York City,57,57,10/4/2019,"All affected employees are expected to be separated from employment on January 6, 2020.","January 6, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Janet Woodfin, Vice President, Human Resources",(212) 220-0673,13-2935075,2019-0088,6931
"Taft Food Court, LLC - Restaurant Complex - Food Court (Pizza Hut, Nathan's and KFC) and Tad's Steaks Restaurants 761 Seventh Ave New York, NY 10019",Restaurants,New York | WDB Name: NEW YORK CITY | Region: New York City,41,41,10/4/2019,"Separations will occur on January 5, 2020 or during the fourteen-day period that begins on that date.","January 5, 2020",Economic,Plant Closing,Plant Closing,Tad's Steaks are represented by the UNITE HERE Local 100,"James Rosenzweig, General Counsel",(212) 560-1749,46-3316245,2019-0083,6930
"BINS Holdings, LLC fka BASIS Independent Schools, LLC (Manhattan) 795 Columbus Avenue New York, NY 10025","National network of PreK-12 private, secular schools",New York | WDB Name: NEW YORK CITY | Region: New York City,68,68,10/1/2019,12/31/2019,12/31/2019,"Acquired by Spring Education Group, Inc.",Plant Closing,Plant Closing,The employees are not represented by a union.,"Sean Minner, Chief Human Resource Officer",(480) 220-6081,46-2738726,2019-0085,6929
"Isabella Visiting Care, Inc. 39 Broadway New York, NY 10006",Licensed home care agency,New York | WDB Name: NEW YORK CITY | Region: New York City,569,569,10/1/2019,12/31/2019,12/31/2019,"Purchased by Bestcare, Inc.",Plant Closing,Plant Closing,1199 Service Employees International Union (SEIU),"Lydia Galeon, Senior VP, Business Development & Initiative - MJHS Home Care",(212) 356-5880,20-5898276,2019-0084,6928
"57th Street, LLC d/b/a Kingside & The Roof 124 West 57th Street, Ground Floor & 29th Floor New York, NY 10019",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,107,107,9/30/2019,1/1/2020,1/1/2020,Sale of the hotel and lease was terminated,Plant Closing,Plant Closing,The employees are not represented by a union.,"Vanessa Napoletano, HR Manager",(212) 750-6361 Ext: 112,90-0946100,2019-0080,6927
"Hotel Wales 1295 Madison Avenue New York, NY 10128",Hotel,New York | WDB Name: NEW YORK CITY | Region: New York City,42,42,10/1/2019,12/31/2019,12/31/2019,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 Division A","Ann Eber, Adellco Management LLC",(212) 683-3000,-----,2019-0081,6926
"Bunge Management Services, Inc. 50 Main Street, 6th Floor White Plains, NY 10606",Regulation of agricultural marketing,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,67,67,10/1/2019,"The first separation of employees is expected to occur beginning December 31, 2019 or within 14 days after that date.",12/31/2019,Relocation of office,Plant Closing,Plant Closing,The employees are not represented by a union.,"Fabiana Ferro, HR Business Partner",(914) 684-3231,13-4032562,2019-0082,6925
"Edwards Vacuum LLC 6416 Inducon Drive West Sanborn, NY 14132",Appliance Manufacturer,Niagara | WDB Name: NIAGARA | Region: Western,104,65,10/1/2019,Separations to occur in stages. Stage I will occur on 12/31/2019. Stage II will occur between 2/1/2020 and 3/31/2020 and Stage III will occur on 9/30/2020.,Manufacturing to be shut down 3/31/2020 with some staff remaining until 9/30/2020 to assist in the transition.,Plant Manufacturing Unit Relocating,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Nancy Carlin, Human Resources Professional",(716) 990-6029,20-5071465,2019-0078,6924
"Empire State Brewing Corp. d/b/a Heartland Brewery 350 Fifth Ave New York, NY 10118",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,96,96,9/25/2019,"The layoffs are expected to commence on January 1, 2020 and end on January 15, 2020.","January 15, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jon Bloostein, CEO",(917) 999-6532,26-4606671,2019-0079,6923
"AEG Presents (operator of PlayStation Theater aka The Best Buy Theater) 1515 Broadway New York, NY 10036",Broadway Theater,New York | WDB Name: NEW YORK CITY | Region: New York City,62,62,10/1/2019,"The expected date of the layoffs of employees is January 1, 2020 or within fourteen (14) days thereafter.","January 1, 2020","AEG Presents, the operator of PlayStation Theater aka The Best Buy Theater, will permanantly cease all of its operations of the theater.",Plant Closing,Plant Closing,International Alliance of Theatrical Stage Employees (IATSE) Local 1,"Justin Thomas, Human Resources",(212) 375-1200,95-4846439,2019-0077,6922
"Newsday LLC 235 Pinelawn Road Melville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,708,1,9/30/2019,"This Phase 11 employee separation is expected to occur during the 14-day period starting on December 30, 2019.","September 13, 2019",Economic,Plant Unit Closing,Plant Unit Closing,The affected employee is not represented by a union.,"Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2019-0076,6921
"Crosstex International, Inc. (Cantel) Phase 2 10 Ranick Road Hauppauge, NY 11788",Dental equipment distribution and manufacturing,Suffolk | WDB Name: SUFFOLK | Region: Long Island,88,7,9/20/2019,"Separations are anticipated to occur on December 20, 2019.",-----,"Restructuring which will involve the relocation of certain dental equipment distribution and manufacturing operations to Rush, NY.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Chris Mathews, Director, Human Resources",(631) 582-6777,11-3048770,2019-0070,6920
"Lane Bryant, Inc. 380 Fulton Street Brooklyn, NY 11201",Women's apparel,Kings | WDB Name: NEW YORK CITY | Region: New York City,82,82,9/29/2019,"12/29/2019, or during the 14-day period commencing on that date",12/17/2019,Economic,Plant Closing,Plant Closing,"Retail, Wholesale and Department Store Union (RWDSU/UFCW) Local 338","Cheryl Stevens, Senior Vice President - Human Resources",(614) 463-4851,13-3118358,2019-0074,6919
"Merastar Insurance Company, a subsidiary of Kemper Corporation 5784 Widewaters Parkway DeWitt, NY 13214",Insurance,Onondaga | WDB Name: ONONDAGA | Region: Central,50,50,9/27/2019,12/27/2019,12/27/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Kathryn Peters, Human Resources",(570) 496-5646,62-0928337,2019-0073,6918
"AllianceBernstein L.P. (Phase 7) 1345 Sixth Avenue New York, NY 10105",Providing investment management and research services,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,"1,339",51,9/26/2019,"December 31, 2019",-----,"Relocation of Corporate Headquarters to Nashville, Tennessee",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Carolyn Buccerone, Vice President, Counsel Assistant Secretary",(212) 969-2135,13-4064930,2019-0071,6917
"Warner Media, LLC (formerly Time Warner Inc.) 30 Hudson Yards New York, NY 10001",Media services,New York | WDB Name: NEW YORK CITY | Region: New York City,199,49,9/30/2019,"Separations will occur between December 31, 2019, or the 14-day period commencing on that date.",-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Erica Cibella, Vice President, Human Resources",(212) 484-6572,82-2449954,2019-0076,6916
"Concorde Medical Group PLLC 316 East 30th Street, Floor 2 New York, NY 10116",Home Health Care,New York | WDB Name: NEW YORK CITY | Region: New York City,115,115,9/23/2019,12/31/2019,12/31/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Karen Aimetti, Director of Human Resources",(212) 481-4493,13-3902493,2019-0069,6915
"ACCO Brands USA LLC 941 Acco Way Ogdensburg, NY 13669",Manufacturing operations,St. Lawrence | WDB Name: ST LAWRENCE | Region: North Country,106,62,9/23/2019,"Separations are expected to occur in two stages: Phase I will occur between October 1, 2019 and December 31, 2019 and Phase II will occur between January 1, 2020 and May 1, 2020.","May 1, 2020",Termination of Manufacturing Operations,Plant Unit Closing,Plant Unit Closing,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, Local 4-503","John Roome, Human Resources Manager",(315) 605-3090,13-2657051,2019-0068,6914
"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs,  Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on  the Amtrak level of Penn Station) 560 Fifth Avenue, 3rd Floor New York, NY 10036",Restaurants,New  York | WDB Name: NEW YORK CITY | Region: New York City,46,46,7/13/2018 Amended: 9/26/2019,"Close of business on  January 1, 2020, or during the 14 day period thereafter for the food court  employees.It is anticipated that the TGI Fridays will continue in operation beyond this period.",1/1/2020,Expiration of lease,Plant Closing,Plant Closing,The employees are not represented by a union.,"Ann  Martinez, CFO",(212)  560-1658,13-3031720,2018-0006,6909
"Pet Partners, LLC 5 Mountain Ledge Drive Wilton, NY 12831",Animal hospital,Saratoga | WDB Name: SAR/WAR/WAS | Region: Capital,49,49,9/20/2019,"The first separations as a result of this closure will occur on December 28, 2019 and the last separations are expected to be no later than January 24, 2020.","January 24, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Andrew McDermott, Chief Financial Officer",(518) 226-3508,,2019-0067,6908
"General Parts Distribution, LLC d/b/a Carquest Auto Parts215 Business Park Drive Armonk, NY 10504",Auto parts distribution,Westchester | WDB Name:WESTCH/PTNM | Region:Mid-Hudson Region,80,80,9/18/2019,"All employee separations are expected to occur on December 31, 2019.","December 31, 2019",Economic,Plant Closing,Plant Closing,Teamsters Local 202,"Connie Orzech, HR Manager-Supply Chain",(860) 375-1514,26-1470711,2019-0066,6907
"American Technical Ceramics Corp One Norden Lane  Huntington Station, NY 11746",Manufacturer of capacitors,Suffolk | WDB Name: SUFFOLK | Region:Long Island,157,24,6/24/2019 Amendment: 9/20/2019,"The first phase of employee separations is expected to occur during the 14-day period starting on September 27, 2019 and ending on October 10, 2019. The separation dates for four employees are being extended and will occur during the 14-day period starting on January 8, 2020.","September 30, 2020",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Susan Vignali, Director of Human Resources",(631) 622-4772,11-2113382,2018-0431,6906
"Home Box Office. Inc. (HBO Service Corp.)30 Hudson Yards New York, NY 10001","American premium channel owned by the Home Box Office, Inc.",New York | WDB Name:NEW YORK CITY | Region:New York City,1176,15,9/9/2019,"Separations will occur beginning on December 9, 2019, or the 14-day period commencing on that date.",-----,Merger,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Keir McMullen, Director, Human Resources",(212) 512-5644,05-0545061,2019-0065,6905
"WestRock CP, LLC 28 Park Drive Amsterdam, NY 12010",American corrugated packaging company.,Montgomery | WDB Name: FMS | Region: Mohawk Valley,52,52,6/11/2019 Amended: 9/16/2019,Separations for 48 employees have been postponed from the 14-day period beginning on 9/10/2019 to the period between 9/13/2019 and before 11/8/2019.,On or before 11/8/2019,Economic,Plant Closing,Plant Closing,"Amalgamated Lithographers of America, Local 259","Paula Broschard, HR Manager, Asset Optimization Team",(803) 367-1396,58-1392513,2018-0419,6904
"Sure Winner Foods102 Farrell RdSyracuse, NY 13209",Dairy Product (except Dried or Canned) merchant Wholesalers,Onondaga | WDB Name: ONONDAGA | Region: Central,To be determined,106,9/17/2019,The layoffs will occur between 9/22/2019 through 12/13/2019.,-----,Business partner’s elimination of direct store deliveries,Plant Closing,Plant Closing,The employees are not represented by a union.,"Adrienne Olcott, Director of Human Resources",(501) 305-9055,01-0362218,2019-0064,6903
"Briad Restaurant Group LLC dba Fridays 1780 East Gun Hill Rd Bronx, NY 10469",Restaurant,Bronx | WDB Name: NEW YORK CITY | Region: New York City,62,62,9/15/2019,12/22/2019,12/22/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jack Wright, Director of Operations",(973) 255-6187,22-3374780,2019-0063,6901
"Premier Fixtures, LLC 400 Oser Avenue, Suite 350 Hauppauge, NY 11788",Custom architectural woodwork & millwork manufacturing,Suffolk | WDB Name: SUFFOLK | Region: Long Island,44,44,9/11/2019,"Separations are anticipated to occur during the 14-day period starting from September 11, 2019.","September 11, 2019",Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Jennifer Filippone, CFO",(631) 236-4525 Ext: 259,46-3933056,2019-0053,6900
"American Precision Industries, Inc. 45 Hazelwood Drive Amherst, NY 14228",Transmission Company,Erie | WDB Name: ERIE | Region: Western,79,79,5/1/2019Amended: 9/11/2019,"The first separation of employees is August 2, 2019 through August 16, 2019. It is anticipated that additional employees will be separated from employment during the 14- day periods of September 2, 2019 through September 16, 2019 and October 4, 2019 through October 18, 2019. Separations for two employees were from September 2, 2019 and September 16, 2019 and are now expected to be separated from employment during the 14-day period of September 20, 2019 through October 4, 2019.",10/18/2019,Economic,Plant Closing,Plant Closing,"International United Automobile, Aerospace and Agricultural Implement Workers of America (UAW) Local Union No. 1416","Jim Corbett, Human Resources",(630) 694-3339,16-1284388,2018-0395,6899
"Goldman, Sachs & Co. LLC200 West StreetNew York, NY 10282",Global investment banking,New York | WDB Name: NEW YORK CITY | Region: New York City,"8,963",2,"May 9, 2019 through June 21, 2019","Separations will occur from August 8, 2019 through October 2, 2019.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Gena Palumbo, Managing Director and Associate General Counsel",(212) 357-2191,13-5108880,2019-0062,6897
