Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"VillageCare Health Home154 Christopher StreetNew York, NY 10014",Home care services,New York | WDB Name: NEW YORK CITY | Region: New York City,68,68,9/24/2018,"The expected date of the first separation of employees is December 23, 2018 or within 14 days thereafter.",12/23/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Marsha Bonner, Vice President of Human Resources",(212) 337-5744,13-2911059,2018-0091,6539
"Bigname Commerce, LLC5300 New Horizons BlvdAmityville, NY 11701",Stationary Product Manufacturing,Suffolk | WDB Name: SUFFOLK | Region: Long Island,41,41,9/24/2018,"The first separation will be December 23, 2018, and separations will occur within a 14-day period from this first date of separation.",12/23/2018,"Combining the Company's warehouse-related functions and consolidating into one warehouse facility in Syracuse, New York.",Plant Closing,Plant Closing,The employees are not represented by a union.,"Joanna Hall, HR Business Partner, Compass Workforce Solutions",(631) 794-7415,47-3341401,2018-0090,6538
"Sears, Roebuck and Co. Full Line Store #01504Eastern Hills Mall 4545 Transit RoadWillliamsville, NY 14221",Retail Store,Erie | WDB Name: ERIE | Region: Western,40,40,9/20/2018,"Separations will occur on December 18, 2018 or during a 14-day period beginning on that date.",12/18/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Miyoshi Kilgore, Market HR Manager",(215) 262-7647,36-1750680,2018-0086,6537
"Eastman Kodak Company(Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,2,9/18/2018,12/16/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0088,6536
"Eastman Kodak Company1669 Lake AvenueRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,2 (one employee works remotely),9/20/2018,12/18/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0089,6535
"P.W. Minor LLC3 Treadeasy AvenueBatavia, NY 14020",Footwear manufacturing and marketing,Genesee | WDB Name: GLOW | Region: Finger Lakes,82,42-82,9/24/2018,9/25/2018,12/31/2018,Economic,"Possible Plant Layoff, Possible Plant Closing","Possible Plant Layoff, Possible Plant Closing",The employees are not represented by a union.,"Nancy Forsyth, Manager HR",(585) 815-0679,47-1426154,2018-0085,6534
"Sterling National Bank1045 Flatbush AvenueBrooklyn, NY 11226",Financial Institution,New York | WDB Name: NEW YORK CITY | Region: New York City,6,1,9/19/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 19, 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Gary Zimbalatti, First Vice President - Director HR Business Partners",(516) 327-7624,13-1726107,2018-0084,6533
"Hebeler LLC2000 Military RoadTonawanda, NY 14150",Machinery Manufacturer,Erie | WDB Name: ERIE | Region: Western,92,20,6/28/2018 Amended: 9/19/2018,Two (2) separations will occur during the 14-day period starting on 9/26/2018. Eighteen (18) separations have been postponed from the 14-day period starting on 9/26/2018 to the 14-day period starting on 10/26/2018. Notices for 20 employees have been rescinded.,-----,Decline in business with major customer,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Angela Nelson, Director of People",(716) 332-4714,47-1578362,2017-0422,6532
"Sterling National Bank290 Broadhollow RoadMelville, NY 11747",Financial Institution,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Queens | WDB Name: NEW YORK CITY | Region: New York CityCounty: Nassau | WDB Name: HEMPSTEAD | WDB Name: OYSTER BAY | Region: Long IslandCounty: Suffolk | WDB Name: SUFFOLK | Region: Long IslandCounty: Rockland | WDB Name: ROCKLAND | Region: Mid-Hudson,30,2,9/6/2018Amendment: 9/19/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 5, 2018. Additional stages will commence during the 14-day period starting on December 6, 2018, December 10, 2018 and December 12, 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank.,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti, First Vice President, Director HR Business Partners",(516) 327-7624,,2018-0068,6531
"Barron's Educational Series, Inc.250 Wireless BoulevardHauppauge, NY 11788",Educational services,Suffolk | WDB Name: SUFFOLK | Region: Long Island,62,62,9/17/2018,"Separations will occur on or about December 16, 2018 or within 14 days thereafter.",9/14/2018,Selling of certain assets to Kaplan Test Prep,Plant Closing,Plant Closing,The employees are not represented by a union.,"Ms. Ellen Sibley, President Barron's Educational",(631) 434-3311,11-1750275,2018-0082,6530
"Conduent Education Services, LLC501 Bleecker St.Utica, NY 13501",Education Services,Oneida | WDB Name: HMO | Region: Mohawk Valley,97,3,9/14/2018,"This 9th phase of separations will occur on or about December 14, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Sarah Amoriell, Human Resources",(801) 567-5432,95-2501112,2018-0081,6528
"CDS NFL Event, LLC20 Times SquareNew York, NY 10036",Graphic 3D and 2D Renderings,New York | WDB Name: NEW YORK CITY | Region: New York City,91,91,9/17/2018,12/16/2018,9/30/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Matthew Pope, Talent Advisor",(212) 216-0908 Ext:5847,37-1837324,2018-0080,6527
"Avon Products, Inc.601 Midland Ave.Rye, NY 10580","Direct selling company in beauty, household, and personal care categories.",Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,105,105,9/17/2018,"Separations will occur between December 28, 2018 and May 31, 2019.",9/30/2019,Economic,Plant Closing,Plant Closng,The employees are not represented by a union.,"Jennifer Purcell, Director, Human Resources",(914) 935-2670,13-0544597,2018-0079,6526
"Signature 102 North End Ave LLC, dba North End Grill104 North End AvenueNew York, NY 10282",Restaurant,New York | WDB Name: NEW YORK CITY | Region: New York City,59,59,9/14/2018,12/15/2018,12/15/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Avisheh Avini, Chief Legal Officer",(646) 237-5039,27-3110407,2018-0078,6525
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,"1,215",1,9/14/2018,"This Phase 9 employee separation is expected to occur during the 14-day period starting on December 16, 2018.",October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2018-0076,6524
"Eastman Kodak Company (Eastman Business Park)1669 Lake AvenueRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,4,9/13/2018,12/11/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0077,6523
"Henri Bendel(Home Office)1740 BroadwayNew York, NY 10019","High-end bags, jewelry, gifts & accessories, some with the signature brown & white stripes.",New York | WDB Name: NEW YORK CITY | Region: New York City,112 (total employees at both sites),45,9/13/2018,The closures will be completed by the end of January 2019.,1/31/2019,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Shelley Devore, VP Human Resources",(614) 415-7170,06-1184460,2018-0075,6522
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,"1,215",4,3/22/2018Amended: 9/14/2018,"This Phase 5 employee separations is expected to occur during the 14- day period starting on 6/25/2018. Two (2) employee separations have been extended to the 14-day period starting on 10/1/2018. Of these two (2) employees, one (1) employee separation has been extended to the 14-day period starting on 12/16/2018.",12/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0276,6521
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution functions.,Suffolk | WDB Name: SUFFOLK | Region: Long Island,"1,215",162,3/9/2018 Amended: 9/14/2018,"This Phase 4 employee separations is expected to occur during the 14-day period starting on 6/11/2018. Ten (10) employee separations have been extended to the 14-day period starting on 10/1/2018. Of those ten (10) employees, eight (8) employee separations have been extended to the 14-day period starting on 12/16/2018.",12/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0260,6520
"Newsday LLC235 Pinelawn Road Melville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,"1,215",369,6/28/2018Amended: 9/14/2018,This Phase 8 employee separations is expected to occur during the 14-day period starting on 10/1/2018.The separation date for 106 employees has been extended from the 14-day period starting on 10/1/2018 to the 14-day period starting on 12/16/2018.,12/31/2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0421,6519
"Lighthouse Guild (Heilbrunn)250 West 64th StreetNew York, NY 10023",Provides education and therapeutic services to children who are blind or visually-impaired or have other disabilities,New York | WDB Name: NEW YORK CITY | Region: New York City,31,31,7/17/2018,"Terminations resulting from the Closing will begin on or about October 15, 2018 and will be completed by December 31, 2018.",12/31/2018,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"Melissa Farber, Vice President Human Resources",(212) 769-6220,46-4232802,2018-0074,6518
"FJC Security Services, Inc.Various hotel-based homeless shelters in NYC",Security services for various hotel-based homeless shelters in NYC,New York | WDB Name: NEW YORK CITY | Region: New York City,782 (Total at all locations),782,9/10/2018,"The cessation of services is expected to be on a rolling basis, starting September 6, 2018 and continuing through September 27, 2018.",9/27/2018,Loss of contract with the New York City Department of Homeless Services,Plant Closing,Plant Closing,Service Employees International Union Local 32BJ,Darin V. Hamilton,(347) 418-3800 Ext. 2233,-----,2018-0073,6517
"Special Funds Conservation Committee60 East 42nd Street, 27th FloorNew York, NY 10165",Process special Workers’ Compensation cases,New York | WDB Name: NEW YORK CITY | Region: New York City Erie | WDB Name: ERIE | Region: Western,43,43,7/13/2018 Amended: 9/11/2018,Separations for 36 employees at the NYC site will occur between 10/12/2018 and 10/26/2018. Separations for seven (7) employees at the NYC site have been posponed from the 14-day period beginning on 10/12/2018 to 12/31/2018. There may be a small group of individuals who will continue to provide services beyond 12/31/2018.,12/31/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Debbie Gonsky, Human Resources and Business Manager",(212) 883-3922,13-1331235,2018-0029,6516
"Umami Burger at the Hudson Hotel358 West 58th StreetNew York, NY 10019",Food services,New York | WDB Name: NEW YORK CITY | Region: New York City,66,66,4/25/2018Amended: 9/6/2018,"Separations will be done in stages, beginning on or about 10/8/2018.",10/7/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE","Tom Oliva, Local 6 Representative",(212) 957-8000,13-4130496,2017-0353,6515
"Sterling National Bank 290 Broadhollow RoadMelville, NY 11747",Financial Institution,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Queens | WDB Name: NEW YORK CITY | Region: New York CityCounty: Nassau | WDB Name: HEMPSTEAD | WDB Name: OYSTER BAY | Region: Long IslandCounty: Suffolk | WDB Name: SUFFOLK | Region: Long IslandCounty: Rockland | WDB Name: ROCKLAND | Region: Mid-Hudson,30,2,9/6/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on December 5, 2018. Additional stages will commence during the 14-day period starting on December 6, 2018 and December 12, 2018.",,Acquisition of Astoria Bank by Sterling National Bank.,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti, First Vice President, Director HR Business Partners",(516) 327-7624,,2018-0068,6514
"Sears Full Line Store (Unit #01584) 200 Eastview Mall Victor, NY 14564",Retail Store,Ontario |WDB Name: FINGER LAKES  | Region: Finger Lakes Region,41,41,8/22/2018,"Separations will occur on November 25, 2018 or during  a 14-day period beginning on that date.",11/25/2018,Economic,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Miyoshi Kilgore, Market Human Resources Manager",(215) 262-7647,36-1750680,2018-0066,6513
"Hebeler Process Solutions LLC750 East Ferry StreetBuffalo, NY 14211",Machinery Manufacturer,Erie | WDB Name: ERIE | Region: Western,19,1,6/28/2018 Amended: 9/5/2018,One (1) separation will occur during the 14-day period starting on 9/26/2018. Notice for one employee has been rescinded.,-----,Decline in business with major customer,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Angela Nelson, Director of People",(716) 332-4714,47-1584621,2017-0423,6512
"Hebeler LLC2000 Military RoadTonawanda, NY 14150",Machinery Manufacturer,Erie | WDB Name: ERIE | Region: Western,98,21,6/28/2018Amended: 9/5/2018,Three (3) separations will occur during the 14-day period starting on 9/26/2018. Eighteen (18) separations have been postponed from the 14-day period starting on 9/26/2018 to the 14-day period starting on 10/26/2018.Notices for 19 employees have been rescinded.,-----,Decline in business with major customer,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Angela Nelson, Director of People",(716) 332-4714,47-1578362,2017-0422,6511
"Kmart Store Unit # 03861 (Kmart Corporation)1000 Montauk HighwayWest Babylon, NY 11704",Department Store,Suffolk | WDB Name: SUFFOLK | Region: Long Island,85,85,5/31/2018Amendment: 8/31/2018,"Separations will occur on September 2, 2018 or during a 14-day period beginning on that date. A group of approximately 9 employees will not be separated until September 19, 2018, or during a 13-day period beginning on that date.",9/2/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Michael Smith, Regional Human Resources Director",(630) 364-9036,38-0729500,2017-0390,6510
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic Equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,8/28/2018,11/25/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0065,6509
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic Equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,8/30/2018,11/27/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0064,6508
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and Supplies,Monroe | WDB Name: MONROE | Region: Finger Lakes,-----,1,8/21/2018,11/18/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0063,6507
"State Farm Mutual Automobile Insurance Company (Lakeville Operations Center)1985 Marcus Avenue, Suite 201New Hyde Park, NY 11042-1013",Provide insurance and financial services,Nassau | WDB Name: OYSTER BAY | Region: Long Island,82,82,8/31/2018,11/30/2018,11/30/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Katie Petrey, Employee Relations Manager",(309) 766-2522,37-0533100,2018-0062,6506
"Tops Markets, LLC (Str#370 Westvale)2120 West Genesee St.Syracuse, NY 13219",American supermarket chain,Onondaga | WDB Name: ONONDAGA | Region: CentralCounty: Monroe | WDB Name: MONROE | Region: Finger Lakes County: Ontario | WDB Name: FINGER LAKES | Region: Finger Lakes County: Chemung | WDB Name: CSS | Region: Southern,492 (for all 7 sites),67,8/29/2018,"The expected date for separation of employment for the affected employees is November 27, 2018.",11/27/2018,Economic,Plant Closing,Plant Closing,UFCW District Union Local One,"Denise Rachow, Compliance/Human Resource Manager",(585) 737-3124,16-1592810,2018-0055,6505
"GlobalFoundries U.S., Inc. 400 Stonebreak Road Extension Malta, NY 12020",Semiconductor and Related Device Manufacturing,Saratoga |WDB Name: SAR/WAR/WAS  | Region: Capital Region County: Albany |WDB Name: CAPITAL  DISTRICT | Region: Capital Region,-----,424,8/28/2018,"The expected date of the first separation of employees is November 28, 2018.",-----,,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Emily S. Reilly, SVP & Chief Human Resources  Officer",(518) 305-9029,26-3122131,2018-0053,6504
"GuildNet (Lighthouse Guild)1 North Lexington Avenue, Gateway Center I.White Plains, NY 10601",Provides full spectrum of integrated vision + healthcare services,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,80,80,8/27/2018,"The anticipated layoffs of affected employees will begin on December 1, 2018 and will be completed no later than December 31, 2018.",12/31/2018,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers and Nurses/UFT. FNHP/AFT. AFL-CIO,"Melissa Farber, Vice President Human Resources",(212) 769-6220,46-4232802,2018-0052,6503
"GuildNet (Lighthouse Guild)250 West 57th StreetNew York, NY 10019",Provides full spectrum of integrated vision + healthcare services,New York | WDB Name: NEW YORK CITY | Region: New York CityCounty: Brooklyn | WDB Name: NEW YORK CITY | Region: New York City,187,187,8/27/2018,"The anticipated layoffs of affected employees will begin on December 1, 2018 and will be completed no later than December 31, 2018.",12/31/2018,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers and Nurses/UFT. FNHP/AFT. AFL-CIO,"Melissa Farber, Vice President Human Resources",(212) 769-6220,46-4232802,2018-0050,6502
"Wells Fargo (Retail Fulfillment Unit)179 Sully TrailPittsford, NY 14534",Bank,Monroe | WDB Name: MONROE | Region: Finger Lakes,48,9,8/23/2018,"This phase two of layoffs will occur on or about November 23, 2018.",To be determined,Economic,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Anita L. Steward, Enterprise Employee Relations",(980) 201-7298,41-0449260,2018-0049,6501
"Fitzpatrick, Cella, Harper & Scinto1290 Avenue of the AmericasNew York, NY 10104",Intellectual property firm,New York | WDB Name: NEW YORK CITY | Region: New York City,127,127,8/21/2018,10/31/2018,10/31/2018,Company merger with Venable,Plant Closing,Plant Closing,The employees are not represented by a union.,"Dominick Conde, Chairman",(212) 218-2204,13-2681676,2018-0048,6499
"Baxter Healthcare 711 Park Avenue Medina, NY 14103",Medical Device Manufacturing and Service,Orleans |WDB Name: GLOW |  Region: Finger  Lakes Region,421,131,8/22/2018,,-----,Service Work Transfer to Centralized  Third Party,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Barbara Ulrich, Sr. Human Resources",(585) 345-9265,36-2604143,2018-0047,6498
"Sears, Roebuck and Co. Full Line Store #02933 1400 Union Turnpike New Hyde Park, NY 11040",Retail Store,Nassau |WDB Name: HEMPSTEAD |  Region: Long  Island,100,100,8/21/2018,,11/25/2018,Economic,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Lisa Bradshaw, Market HR Manager",(201) 509-0060,36-1750680,2018-0046,6497
"Kmart Store #04868 (Kmart Corporation)605 Old Country RoadRiverhead, NY 11901",Retail Store,Suffolk | WDB Name: SUFFOLK | Region: Long Island,65,65,8/21/2018,"We anticipate that all the employment separations will occur on November 25, 2018 or during a 14-day period beginning on that date.",11/25/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Anthony Nass, Region HR Director",(847) 257-5068,38-0729500,2018-0045,6496
"Umami Burger at the Hudson Hotel358 West 58th StreetNew York, NY 10019",Food services,New York | WDB Name: NEW YORK CITY | Region: New York City,68,68,4/25/2018Amended: 8/22/2018,"Separations will be done in stages, beginning on or about 9/10/2018.",9/9/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO Local 6 affiliated with UNITE HERE","Tom Oliva, Local 6 Representative",(212) 957-8000,-----,2017-0353,6495
"Sterling National Bank (Greenvale Financial Center)114 Northern BlvdGreenvale, NY 11548",Financial Institution,Nassau | WDB Name: OYSTER BAY | Region: Long IslandCounty: Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,5,2,8/20/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on November 27, 2018",To be determined,Acquisition of Astoria Bank by Sterling National,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, Assistant Director-Empl Services",(516) 327-7624,13-1726107,2018-0042,6494
"Conduent Education Services, LLC501 Bleecker St.Utica, NY 13501",,Oneida | WDB Name: HMO | Region: Mohawk Valley,120,31,8/17/2018,"This eighth phase of separations will occur on or about November 16, 2018.",To be determined,Change in business needs,Plant Closing,Plant Closing,The employees are not represented by a union.,"Sarah Amoriell, HR Consultant",(801) 567-5432,95-2501112,2018-0040,6493
"Revival Pharmacy, LLC d/b/a Citywide Pharmacy5369 Kings HighwayBrooklyn, NY 11203",Pharmacy service to long term care facilities,Brooklyn | WDB Name: NEW YORK CITY | Region: New York City,62,62,8/20/2018,11/17/2018,11/17/2018,"Acquisition by Specialty RX, Inc.",Plant Closing,Plant Closing,The employees are not represented by a union.,"Aazel Bautista, Director of Human Resources",(619) 347-5444,45-3249103,2018-0041,6492
"Floyd Bus Co., Inc. 3 Grucci Lane Brookhaven, NY 11719",Transportation,Suffolk |WDB Name: SUFFOLK  | Region: Long Island,276,276,8/15/2018,8/22/2018,-----,Loss of contract within William Floyd  School District.,Plant Layoff,Plant Layoff,Transport Workers of America (TWU) Local 252,"Jennifer Thomas, Vice President",(631) 345-9600,-----,2018-0039,6491
"Harbor Footwear Group, Ltd. 55 Harbor Park Drive Port Washington, NY 11050","Footwear Merchant, Wholesaler",Nassau |WDB Name: HEMPSTEAD  | Region: Long Island,53,53,5/1/2018Amended:8/13/2018,7/31/2018 Twenty-four (24) affected employees’ separation date has been extended from 7/31/2018 to 8/31/2018 and 9/28/2018 to wind down operations.,7/31/2018,Economic,Plant Closing,Plant Closing,The employees  are not represented by a union.,"Charles H. Kaplan, Esq.,at Sills Cummis & Gross  P.C.",(212) 500-1563,13-2648196,2017-0359,6490
"Eastman Kodak Company (Kodak Office) 343 State Street Rochester, NY 14650",Photographic equipment and Supplies,Monroe |WDB Name: MONROE | Region: Finger Lakes Region,-----,7,8/14/2018,11/11/2018,-----,Economic,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,16-0417150,2018-0037,6489
"Compass Group USA, Inc. dba Chartwells (@ College of Mount St. Vincent)6301 Riverdale AvenueBronx, NY 10471",Food Services provider,Bronx | WDB Name: NEW YORK CITY | Region: New York City,43,43,8/10/2018,8/17/2018,8/17/2018,Contract Cancellation,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Lauren Roche, Human Resources Business Partner",(631) 494-0935,56-1874931,2018-0036,6487
"Sitel Operating Corporation (Painted Post)101 Canada RoadPainted Post, NY 14870","Business process outsourcing company, provides telephone call center services",Steuben | WDB Name: CSS | Region: Southern,152,152,7/10/2018Amended: 8/13/2018,"The last day of business will be extended from October 21 to November 30, 2018.","November 30, 2018.",Departure of a client campaign,Plant Unit Closing,Plant Unit Closing,The employees are not represented by a union.,"Kendra Southard-Austin, HR Business Partner",(607) 936-5721,16-1364816,2018-0004,6485
"Warner Media, LLC (formerly Time Warner Inc.) One Time Warner Center New York, NY 10019",Media services,New York |WDB Name:NEW YORK CITY | Region:New York City,357,104,8/9/2018,,-----,Recent Merger,Plant Layoff,Plant Layoff,The employees  are not represented by a union.,"Erica Cibella, Vice President, Human Resources",(212) 484-6572,00-3644837/  74-3067592,2018-0034,6484
"Gannett Publishing Services10 Gannett DriveJohnson City, NY 13790",Commercial Printing,Broome | WDB Name: BROOME/TIOGA | Region: Southern,93,93,"3/16/2018Amended: August 10, 2018","The majority of the affected employees will be terminated during a 14-day period commencing on June 16, 2018. Five (5) affected employees at the Johnson City site will be terminated during a 14-day period commencing on August 2, 2018. One affected employee’s separation at the Johnson City site will be extended from the 14-day period commencing on September 27, 2018 to the 14-day period commencing on December 26, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Bonnie Still, Human Resources Business Partner",(856) 486-2591,45-3829401,2017-0271,6483
"Laboratory Corporation of America Holdings(on behalf of its subsidiary company, Esoterix Genetics Laboratories, LLC dba Integrated Oncology) 521 West 57 Street New York, NY 10019",Medical Laboratory,New York | WDB Name: NEW YORK CITY | Region: New York City,173,129,8/8/2018,"Separations will occur during the 14-day period commencing on November 8, 2018",-----,"The relocation of operations will result in the permanent elimination of positions assigned to the Accessioning, Administration, Anatomical Pathology, Client Services, Cytogenetics, Distribution, FISH, Flow Cytometry, Histology, Molecular, Oncology Genetics and Quality departments.",Plant Layoff,Plant Layoff,The employees are not represented by a union.,"James Luisi, Human Resources Manager",(212) 485-0789,13-3757370,2018-0033,6482
"CenterLight Health System(Margaret Tietz Nursing & Rehabilitation Center)164-11 Chapin ParkwayJamaica, NY 11432",Skilled nursing and residential health care facility,Queens | WDB Name: NEW YORK CITY | Region: New York City,241,241,8/1/2018,"Separations will occur during the period of November 1, 2018 to November 14, 2018.",11/1/2018 or within 14 days thereafter.,Sale of facility,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East,"David Silva, Chief Resource Provisioning Officer & Senior Vice President Human Resources",(347) 920-7277,13-6266115,2018-0032,6481
"Investopedia, Inc.114 West 41st StreetNew York, NY 10036",Financial news and information,New York | WDB Name: NEW YORK CITY | Region: New York City,96,36,7/31/2018,"The layoffs will commence on November 1, 2018 and end on March 31, 2019.",-----,Economic,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Colleen Gangl, Vice President",(212) 204-1496,90-1035359,2018-0026,6480
"CenterLight Certified Home Health Agency (CHHA)596 Prospect PlaceBrooklyn, NY 11238",Home Health Care,Brooklyn | WDB Name: NEW YORK CITY | Region: New York City,77,77,8/1/2018,"Separations will occur sometime during the period of November 1, 2018 or within 14 days thereafter.",11/14/2018,Economic,Plant Closing,Plant Closing,1199 SEIU United Healthcare Workers East and the New York State Nurses Association (NYSNA),"David Silva, Chief Resource Provisioning Officer",(347) 920-7277,46-1840894,2018-0031,6479
"Best Buy Store #11833967 State Route 31Liverpool, NY 13090",Electronics and Appliance Store,Onondaga | WDB Name: ONONDAGA | Region: Central,76,76,8/5/2018,11/3/2018,11/3/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Noelle Peart, Market Human Resources Senior Manager",(732) 484-9562,41-1822872,2018-0025,6478
"Special Funds Conservation Committee60 East 42nd Street, 27th FloorNew York, NY 10165",Process special Workers’ Compensation cases,New York | WDB Name: NEW YORK CITY | Region: New York CityErie | WDB Name: ERIE | Region: Western,45,45,7/13/2018,Separations will occur between 10/12/2018 and 10/26/2018. A few individuals will continue to assist with the wind down of operations after 10/26/2018.,10/20/2018,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Debbie Gonsky, Human Resources and Business Manager",(212) 883-3922,13-1331235,2018-0029,6477
"Sterling National Bank (Nyack Financial Center)24 North Highland AvenueNyack, NY 10960",Financial Institution,Rockland | WDB Name: ROCKLAND | Region: Mid-HudsonCounty: Nassau | WDB Name: HEMPSTEAD | Region: Long Island,"Nyack – 4, Lake Success - 333",2,8/2/2018,"The two employee separations from the Nyack Financial Center will occur in stages, with this stage expected to commence during the 14-day period starting on November 6, 2018.",To be determined,Acquisition of Astoria Bank by Sterling National,Plant Closing,Plant Closing,The employees are not represented by a union.,"Gary Zimbalatti, Assistant Director-Empl Services",(845) 348-0382,13-1726107,2018-0028,6476
