Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"Main Court LLC 436 Main Street Buffalo, NY 14202",Property Management,Erie | WIB Name: ERIE| Region: Western Region,2,2,5/22/2014Amended: 10/10/2014,-----,Postponed closing/sale from 10/8/2014 through 10/21/2014 to 12/16/201 and 12/29/2014,Potential Sale of facility,Plant Closing,Plant Closing,Bumping rights do not exist. Employees are not represented by a union.,"David L. Sweet, President",(716) 856-3440,4828
"Main Seneca Corporation 237, 241, 251 Main Street, Suite 1125 Buffalo, NY 14203",Property Management,Erie | WIB Name: ERIE | Region: Western Region,32,32,5/22/2014 Amended: 10/10/2014,-----,Closing/sale to occur between 10/8/2014 and 10/21/2014,Potential Sale of facility,Plant Closing,Plant Closing,SEIU,"David L. Sweet, President",(716) 856-3440,4827
,Customer Service & Fulfillment Department,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,220,220,1/15/2013 Amended 10/14/2014,to begin on 4/15/2013 and continue through closing date of 12/31/2014: 1 employee layoff will be extended to occur on 2/28/2014,12/31/2014,Economic,Plant Closing,Plant Closing,"None of the employees are unionized, and there are no provisions regarding transfer, bumping, or reassignment rights to affected employees.","Tina Niland, Human Resources",(518) 487-3122,4826
,Transportation Service,Nassau | WIB Name: SUFFOLK| Region: Long Island,-----,292,9/29/2014 Amended 10/14/2014,1/1/2015,-----,Contract expiration,Potential Plant Layoff,Potential Plant Layoff,"Transport Workers Union, Local 252",Phil DiDomenico,(631) 665-3245 Ext 4151,4825
"Eastman Kodak  Eastman Business Park 343 State Street Rochester, NY",Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,8 (5 on site employees and 3 off site),10/2/2014,12/30/2014,-----,Economic,Plant Layoff,Plant Layoff,There is no employee representative of record.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,4824
"SinglePoint Care Network, LLC 1440 Broadway New York, NY 10018",Care Management,New York | WIB Name: NEW YORK CITY | Region: New York City,22,22,10/6/2014,-----,1/5/2015,Economic,Plant Closing,Plant Closing,None of the employees are represented by a union.,"Joan Russo,  Chief Executive Officer",(646) 943-8806,4823
"Zemco Industries, Inc. d/b/a/ Tyson Foods, Inc 665 Perry Street Buffalo, NY 14204",Prepared  foods,Erie | WIB Name: ERIE| Region: Western Region,287,287,10/1/2014,-----,1/3/2015,Economic,Plant Closing,Plant Closing,"International Union of Operating Engineers, Local 17S AFL-CIO","Simone Clifford, Complex Human Resources Manager",(716) 566-3141,4822
"Suffolk Bus Corp 1980 Pond Road Ronkonkoma, NY 11779",Transportation Service,Nassau | WIB Name: SUFFOLK | Region: Long Island,-----,209,9/29/2014,1/1/2015,-----,Contract expiration,Potential Plant Layoff,Potential Plant Layoff,"Transport Workers Union, Local 252",Phil DiDomenico,"(631) 665-3245, Ext 4151",4821
"Albert Einstein College of  Medicine of Yeshiva University 260 East 161st Street Bronx, NY 10451",Substance Abuse Treatment,Queens | WIB Name: NEW YORK CITY| Region: New York City,57,57,10/6/2014,to occur  on 1/4/2015 or within 14 days thereafter,1/4/2015,Montefiore Medical Center will take over facilities,Plant Closing,Plant Closing,"1199 SEIU, New  York State Nurses Association","Yvonne M.  Ramirez, Chief Human Resources Officer",(718) 430-2541,4820
"Holiday Inn Soho 138 Lafayette Street New York, NY  10013",Hotel,New York | WIB Name: NEW YORK CITY| Region: New York City,74,74,10/2/2014,layoffs will occur in stages beginning on or about 1/5/2015,1/5/2015,Closed for Renovations - Expect to reopen on 11/1/2015,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO, UNITE HERE",Dara Morreo or Jennifer Zullo,(401) 946-4600,4818
"Mid Hudson Medical Group, P. C.600 Westage Business Center DriveFishkill, NY 12524",Medical Group,Dutchess | WIB Name: DUTCHESS/PUTNAM | Region: Mid-Hudson Region,746,746,10/3/2014,-----,12/31/2014,Sale of assets to Mt. Kisco Medical Group,Plant Closing,Plant Closing,No bumping rights exist.,"Jeff Kruger, Chief Financial Officer",(845) 231-5504,4817
"Medical Action Industries, Inc. Corporate Headquarters500 Expressway Drive SouthBrentwood, NY 11717","Manufactures, markets and distributes variety of surgical-related products",Suffolk | WIB Name: SUFFOLK | Region: Long Island,51,51,10/1/2014,-----,12/1/2014,"Acquisition by Owens & Minor Distribution, Inc.",Plant Closing,Plant Closing,Bumping rights do not exist.,"Will Angus, Director HR Services",(804) 723-7705,4815
"Pathmark Stores, Inc. Store #726131851 Bruckner Blvd.Bronx, NY 10472",Grocery store,Bronx | WIB Name: NEW YORK CITY | Region: New York City,124,124,9/29/2014,-----,12/27/2014,Economic,Plant Closing,Plant Closing,"UFCW Local 342 & Local 1500, SEIU Local 1199","Derek Kinney, Vice President Human Resources and Labor Relations",(201) 571-4018,4814
"GSM Retail, Inc. d/b/a Billabong1515 BroadwayNew York, NY 10036",Retail Store,New York | WIB Name: NEW YORK CITY | Region: New York City,79,79,9/30/2014  Amended: 10/3/2014,12/31/2014 or during the 14-day commencing on that date.,12/31/2014,Economic,Plant Closing,Plant Closing,Terminated employees do not have any bumping rights.,"Sandra Stockman, Human Resource Director North America",(949) 428-3308,4812
"Sunrise Coach Lines, Inc.74675 West Front StreetGreenport, NY 11944",Suffolk County public bus transportation,Suffolk | WIB Name: SUFFOLK | Region: Long Island,49,49,9/30/2014,-----,12/31/2014,Expiration of contract - potential loss of contract,Potential Plant Closing,Potential Plant Closing,Teamsters Local 202,"Danow, McMullan & Panoff, P.C.",(212) 370-3744,4811
"Display Producers Inc.1260 Zerega AvenueBronx, NY 10462","Creative Display Designs - engineering, manufacturing and distribution",Bronx | WIB Name: NEW YORK CITY | Region: New York City,91,91,9/29/2014,-----,12/31/2014,Economic,Plant Closing,Plant Closing,United Brotherhood of Carpenters and Joiners of America,"Joseph Laurite, President",(718) 904-1200,4810
"Quintiles Medical Education, Inc.8 Skyline DriveHawthorne, NY 10532",Medical Education,Westchester | WIB Name: WESTCHESTER | Region: Mid-Hudson Region,27,27,9/23/2014,Will commence on 12/23/2014 and continue through closing,Anticipated closing to occur on or about 12/31/2014.,Restructuring Operations,Plant Closing,Plant Closing,No union representation and bumping arrangements are not available.,"Kim L. Rose, Associate Director, Legal",(919) 998-7810,4809
"Ethox Medical, LLC251 Seneca StreetBuffalo, NY 14204",Manufacturer of Medical Supplies,Erie | WIB Name: ERIE | Region: Western Region,65 (12 employees are expected to transfer or continue working from home after the closing of this facility),53,10/1/2014,Date of first separation is expected to occur on 12/31/2014.,to be determined,Sale of the facility,Plant Closing,Plant Closing,No bumping rights exist as no union is involved.,John Sommerdyke,(616) 560-3531,4808
"ARAMARK - United Nations1 United Nations PlazaNew York, NY 10017",Food Service,New York | WIB Name: NEW YORK CITY | Region: New York City,123,123,10/1/2014,1/1/2015,12/31/2014,Possible Contract Loss,Possible Plant Closing,Possible Plant Closing,UniteHere Local 100,"Judy Grimard, Human Resources Manager",(860) 920-5013,4807
"GSM Retail, Inc.d/b/a Billabong1515 BroadwayNew York, NY 10036",Retail Store,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,79,9/30/2014,12/31/2014 or during the 14-day commencing on that date.,-----,Economic,Plant Layoff,Plant Layoff,Terminated employees do not have any bumping rights.,"Sandra Stockman, Human Resource Director North America",(949) 428-3308,4806
"Maritime F & B, LLC @ Maritime Hotel363 W16th StreetNew York, NY 10011",Restaurant and event venue – Food service portion of the hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,153,153,9/26/2014,-----,1/1/2015,New company will run the hotel.,Plant Closing,Plant Closing,There are no bumping rights.,"Courtney Garron, Director of Operations",(646) 616-5632,4805
"Staples Inc.25 Hazelwood DriveAmherst, NY 14228",Office Supply Distributor,Erie | WIB Name: ERIE | Region: Western Region,14,14,9/19/2014,To occur between 1/16/2015 and 2/13/2015,1/16/2015,Economic,Plant Closing,Plant Closing,Employees will not have the right to bump or displace workers at other Staples facilities.,"Michaele-Lynne Jacot, HR Coodinator",(585) 466-9640,4798
"Fenner Precision, Inc.852 Kensington AvenueBuffalo, NY 14215",Custom Polyurethane Products,Erie | WIB Name: ERIE | Region: Western Region,60,60,9/25/2014,-----,12/31/2014,Economic,Plant Closing,Plant Closing,Teamsters 449,"Steph Moyer, HR Manager",(717) 664-8239,4796
"Convent of Mary the Queen35 Vark StreetYonkers, NY 10701",Convent,Yonkers | WIB Name: WESTCH/PTNM | Region: Mid-Hudson Region,134,134,9/22/2014,to occur between 12/31/2014 and 6/30/2015,6/30/2015,Economic,Plant Closing,Plant Closing,No affected employees are represented by a union.,"Sharon Dosin, Director of Human Resources",(718) 549-8156,4795
"Pepsi Beverages Company5 Broad AvenueBinghamton, NY 13904",Soft drink bottling manufacturing plant,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,74,74,9/16/2014,-----,11/15/2014,Economic,Plant Closing,,Teamsters Local 693,"Lesa Johnson, Human Resources Senior Director",(914) 767-7857,4793
"HP Hood LLC - Distribution Center1314 Conklin RoadBinghamton, NY 13903",Distribution Center for Dairy Products,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,32,32,9/22/2014,10/27/2014 or within the 14-day period following,11/11/2014,Economic,Plant Closing,Plant Closing,Teamsters Local 693,"Corey F. Jackson, Senior Director of Human Resources",(617) 887-3013,4792
"Long Island Automotive Group, Inc. Land Rover Glen Cove70 Cedar Swamp RoadGlen Cove, NY 11542",Automotive Dealerships,Nassau | WIB Name: OYSTER BAY\SUFFOLK | Region: Long Island,64,64,5/12/2014  Amended: 9/17/2014,-----,12/17/2014 or within 14 days of thereafter,"Transfer of business to JLR Long Island, LLC",Plant Closing,Plant Closing,-----,"Phiip Villani, Human Resources Director",(631) 264-2244,4791
"Electromark (Brady Corporation)6188 West Port Bay RoadWolcott, NY 14590",Manufacturing,Wayne | WIB Name: FINGER LAKES | Region: Finger Lakes Region,84,84,9/12/2014,To occur between 9/12/2014 and 11/28/2014,12/1/2014,Economic,Plant Closing,Plant Closing,-----,Michael J. Volpe,(212) 808-5676,4790
"InterContinental New York Barclay Hotel111 East 48th StreetNew York, NY 10017",Hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,447,447,4/1/2014Amended: 9/17/2014,to occur between 6/23/2014 and 9/27/2014,9/27/2014,Renovations,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO, UNITE HERE","Robert Blasi, Area Director of Human Resources",(212) 803-4552,4789
"Microsoft Corporation2929 Express Drive NorthHauppauge, NY 11749",Computer program development,Suffolk | WIB Name: SUFFOLK | Region: Long Island,-----,1,9/18/2014,-----,12/17/2014,Reorganization and restructure of operations,Plant Closing,Plant Closing,Employees are not entitled to bumping rights.,"Ed Ingle, Managing Director of Government Affairs",(202) 263-5904,4788
"Community Memorial Hospital (Community Memorial)150 Broad StreetHamilton, NY 13345",Skilled Nursing Facility,Madison | WIB Name: HMO | Region: Mohawk Valley Region,29,29,9/17/2014,to occur between 11/21/2014 and 12/8/2014,12/8/2014,Economic,Plant Closing,Plant Closing,SEIU 1199,"Denise Hummer, RN, BS, Vice President Administrative Services",(315) 824-6083,4787
"The Robert Mapplethorpe Residential Treatment Facility327 East 17th StreetNew York, NY 10003",Residential Treatment Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,33,33,9/18/2014,-----,12/17/2014,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, 1199 RN Division",Melissa Greiner,(212) 844-7653,4786
"Cynergy Data, LLC30-30 47th Avenue, 9th FloorLong Island City, NY 11101",Payment Processing Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,42,42,9/16/2014,Will occur in phases between 9/16/2014 and 12/26/2014,12/19/2014,Merger/relocation,Plant Closing,Plant Closing,Employees have no bumping rights and nor are they represented by any union.,"Leigh Braun, Vice President, Human Resources",(718) 797-7473,4785
"Media Group Services LLC711Third AvenueNew York, NY 10017",Publications,New York | WIB Name: NEW YORK CITY | Region: New York City,7,7,9/17/2014,6 employees released on 9/19/2014 & 1 employee released on 10/31/2014,10/31/2014,Sale of Assets,Plant Closing,Plant Closing,No employees are represented by unions nor do they having bumping rights.,Jerry Campbell,(212) 450-7060,4783
"Parade Media Group LLC711 Third AvenueNew York, NY 10017",Publications,New York | WIB Name: NEW YORK CITY | Region: New York City,55,55,9/17/2014,42 employees released on 9/19/2014 & 13 employees released on 10/31/2014,10/31/2014,Sale of Assets,Plant Closing,Plant Closing,No employees are represented by unions nor do they having bumping rights.,Jerry Campbell,(212) 450-7060,4782
"SUNY Downstate Medical Center at LICH - StaffCo of Brooklyn LLC339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,485,485,3/25/2013  Amended: 9/18/2014,Remaining layoffs are postponed to occur between 9/20/2014 and 11/28/2014.,Postponed to occur between 9/20/2014 and 11/28/2014.,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4781
"Forest Laboratories, LLC 500 Commack Road Commack, NY 11725",Commercial Packaging Operations-Pharmaceuticals,Suffolk  | WIB Name: SUFFOLK| Region: Long Island Nassau  | WIB Name: OYSTER BAY| Region: Long Island New York  | WIB Name: NEW YORK CITY| Region: New York City,----,49  affected for Long Island locations,9/5/2014Amended 9/16/2014,90 days  from the date of notice,500 Commack Road location is not  closing,Purchased by Actavis – relocation of most of its  operations to New Jersey,Plant Layoff,Plant Layoff,Affected  employees are not represented by a union.,Kellie S.  Sears VP of HR Operations and Policies,(314) 493-7110,4780
"Novartis Pharmaceuticals Corporation25 Old Mill RoadSuffern, NY 10901",Pharmaceutical Manufacturing,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,----,83,9/16/2014,Layoffs will occur in phases beginning with this second phase that will occur during a 14-day period beginning on 12/31/2014 and running through the closing date.,To occur in 2016 – no definite date indicated at this time.,Economic,Plant Closing,Plant Closing,No union representation; bumping arrangements are not available for affected employees.,"Luz Rodgers, Head of Human Resources",(845) 368-6086,4779
"Williams Lea Corporate Information Solutions200 West StreetNew York, NY",Reprographics Production Center,New York | WIB Name: NEW YORK CITY | Region: New York City,41,41,6/2/2014 Amended: 9/8/2014,to occur between 8/31/2014 and 9/28/2014,9/28/2014,Economic,Plant Closing,Plant Closing,Employees are not represented by a union.,"Jennifer Downing, Senior Human Resources Manager",(212) 351-9088,4778
"Williams Lea Corporate  Information Solutions 200 West Street New York, NY",Reprographics Production Center,New York | WIB Name: NEW YORK CITY| Region: New York City,41,41,6/2/2014 Amended 9/8/2014,to occur  between 8/31/2014 and 9/14/2014,9/28/2014,Economic,Plant Closing,Plant Closing,Employees are  not represented by a union.,"Jennifer  Downing, Senior Human Resources Manager",(212) 351-9088,4777
"LSG Sky Chefs, Inc. JFK International Airport/Building  122 Jamaica, NY 11430",Customer  Service Center,Queens | WIB Name: NEW YORK CITY| Region: New York City,339 (the 200 remaining employees will be transferred to other buildings at JFK),139,9/10/2014,Will  occur between 1/5/2015 and 1/31/2015,-----,Economic,Plant Closing,Plant  Closing,"UNITE HERE International Union, UNITE HERE Local #32","F. Bruce  Murray, Director Employee and Labor Relations",(202) 669-5507,4776
"50 Restaurant Group LLC d/b/a WD-5050 Clinton StreetNew York, NY 10002",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,39,39,9/11/2014,-----,12/7/2014,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Edouard Wylie Dufresne, Managing Member",(212) 477-2900,4775
"12th Restaurant Inc. (Nathan's/Roy Roger's/Tim Horton's - Food Court)401 Seventh AvenueNew York, NY",Restaurants,New York | WIB Name: NEW YORK CITY | Region: New York City,17,17,11/14/2013Amended: 9/9/2014,is postponed to occur on 1/4/2015 or during the 14-day period following that date to wind down operations,1/4/2015 or the 14-day period that begins on this date,Economic,Plant Closing,Plant Closing,Unite Here Local 100 Union,"Ann Martinez, CFO",(212) 560-1658,4774
"Jewish Board of Family and  Children Services (JBFCS) 1499 North Avenue New Rochelle, NY 10801",Residential facility,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson  Region,14,14,9/3/2014,-----,12/3/2014,"Transfer of licensure to Opengate, Inc.",Plant Closing,Plant Closing,"District Council 1707, CSEAU, AFSCME, AFL-CIO and  Local 215","Katheryne  Ralph, Chief Human Resource Officer",(212) 632-4526,4772
"Forest Laboratories, LLC500 Commack RoadCommack, NY 11725",Commercial Packaging Operations-Pharmaceuticals,Suffolk | WIB Name: SUFFOLK | Region: Long IslandNassau | WIB Name: OYSTER BAY | Region: Long IslandNew York | WIB Name: NEW YORK CITY | Region: New York City,----,49 affected for Long Island locations,9/5/2014,90 days from the date of notice,to be determined,Purchased by Actavis – relocation of most of its operations to New Jersey,Plant Closing,Plant Closing,Affected employees are not represented by a union.,Kellie S. Sears VP of HR Operations and Policies,(314) 493-7110,4771
"FC + Skanska Modular, LLCBrooklyn Navy Yard63 Flushing Avenue, Bldg. 293Brooklyn, NY 11205",Prefabricated modules manufacturing factory,Kings | WIB Name: NEW YORK CITY | Region: New York City,165,"165 – of the total number affected, 8 are non-union workers at the factory employed by Skanska U.S.A. Building, Inc.",8/27/2014Amended: 9/4/2014,"Layoffs may occur during the 14-day period beginning on September 4, 2014 to September 17, 2014 and September 23, 2014 to October 6, 2014.",10/6/2014,Termination of Purchase Order by the Contractor for Prefabricated Modules for the B2 Residential Project at Atlantic Yards.,Possible Plant Closing,Possible Plant Closing,"NYC District Council of Carpenters-United Brotherhood of Carpenters and Joiners of America, Local 157; Enterprise Association Steamfitters Local Union 638; Plumbers Local Union No. 1; IBEW Local 3; Sheetmetal Workers Local No. 28; Ironworkers District Council of Greater New York and Vicinity-Iron Workers Local 580; Painters District Council 9; International Association of Heat and Frost Insulators and Allied Workers, Local 12; Construction & General Building Laborers’ Local 79; BAC Local 7 Tile, Marble and Terrazzo; and Building and Construction Trades Council of Greater New York",Roland H. Newport,(718) 637-5115,4770
"Rural/Metro (also dba Rural/Metro Medical Services)488 West Onondaga StreetSyracuse, NY 13202",Billing operations,Onondaga | WIB Name: ONONDAGA| Region: Central RegionErie | WIB Name: ERIE | Region: Western RegionMonroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,29,8/21/2014  Amended: 9/4/2014,-----,8/1/2014,Consolidation of billing operations,Plant Unit Closing,Plant Unit Closing,Bumping rights do not exist. There is no union or related representatives affected by this notice.,"Robert Coyle, Labor and Employment Counsel",(480) 606-3342,4769
"Jim's Formal Wear, LLC709 North StreetEndicott, NY 13760",Formal wear rentals and sales,Broome | WIB Name: BROOME/TIOGA | Region: Southern Region,61,61,8/27/2014 Amended: 9/4/2014,Layoffs will occur approximately between 12/8/2014 through 1/31/2015,11/28/2014,Economic,Plant Closing,Plant Closing,Bumping rights do not exist. There is no union representing any of the affected employees.,"Susan Brueggemann, Director, Human Resources",(618) 224-9211,4768
"Rural/Metro (also dba  Rural/Metro Medical Services) 488 West Onondaga Street Syracuse, NY 13202",Billing operations,Onondaga | WIB Name: ONONDAGA| Region: Central Region Erie |  WIB Name: ERIE| Region: Western Region Monroe |  WIB Name: MONROE| Region: Finger Lakes Region,-----,38,8/21/2014,-----,8/1/2014,Consolidation of billing operations,Plant Unit Closing,Plant  Unit Closing,Bumping rights  do not exist. There is no union or  related representatives affected by this notice.,"Robert Coyle,  Labor and Employment Counsel",(480) 606-3342,4767
"SCO Family of Services' Delta Manor1530 Beach AvenueBronx, NY 10460",Homeless Shelter,Bronx | WIB Name: NEW YORK CITY| Region: New York City,27,27,8/27/2014,-----,11/25/2014,Transition of operations to another provider,Plant Closing,Plant Closing,There are no bumping rights.,"Robert Holden, Director, Human Resources",(516) 671-1253,4765
"Jim's Formal Wear, LLC 709 North Street Endicott, NY 13760",Formal wear rentals and sales,Broome | WIB Name: BROOME/TIOGA| Region: Southern  Region,61,61,8/27/2014,-----,11/28/2014,Economic,Plant Closing,Plant Closing,Bumping  rights do not exist. There is no union  representing any of the affected employees.,"Susan  Brueggemann, Director, Human Resources",(618) 224-9211,4764
"Store Owners, Inc. d/b/a  Parkview Supermarkets 545 Broad Street Salamanca, NY 14779",Grocery Store,Cattaraugus | WIB Name: ALL/CAT | Region: Western Region,72,72,8/22/2014Amended: 8/29/2014,"Layoffs will be during the 2-week period from November  24, 2014 to December 8, 2014.",12/8/2014,Sale of grocery store,Plant Closing,Plant Closing,UFCW District Local  One,"Carol Palidar, Human Resources",(716) 372-2020,4763
"Store Owners, Inc. d/b/a Parkview Supermarkets545 Broad StreetSalamanca, NY 14779",Grocery Store,Cattaraugus | WIB Name: ALL/CAT | Region: Western Region,72,72,8/22/2014,"Layoffs will be during the 2-week period from November 24, 2014 to December 8, 2014.",12/8/2014,Economic,Plant Closing,Plant Closing,UFCW District Local One,"Carol Palidar, Human Resources",(716) 372-2020,4762
"SUNY Downstate Medical Center at LICH - StaffCo of Brooklyn LLC339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,485,485,3/25/2013 Amended: 8/26/2014,Remaining layoffs are postponed to occur between 9/5/2014 and 11/28/2014.,Postponed to occur between 9/5/2014 and 11/28/2014.,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association, Local 30 & 30 A-B-C-D of the International Union of Operating Engineers, and Special and Superior Officers Benevolent Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4761
"TLC Health Network/Lake Shore Health Care Center845 Routes 5 & 20Irving, NY 14081",Health Center,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western RegionCattaraugus | WIB Name: ALL/CAT | Region: Western Region,438,438,10/17/2013 Amended: 6/16/2014 Rescinded: 8/26/2014,Separations will occur between 8/16/2014 and 8/29/2014.,8/29/2014,Potential Sale of facility. Grant money received to continue operations of this facility.,Potential Plant Closing,Potential Plant Closing,1199 SEIU United Health Care Workers East,"Shannon Bobseine, Human Resources Supervisor",(716) 951-7037,4760
"TGI Friday's484 8th AvenueNew York, NY",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,72,72,10/17/2013 Amended: 8/28/2014,-----,"Postponed to occur on 10/19/2014 or during the 14-day period that begins on that date. A small number of employees, presently unknown, will remain to assist with the winding down of operations.",Economic,Plant Closing,Plant Closing,"Employees are not represented by a union, nor by any other employee representative. No bumping rights exist among those non-union employees.","Ms. Ann Martinez, CFO",(212) 560-1658,4759
"FC + Skanska Modular, LLCBrooklyn Navy Yard63 Flushing Avenue, Bldg. 293Brooklyn, NY 11205",Prefabricated modules manufacturing factory,Kings | WIB Name: NEW YORK CITY | Region: New York City,157,157,8/27/2014,"Possible layoffs may occur during the 14-day period beginning on September 23, 2014 and ending on October 6, 2014.",10/6/2014,Possible termination of Purchase Order by the Contractor for Prefabricated Modules for the B2 Residential Project at Atlantic Yards.,Possible Plant Closing,Possible Plant Closing,"NYC District Council of Carpenters-United Brotherhood of Carpenters and Joiners of America, Local 157; Enterprise Association Steamfitters Local Union 638; Plumbers Local Union No. 1; IBEW Local 3; Sheetmetal Workers Local No. 28; Ironworkers District Council of Greater New York and Vicinity-Iron Workers Local 580; Painters District Council 9; International Association of Heat and Frost Insulators and Allied Workers, Local 12; Construction & General Building Laborers’ Local 79; BAC Local 7 Tile, Marble and Terrazzo; and Building and Construction Trades Council of Greater New York",Roland H. Newport,(718) 637-5115,4758
"Gotham Transportation Corp.2847 West 21st StreetBrooklyn, NY 11224",Bus Transportation – Drivers & Escorts,Kings | WIB Name: NEW YORK CITY | Region: New York City,152,152,4/3/2014 Amended: 8/25/2014,-----,"the remaining workers whose layoffs were postponed, have been terminated on 8/15/2014",Loss of Contract,Plant Closing,Plant Closing,Local Union No. 1181 Amalgamated Transit,Lacey Romer,(718) 448-4006,4757
"The Food Emporium #36-7191211 Madison AvenueNew York, NY 10128",Grocery Store,New York | WIB Name: NEW YORK CITY | Region: New York City,76,76,8/21/2014,-----,11/19/2014,Economic,Plant Closing,Plant Closing,UFCW Local 342,"Derek Kinney, Vice President, Human Resources and Labor Relations",(201) 571-4018,4756
"Main Court LLC436 Main StreetBuffalo, NY 14202",Property Management,Erie | WIB Name: ERIE | Region: Western Region,2,2,5/22/2014Amended: 8/26/2014,-----,Postponed closing/sale to occur between 10/8/201 and 10/21/2014,Potential Sale of facility,Plant Closing,Plant Closing,Bumping rights do not exist. Employees are not represented by a union.,"David L. Sweet, President",(716) 856-3440,4755
"Main Seneca Corporation237, 241, 251 Main Street, Suite 1125Buffalo, NY 14203",Property Management,Erie | WIB Name: ERIE| Region: Western Region,68 (at both sites),68,5/22/2014 Amended: 8/26/2014,-----,Postponed closing/sale to occur between 10/8/2014 and 10/21/2014,Potential Sale of facility,Plant Closing,Plant Closing,SEIU,"David L. Sweet, President",(716) 856-3440,4754
"British Airways, Plc.(Baggage Room and Customer Relations Unit) John F. Kennedy International AirportJamaica, NY 11430",Airlines (Baggage Room and Customer Relations Unit Employees affected),Queens | WIB Name: NEW YORK CITY | Region: New York City,93,93 (17 Customer Relations Reps; 76 Baggage Services workers),8/14/2014Amended: 8/25/2014,"9/30/2014 (The expected separation date for affected Customer Relations Unit employees will be on September 30, 2014. The expected separation date for affected Baggage Room employees will be on November 12, 2014.) Two additional employees will be separated on 11/22/2014.",11/12/2014,Contingent upon ratification of the Company’s proposed contract changes.,Possible Plant Unit Closings,Possible Plant Unit Closings,"District Lodge 142, International Associations of Machinists and Aerospace Workers","Denise Cerniglia, Employee Relations Manager",(212) 716-0466,4753
"Teva Pharmaceuticals USA, Inc.223 Quaker RoadPomona, NY 10970",Pharmaceuticals production,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,,41,4/1/2014 Amended: 8/25/2014,layoff for one worker who remained was postponed to occur on 8/29/2014,-----,Economic,Plant Layoff,Plant Layoff,"United Steel Paper and Forestry Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, District 4.","Elaine A. Lakis, Associate Director, Human Resources",(845) 362-7056,4752
"Teva Pharmaceuticals USA, Inc.223 Quaker RoadPomona, NY 10970",Pharmaceuticals production,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson Region,,8,8/21/2014,will occur from 6/30/2014 through 10/24/2014,-----,Economic,Plant Layoff,Plant Layoff,"United Steel Paper and Forestry Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, District 4.","Elaine A. Lakis, Associate Director, Human Resources",(845) 362-7056,4751
"Circor Flow Technologies Spence Engineering Company150 Coldenham RoadWalden, NY 12586",Manufacturer of steam specialty & fluid control devices,Orange | WIB Name: ORANGE | Region: Mid-Hudson Region,91,55,8/19/2013   Amended: 8/18/2014,Layoffs were extended for remaining workers to occur on 10/31/2014,-----,Economic,Plant Layoff,Plant Layoff,International Association of Machinist and Aerospace Workers Union (IAM),Sharon Bruel,(845) 778-6232,4750
"Sears Holdings Corporation404 E. Fordham RoadBronx, NY 10458",Retail Sales,Bronx | WIB Name: NEW YORK CITY | Region: New York City,91,91,8/15/2014,-----,11/23/2014,Economic,Plant Closing,Plant Closing,There is no union organization and there are no applicable bumping or transfer rights.,Karen Newkirk,(847) 286-2500,4749
"Xerox Corporation800 Phillips RoadWebster, NY 14580",Photographic & Photocopying Equipment Mfg.,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,393,121,8/18/2014,11/17/2014,-----,Economic,Plant Layoff,Plant Layoff,"Workers United Rochester Regional Joint Board, Local 14A & International Union of Operating Engineers","JoAnn Howard, Human Resources Manager",(585) 423-1178,4748
